prodcut_id,pruduct_name,hargaa,stcok,katgori
PRD110426,Pembalut Laurier Relax Night,Rp 20.000,-15,Perawatan Pribadi
PRD110427,Kopi Kapal Api Sachet, 1500 ,37,
PRD110428,Baterai Alkalin AA (2 pcs),Rp 15.000,46,Lainnya
PRD110429,,48000.00,2,Perawatan Bayi
PRD110430,Popok MamyPoko Pants M,55000,92,Perawatan Bayi
PRD110431,Margarin Blue Band 200g,9500,6.0,Sembako
PRD110432,Deterjen Attack Jaz1 800g,Rp 19.000,52,Pembersih
PRD110433,Aqua Gelas 240ml,1000,13,Minuman
PRD110434,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,23,
PRD110435,Deterjen Rinso Anti Noda 700g,Rp 22.000,99,Pembersih
PRD110436,Aqua Gelas 240ml,1000,90,Minuman
PRD110437,Bumbu Racik Indofood Nasi Goreng,2500,40,Bumbu
PRD110438,Teh Pucuk Harum 350ml,Rp 4.000,73,Minuman
PRD110439,,Rp 17000,49,Lainnya
PRD110440,Gula Curah 1kg,Rp 15.000,71,Sembako
PRD110441,Obat Nyamuk Baygon Bakar,Rp 6000,24,Lainnya
PRD110442,Kapur Barus Bagus,15000.00,20,Lainnya
PRD110443,Teh Pucuk Harum 350ml,4000,-90,Minuman
PRD110444,Gula Pasir Gulaku 1kg,16000,-52,Sembako
PRD110445,Rokok Marlboro Merah,38000,68,Rokok
PRD110446,Tepung Beras Rose Brand 500g,Rp 7.500,95,Sembako
PRD110447,Pasta Gigi Pepsodent 190g,12500,38,Perawatan Pribadi
PRD110448,Gula Pasir Gulaku 1kg,16000.00,55,Sembako
PRD110449,Teh Pucuk Harum 350ml,4000.00,51,Minuman
PRD110450,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,67,Sembako
PRD110451,Beras Pandan Wangi 5kg, 70000 ,84.0,Sembako
PRD110452,, 22000 ,-53,
,Kecap ABC Pouch 220ml,9500.00,62,Bumbu
PRD110454,Beras Rojolele 5kg,Rp 67000,77,Sembako
PRD110455,Aqua Galon,21000,51,Minuman
PRD110456,Sabun Cuci Piring Sunlight 460ml,11000.00,100,Pembersih
PRD110457,Minyak Sania 2L,,90,Sembako
PRD110458,Baterai ABC Sedang (2 pcs), 10000 ,96.0,Lainnya
PRD110459,Deterjen Rinso Anti Noda 700g,Rp 22000,31,Pembersih
PRD110460,Shampo Lifebuoy Sachet,1000,73,Perawatan Pribadi
,Minyak Curah 1L,16000.00,14,Sembako
PRD110462,,1500,86,Minuman
PRD110463,Mie Sedap Goreng,Rp 2900,72,Makanan
PRD110464,Indomie Kuah Soto,2800,13,Makanan
PRD110465,Pembersih Lantai Wipol 750ml,Rp 18000,3,Pembersih
PRD110466,Beras Ramos 5kg,Rp 65.000,26,Sembako
PRD110467,Indomie Kari Ayam,2800.00,-37,Makanan
PRD110468,Gula Curah 1kg,15000.00,33,
PRD110469,Minyak Bimoli 2L,35000,31.0,Sembako
PRD110470,Pembalut Charm Cooling Fresh,Rp 18000,9,Perawatan Pribadi
PRD110471,Indomie Kuah Ayam Bawang,2800.00,14,Makanan
PRD110472,Aqua Gelas 240ml,Rp 1.000,19,Minuman
PRD110473,Margarin Forvita 200g,7000,18,Sembako
PRD110474,Kecap ABC Pouch 220ml,Rp 9.500,27,Bumbu
PRD110475,,3500.00,93,Bumbu
PRD110476,Susu Indomilk Sachet,Rp 1500,48,Minuman
PRD110477,Beras Pandan Wangi 5kg,70000.00,24,Sembako
PRD110478,Kecap ABC Pouch 220ml,Rp 9.500,77,Bumbu
PRD110479,Indomie Kuah Soto,2800,78.0,Makanan
PRD110480,Sprite Botol 390ml,5000,85.0,Minuman
PRD110481,Garam Kapal 250g,3000,34,Bumbu
PRD110482,Teh Celup Sosro, 7000 ,-1,Minuman
PRD110483,Deterjen Rinso Anti Noda 700g, 22000 ,39.0,Pembersih
PRD110484,Rokok Surya 16, 31000 ,63.0,Rokok
PRD110485,Popok Sweety Bronze Pants L,Rp 48000,83,Perawatan Bayi
PRD110486,Fanta Merah 390ml,Rp 5000,84.0,Minuman
PRD110487,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,25,Pembersih
PRD110488,Popok MamyPoko Pants M,Rp 55000,41,Perawatan Bayi
PRD110489,Deterjen Daia 850g,18500,27,Pembersih
PRD110490,Garam Kapal 250g,3000.00,36.0,Bumbu
PRD110491,Margarin Forvita 200g,7000.00,59,Sembako
PRD110492,Susu Bear Brand,10500,-31,Minuman
PRD110493,Rokok Sampoerna Mild,Rp 30000,60,Rokok
PRD110494,Margarin Blue Band 200g,Rp 9500,6,Sembako
PRD110495,Indomie Kari Ayam,2800.00,,Makanan
PRD110496,Beras Pandan Wangi 5kg,70000.00,79,Sembako
PRD110497,Rokok Sampoerna Mild,30000.00,35,Rokok
PRD110498,Rokok Marlboro Merah,38000,32,Rokok
PRD110499,Pembersih Lantai Super Pell 770ml,13500.00,-8,Pembersih
PRD110500,Indomie Kuah Ayam Bawang,2800,64,Makanan
PRD110501,Pembersih Lantai Super Pell 770ml,Rp 13.500,53,Pembersih
PRD110502,Tepung Terigu Segitiga Biru 1kg, 13000 ,17,Sembako
PRD110503,Gula Pasir Gulaku 1kg,Rp 16000,61,Sembako
PRD110504,Minyak Curah 1L,16000.00,75,Sembako
PRD110505,Bumbu Racik Indofood Sayur Asem,2500.00,,
PRD110506,Beras Pandan Wangi 5kg,70000,81,Sembako
PRD110507,Beras Rojolele 5kg,Rp 67.000,64,Sembako
PRD110508,,13500.00,31,Pembersih
PRD110509,Pembalut Laurier Relax Night,20000.00,78,Perawatan Pribadi
PRD110510,Kopi Torabika Susu,1500,,Minuman
PRD110511,Beras Rojolele 5kg,Rp 67000,31,Sembako
PRD110512,Gula Pasir Gulaku 1kg,16000.00,47,Sembako
PRD110513,Shampo Lifebuoy Sachet,Rp 1.000,85,Perawatan Pribadi
PRD110514,Pembalut Laurier Relax Night,20000,16,Perawatan Pribadi
PRD110515,Gula Curah 1kg,15000.00,19,Sembako
PRD110516,Minyak Curah 1L,Rp 16.000,27,Sembako
PRD110517,,1500.00,56,Minuman
PRD110518,Pasta Gigi Ciptadent 190g,10000,63,Perawatan Pribadi
PRD110519,Rokok Gudang Garam Filter,23000,-80,Rokok
PRD110520,Tisu Tessa 250s,Rp 17.000,12,Lainnya
PRD110521,Kopi ABC Susu,1500.00,20,Minuman
PRD110522,Obat Nyamuk Hit Spray,Rp 35000,8,Lainnya
PRD110523,Gula Pasir Gulaku 1kg,Rp 16000,21,Sembako
PRD110524,Rokok Djarum Super,Rp 22000,40.0,Rokok
PRD110525,Kopi Luwak White Koffie,Rp 2.000,87,Minuman
PRD110526,Bumbu Racik Indofood Nasi Goreng,2500,29,Bumbu
PRD110527,Indomie Kari Ayam,Rp 2800,40.0,Makanan
PRD110528,Garam Kapal 250g,3000.00,38,
PRD110529,Le Minerale 600ml,3500.00,7,Minuman
PRD110530,Gula Curah 1kg,,47.0,Sembako
PRD110531,Kopi Torabika Susu,1500,-64,Minuman
PRD110532,,Rp 38000,40.0,Rokok
PRD110533,,5000,12,
PRD110534,Garam Kapal 250g,Rp 3000,49.0,Bumbu
PRD110535,Bumbu Racik Indofood Sayur Asem,Rp 2500,74,Bumbu
PRD110536,Popok MamyPoko Pants M,Rp 55.000,44,Perawatan Bayi
PRD110537,Saus Sambal ABC 340ml, 15000 ,-94,Bumbu
PRD110538,Kopi Luwak White Koffie,2000.00,92.0,Minuman
PRD110539,Kopi Luwak White Koffie,Rp 2.000,33,Minuman
PRD110540,Kecap ABC Pouch 220ml,9500.00,62,Bumbu
PRD110541,Margarin Blue Band 200g,9500.00,1,Sembako
PRD110542,Bumbu Racik Indofood Sayur Asem,2500.00,6,Bumbu
PRD110543,Sabun Nuvo Biru,3500,66,Perawatan Pribadi
PRD110544,Fanta Merah 390ml,,56,Minuman
PRD110545,Tepung Tapioka Rose Brand 500g,Rp 8.000,-59,Sembako
PRD110546,Baterai Alkalin AA (2 pcs),15000.00,84.0,Lainnya
PRD110547,Rokok Sampoerna Mild,Rp 30000,42,Rokok
PRD110548,Obat Nyamuk Hit Spray,35000,9,Lainnya
PRD110549,Tisu Paseo 250s,Rp 18500,-58,Lainnya
PRD110550,Beras Rojolele 5kg,67000.00,88,Sembako
PRD110551,Rokok Djarum Super,22000.00,39,Rokok
PRD110552,,65000.00,35.0,Sembako
PRD110553,Coca Cola Botol 390ml,5000,98,Minuman
PRD110554,Deterjen Rinso Anti Noda 700g,22000.00,45,Pembersih
PRD110555,Susu Frisian Flag Sachet,Rp 1.500,14,Minuman
PRD110556,Deterjen Daia 850g,18500.00,37,Pembersih
PRD110557,Indomie Kari Ayam,2800,26,Makanan
PRD110558,Obat Nyamuk Hit Spray, 35000 ,2,Lainnya
PRD110559,Popok MamyPoko Pants M,Rp 55000,18,Perawatan Bayi
PRD110560,Margarin Forvita 200g, 7000 ,,Sembako
PRD110561,Aqua Galon,21000.00,-12,Minuman
PRD110562,Beras Pandan Wangi 5kg,Rp 70000,39,Sembako
PRD110563,Bumbu Racik Indofood Sayur Asem,Rp 2500,100.0,Bumbu
PRD110564,Aqua Gelas 240ml,1000,85,Minuman
PRD110565,Margarin Blue Band 200g,Rp 9500,65.0,Sembako
PRD110566,Minyak Sania 2L,Rp 34500,99,Sembako
PRD110567,Kopi Nescafe Classic,5000,,Minuman
PRD110568,Pembalut Laurier Relax Night,20000.00,41.0,Perawatan Pribadi
PRD110569,Indomie Kari Ayam,2800.00,37.0,Makanan
PRD110570,Margarin Forvita 200g,Rp 7.000,32,Sembako
PRD110571,Popok Sweety Bronze Pants L,Rp 48.000,,Perawatan Bayi
PRD110572,Rokok Djarum Super,22000,56.0,Rokok
,Obat Nyamuk Hit Spray,Rp 35.000,-10,Lainnya
PRD110574,Garam Kapal 250g,3000,29,Bumbu
,Kopi Nescafe Classic,5000.00,28.0,Minuman
PRD110576,Garam Kapal 250g,Rp 3000,10,Bumbu
PRD110577,Shampo Clear Sachet, 1500 ,86,Perawatan Pribadi
PRD110578,Gula Curah 1kg,15000,51,Sembako
PRD110579,Susu Bear Brand,Rp 10.500,,
PRD110580,Kopi Nescafe Classic,Rp 5000,16,Minuman
PRD110581,Pembersih Lantai Super Pell 770ml, 13500 ,,Pembersih
PRD110582,Minyak Curah 1L,16000,12,Sembako
PRD110583,Korek Api Gas Tokai,Rp 3000,32,Lainnya
PRD110584,Kapur Barus Bagus,Rp 15000,31,Lainnya
PRD110585,Tisu Tessa 250s,17000,62,Lainnya
PRD110586,Teh Sariwangi Celup,6500,92,Minuman
PRD110587,,Rp 2900,72,Makanan
PRD110588,Sikat Gigi Formula,,2,
PRD110589,Kopi ABC Susu,Rp 1.500,74,Minuman
PRD110590,Aqua Botol 600ml,Rp 3500,36,Minuman
PRD110591,Popok Sweety Bronze Pants L,,11.0,Perawatan Bayi
PRD110592,Kopi Luwak White Koffie, 2000 ,4,
PRD110593,Deterjen Attack Jaz1 800g,19000,41,Pembersih
PRD110594,Sabun Cuci Piring Mama Lemon 400ml,9500.00,-81,Pembersih
PRD110595,Kecap ABC Pouch 220ml,9500.00,1,Bumbu
PRD110596,Shampo Clear Sachet,1500.00,39,Perawatan Pribadi
PRD110597,Tepung Terigu Segitiga Biru 1kg,13000.00,30,Sembako
PRD110598,Minyak Bimoli 2L,35000,48,Sembako
PRD110599,Sabun Nuvo Biru,3500,48,Perawatan Pribadi
PRD110600,Deterjen Daia 850g,18500,31.0,Pembersih
PRD110601,Shampo Lifebuoy Sachet,1000,,Perawatan Pribadi
PRD110602,Saus Sambal ABC 340ml,15000.00,24,Bumbu
PRD110603,Shampo Sunsilk Sachet,1500,63,Perawatan Pribadi
PRD110604,Aqua Gelas 240ml,1000,10,Minuman
PRD110605,, 3500 ,40,Minuman
PRD110606,Pembalut Laurier Relax Night,20000,29,Perawatan Pribadi
PRD110607,Margarin Forvita 200g, 7000 ,75,Sembako
PRD110608,Sabun Lifebuoy Merah,Rp 4000,11.0,Perawatan Pribadi
PRD110609,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,14,Bumbu
PRD110610,Fanta Merah 390ml,5000,11,Minuman
PRD110611,Beras Rojolele 5kg,67000,43.0,Sembako
PRD110612,Sprite Botol 390ml,Rp 5.000,74,Minuman
PRD110613,Shampo Lifebuoy Sachet,1000.00,55,Perawatan Pribadi
PRD110614,Kopi ABC Susu, 1500 ,100,Minuman
PRD110615,Minyak Curah 1L,Rp 16000,26,Sembako
PRD110616,Margarin Forvita 200g,Rp 7.000,3,Sembako
PRD110617,Mie Sedap Goreng,2900.00,88,Makanan
PRD110618,Deterjen Attack Jaz1 800g,Rp 19.000,6,Pembersih
PRD110619,Indomie Goreng,3000,25,Makanan
PRD110620,Tepung Tapioka Rose Brand 500g,8000.00,-49,Sembako
,Pembalut Charm Cooling Fresh,Rp 18000,-35,Perawatan Pribadi
PRD110622,Saus Sambal Indofood 340ml,14500.00,85,Bumbu
PRD110623,Margarin Blue Band 200g,Rp 9.500,72,Sembako
PRD110624,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,10,Pembersih
PRD110625,Tepung Terigu Segitiga Biru 1kg,13000,37,Sembako
PRD110626,Gula Pasir Gulaku 1kg,Rp 16000,88.0,Sembako
PRD110627,Gula Pasir Gulaku 1kg,Rp 16.000,20,Sembako
PRD110628,Gula Curah 1kg,15000.00,89,Sembako
PRD110629,Sabun Cuci Piring Mama Lemon 400ml,9500,47,Pembersih
PRD110630,Kopi Luwak White Koffie,2000,40,Minuman
PRD110631,Kapur Barus Bagus,Rp 15000,35,Lainnya
PRD110632,Tepung Tapioka Rose Brand 500g, 8000 ,11,Sembako
PRD110633,Garam Kapal 250g,Rp 3000,-18,Bumbu
PRD110634,Sikat Gigi Formula,6000,70,
PRD110635,Susu Bear Brand,10500,56,Minuman
PRD110636,Indomie Kuah Ayam Bawang,Rp 2800,-71,Makanan
PRD110637,Teh Celup Sosro,7000,70,Minuman
PRD110638,Rokok Sampoerna Mild, 30000 ,77,Rokok
PRD110639,Rokok Djarum Super,22000.00,33,
PRD110640,Pasta Gigi Pepsodent 190g,12500,72,Perawatan Pribadi
PRD110641,Rokok Surya 16,31000.00,26,Rokok
PRD110642,Pasta Gigi Pepsodent 190g,Rp 12.500,63.0,Perawatan Pribadi
PRD110643,Tepung Tapioka Rose Brand 500g,8000.00,61,Sembako
PRD110644,Pembersih Lantai Super Pell 770ml,13500,100,Pembersih
PRD110645,Pasta Gigi Pepsodent 190g, 12500 ,-72,Perawatan Pribadi
PRD110646,Shampo Sunsilk Sachet,1500,83,Perawatan Pribadi
PRD110647,Shampo Lifebuoy Sachet,1000,,Perawatan Pribadi
PRD110648,Gula Curah 1kg,15000,24,Sembako
PRD110649,Indomie Kuah Soto,2800.00,88.0,Makanan
,Aqua Botol 600ml,3500.00,86,Minuman
PRD110651,Obat Nyamuk Hit Spray,Rp 35.000,72,Lainnya
PRD110652,Kopi Torabika Susu,1500,14,Minuman
PRD110653,Beras Rojolele 5kg,Rp 67.000,30,Sembako
PRD110654,Beras Pandan Wangi 5kg,70000,81,Sembako
PRD110655,Bumbu Racik Indofood Nasi Goreng,Rp 2500,16,Bumbu
PRD110656,Rokok Gudang Garam Filter,23000,-5,Rokok
PRD110657,Susu Bear Brand,Rp 10500,,Minuman
PRD110658,Baterai ABC Sedang (2 pcs), 10000 ,,Lainnya
PRD110659,Sabun Cuci Piring Mama Lemon 400ml,9500,8,Pembersih
PRD110660,Beras Rojolele 5kg,67000,76,Sembako
PRD110661,Aqua Botol 600ml,3500,85.0,Minuman
PRD110662,Indomie Kuah Ayam Bawang, 2800 ,78,Makanan
PRD110663,Beras Ramos 5kg,Rp 65000,44,Sembako
PRD110664,Popok Sweety Bronze Pants L,48000.00,96,Perawatan Bayi
PRD110665,Kopi Torabika Susu,Rp 1.500,75,Minuman
PRD110666,Rokok Gudang Garam Filter,Rp 23000,91,Rokok
PRD110667,,Rp 21000,3,Minuman
PRD110668,Sprite Botol 390ml,Rp 5000,32,Minuman
PRD110669,Sabun Cuci Piring Sunlight 460ml,11000.00,100,Pembersih
PRD110670,Kecap ABC Pouch 220ml,9500.00,38,Bumbu
,Garam Kapal 250g,3000.00,-58,Bumbu
PRD110672,Susu Frisian Flag Sachet,Rp 1500,-42,Minuman
PRD110673,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,22,Sembako
PRD110674,Kapur Barus Bagus,Rp 15000,8,Lainnya
PRD110675,Deterjen Daia 850g,18500,,Pembersih
PRD110676,Beras Pandan Wangi 5kg,,46,Sembako
PRD110677,Obat Nyamuk Hit Spray,35000.00,100,Lainnya
PRD110678,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,80,Sembako
PRD110679,Minyak Curah 1L,16000,76,Sembako
PRD110680,Pembersih Lantai Super Pell 770ml,Rp 13500,71,Pembersih
PRD110681,Gula Curah 1kg,,36,Sembako
PRD110682,Korek Api Gas Tokai, 3000 ,24,Lainnya
PRD110683,,Rp 35.000,39,Sembako
PRD110684,Kapur Barus Bagus,15000.00,58,Lainnya
PRD110685,Sikat Gigi Formula,6000.00,74.0,Perawatan Pribadi
PRD110686,Beras Pandan Wangi 5kg,Rp 70.000,14,Sembako
PRD110687,Indomie Goreng,3000,41,Makanan
PRD110688,Deterjen Rinso Anti Noda 700g, 22000 ,1,Pembersih
PRD110689,Popok Sweety Bronze Pants L,Rp 48.000,46,Perawatan Bayi
PRD110690,Baterai ABC Sedang (2 pcs),Rp 10.000,88,
PRD110691,Minyak Filma 2L,Rp 34000,60,Sembako
PRD110692,Beras Ramos 5kg,65000,54.0,Sembako
PRD110693,Pembersih Lantai Super Pell 770ml,13500,46,Pembersih
PRD110694,Kopi ABC Susu,1500,15,Minuman
PRD110695,Kecap Bango Pouch 220ml,Rp 11000,100,Bumbu
PRD110696,Sprite Botol 390ml,Rp 5.000,85,Minuman
PRD110697,Kopi Luwak White Koffie,2000,19,Minuman
PRD110698,Pembalut Laurier Relax Night,20000,32.0,Perawatan Pribadi
PRD110699,Aqua Botol 600ml,3500.00,49,Minuman
PRD110700,Tepung Beras Rose Brand 500g,Rp 7.500,56,
PRD110701,Popok MamyPoko Pants M,55000,64,Perawatan Bayi
PRD110702,Teh Pucuk Harum 350ml,Rp 4.000,37,Minuman
PRD110703,Susu Dancow Sachet,3500,46,Minuman
PRD110704,Teh Pucuk Harum 350ml,4000,30.0,Minuman
PRD110705,Sabun Cuci Piring Mama Lemon 400ml,9500.00,82,Pembersih
PRD110706,Deterjen Daia 850g,18500.00,59,Pembersih
PRD110707,Baterai ABC Sedang (2 pcs),Rp 10.000,15,Lainnya
PRD110708,Minyak Curah 1L,16000.00,11,Sembako
PRD110709,Sabun Lux Mawar,4500,8,Perawatan Pribadi
PRD110710,,13500.00,92,
PRD110711,Kopi Kapal Api Sachet,Rp 1500,33,Minuman
PRD110712,Kopi Nescafe Classic,5000,,Minuman
PRD110713,Kopi Luwak White Koffie,Rp 2000,81,Minuman
PRD110714,Tepung Beras Rose Brand 500g,7500,34,Sembako
PRD110715,Tisu Paseo 250s,Rp 18500,34,Lainnya
PRD110716,Teh Pucuk Harum 350ml,Rp 4000,91,Minuman
PRD110717,Sabun Lux Mawar,Rp 4.500,97,Perawatan Pribadi
PRD110718,Kecap Bango Pouch 220ml, 11000 ,25,Bumbu
PRD110719,Susu Frisian Flag Sachet,1500,-93,Minuman
PRD110720,Tepung Beras Rose Brand 500g, 7500 ,29,Sembako
PRD110721,Kecap Bango Pouch 220ml,11000,64,Bumbu
PRD110722,Pembersih Lantai Wipol 750ml, 18000 ,22,Pembersih
PRD110723,Baterai ABC Sedang (2 pcs),10000.00,,Lainnya
PRD110724,Tisu Tessa 250s,17000.00,63,Lainnya
PRD110725,Pembalut Laurier Relax Night,20000.00,48,Perawatan Pribadi
PRD110726,Beras Ramos 5kg,Rp 65.000,75,Sembako
PRD110727,Sabun Mandi Dettol, 5000 ,-33,Perawatan Pribadi
PRD110728,Saus Sambal ABC 340ml,15000.00,76,Bumbu
PRD110729,Rokok Marlboro Merah,Rp 38.000,-46,Rokok
PRD110730,Kopi Luwak White Koffie,Rp 2.000,48,Minuman
PRD110731,Minyak Curah 1L,16000,35,Sembako
PRD110732,Sabun Cuci Piring Mama Lemon 400ml,,52.0,Pembersih
PRD110733,Aqua Botol 600ml,3500,42,Minuman
PRD110734,,22000,70,Pembersih
PRD110735,Bumbu Racik Indofood Nasi Goreng,Rp 2500,87,Bumbu
PRD110736,Kopi ABC Susu, 1500 ,-26,Minuman
PRD110737,Susu Bear Brand,10500.00,71,Minuman
PRD110738,Obat Nyamuk Baygon Bakar,6000,59,
PRD110739,Coca Cola Botol 390ml, 5000 ,48,Minuman
PRD110740,Fanta Merah 390ml,Rp 5.000,51,Minuman
PRD110741,Minyak Sania 2L,,20,Sembako
,Aqua Galon,21000.00,46,Minuman
PRD110743,Shampo Lifebuoy Sachet, 1000 ,55,Perawatan Pribadi
PRD110744,Saus Sambal Indofood 340ml,Rp 14.500,24,Bumbu
PRD110745,Shampo Lifebuoy Sachet, 1000 ,16,Perawatan Pribadi
PRD110746,Aqua Botol 600ml,3500,52,Minuman
PRD110747,,20000,27,Perawatan Pribadi
PRD110748,Korek Api Gas Tokai,Rp 3000,24,Lainnya
PRD110749,Sprite Botol 390ml,5000.00,57.0,Minuman
PRD110750,Minyak Filma 2L,Rp 34.000,14,Sembako
PRD110751,Kapur Barus Bagus,15000.00,21,Lainnya
PRD110752,Indomie Kuah Soto,Rp 2.800,3.0,Makanan
PRD110753,Korek Api Gas Tokai,Rp 3.000,76,
PRD110754,Indomie Kuah Soto,2800.00,50,Makanan
PRD110755,Baterai Alkalin AA (2 pcs),,92,Lainnya
PRD110756,Deterjen Rinso Anti Noda 700g,22000.00,50,Pembersih
PRD110757,Susu Bear Brand,10500.00,2,Minuman
PRD110758,Susu Bear Brand,Rp 10500,75.0,Minuman
PRD110759,Kopi Torabika Susu,1500.00,29,Minuman
PRD110760,Le Minerale 600ml,3500.00,91,Minuman
PRD110761,Popok MamyPoko Pants M,Rp 55000,81,Perawatan Bayi
PRD110762,Minyak Sania 2L,34500,90,Sembako
PRD110763,Kopi ABC Susu,Rp 1500,97,Minuman
,Kopi Kapal Api Sachet,1500.00,60,Minuman
PRD110765,Korek Api Gas Tokai,3000,50,Lainnya
PRD110766,Tisu Tessa 250s, 17000 ,75,Lainnya
PRD110767,Susu Bear Brand,Rp 10500,46.0,Minuman
PRD110768,Kopi Kapal Api Sachet,1500,53,Minuman
PRD110769,Korek Api Gas Tokai,3000.00,48,Lainnya
PRD110770,Margarin Forvita 200g,Rp 7.000,77,Sembako
PRD110771,Rokok Surya 16,Rp 31.000,92,Rokok
PRD110772,Pembersih Lantai Wipol 750ml,18000,91.0,Pembersih
PRD110773,Kopi Kapal Api Sachet,1500,42,Minuman
PRD110774,Tisu Tessa 250s,17000,27,Lainnya
PRD110775,Kopi Torabika Susu,1500.00,93,Minuman
PRD110776,Obat Nyamuk Hit Spray, 35000 ,16,Lainnya
PRD110777,Gula Curah 1kg,15000,22,Sembako
PRD110778,Susu Bear Brand,Rp 10500,36,Minuman
PRD110779,Pembalut Charm Cooling Fresh, 18000 ,26,Perawatan Pribadi
PRD110780,Popok Sweety Bronze Pants L,48000.00,-88,Perawatan Bayi
PRD110781,,7000,12,Minuman
,,Rp 11000,57,Bumbu
,, 34000 ,99,Sembako
PRD110784,Kopi Kapal Api Sachet,Rp 1500,70,Minuman
PRD110785,Teh Sariwangi Celup,Rp 6.500,42,Minuman
PRD110786,Aqua Galon,Rp 21000,85.0,Minuman
PRD110787,Pasta Gigi Pepsodent 190g,Rp 12.500,25.0,Perawatan Pribadi
PRD110788,Teh Sariwangi Celup,Rp 6.500,81,Minuman
PRD110789,Indomie Kuah Soto,Rp 2800,34,Makanan
PRD110790,Korek Api Gas Tokai,3000.00,91,Lainnya
PRD110791,Kopi Luwak White Koffie,2000.00,70,Minuman
PRD110792,Deterjen Rinso Anti Noda 700g,22000.00,12.0,Pembersih
PRD110793,Teh Celup Sosro,7000.00,86,Minuman
,Minyak Curah 1L,16000,66,Sembako
PRD110795,Deterjen Attack Jaz1 800g,19000,80,Pembersih
PRD110796,Bumbu Racik Indofood Nasi Goreng, 2500 ,26,Bumbu
PRD110797,Saus Sambal Indofood 340ml,14500,26,Bumbu
PRD110798,Sprite Botol 390ml,Rp 5000,80,
PRD110799,Shampo Lifebuoy Sachet,1000,66,Perawatan Pribadi
PRD110800,Bumbu Racik Indofood Sayur Asem,2500,88,Bumbu
PRD110801,Kopi Torabika Susu,1500.00,75,Minuman
PRD110802,Aqua Botol 600ml,3500,39,Minuman
PRD110803,,Rp 13.500,96,Pembersih
PRD110804,Shampo Clear Sachet,1500.00,87,Perawatan Pribadi
,Baterai ABC Sedang (2 pcs), 10000 ,66.0,Lainnya
PRD110806,Sikat Gigi Formula,6000,46,Perawatan Pribadi
PRD110807,Margarin Blue Band 200g,Rp 9500,82,Sembako
PRD110808,,Rp 70000,36.0,Sembako
,Susu Frisian Flag Sachet, 1500 ,86,Minuman
PRD110810,Korek Api Gas Tokai,Rp 3000,66,Lainnya
PRD110811,Kecap ABC Pouch 220ml,9500,70,Bumbu
PRD110812,Kopi Torabika Susu,1500,67.0,Minuman
PRD110813,Tepung Tapioka Rose Brand 500g,,72,Sembako
PRD110814,Pasta Gigi Pepsodent 190g,Rp 12500,-67,
PRD110815,Beras Rojolele 5kg, 67000 ,13.0,Sembako
PRD110816,Fanta Merah 390ml,5000,54,Minuman
PRD110817,Pembalut Laurier Relax Night, 20000 ,76,Perawatan Pribadi
PRD110818,Sabun Lux Mawar,4500.00,88.0,Perawatan Pribadi
PRD110819,Minyak Sania 2L,34500.00,,Sembako
PRD110820,Kecap Bango Pouch 220ml,11000,50,Bumbu
PRD110821,Indomie Kari Ayam,2800.00,29,Makanan
PRD110822,Indomie Kuah Ayam Bawang,,,Makanan
PRD110823,Tepung Beras Rose Brand 500g,Rp 7.500,12.0,Sembako
PRD110824,,5000,90.0,Minuman
PRD110825,Pasta Gigi Ciptadent 190g,Rp 10000,93,Perawatan Pribadi
PRD110826,Obat Nyamuk Baygon Bakar,6000.00,40,Lainnya
PRD110827,Sprite Botol 390ml,5000.00,73,Minuman
PRD110828,Aqua Botol 600ml,3500.00,-33,Minuman
PRD110829,Indomie Goreng,3000.00,56,Makanan
,Obat Nyamuk Baygon Bakar,,,Lainnya
PRD110831,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,61,Pembersih
PRD110832,Bumbu Racik Indofood Sayur Asem,Rp 2500,37,Bumbu
PRD110833,Gula Curah 1kg,15000,97,Sembako
PRD110834,Susu Frisian Flag Sachet,,96,
PRD110835,Pasta Gigi Pepsodent 190g,12500,86,Perawatan Pribadi
PRD110836,Pembersih Lantai Super Pell 770ml,Rp 13500,77,Pembersih
PRD110837,Aqua Gelas 240ml,1000,71,Minuman
PRD110838,Susu Frisian Flag Sachet,1500.00,26,Minuman
PRD110839,Pembersih Lantai Wipol 750ml,Rp 18000,93,Pembersih
PRD110840,Aqua Galon,21000,45,Minuman
PRD110841,Shampo Pantene Sachet,1500.00,56,Perawatan Pribadi
PRD110842,Shampo Lifebuoy Sachet,1000,51,Perawatan Pribadi
PRD110843,Baterai ABC Sedang (2 pcs),Rp 10000,35,Lainnya
PRD110844,Indomie Kuah Soto,2800,6,Makanan
PRD110845,Beras Ramos 5kg,65000,72,Sembako
PRD110846,Minyak Bimoli 2L, 35000 ,64,
PRD110847,Tisu Paseo 250s,18500.00,54,Lainnya
PRD110848,Gula Pasir Gulaku 1kg,16000.00,99,Sembako
PRD110849,Popok Sweety Bronze Pants L,48000,35,Perawatan Bayi
