tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD130428,Obat Nyamuk Hit Spray,Rp 35.000,-15,Lainnya
PRD130429,Popok MamyPoko Pants M,55000,44,Perawatan Bayi
PRD130430,Shampo Pantene Sachet,Rp 1500,,Perawatan Pribadi
PRD130431,Popok MamyPoko Pants M, 55000 ,87.0,Perawatan Bayi
PRD130432,Susu Indomilk Sachet,1500.00,36,Minuman
PRD130433,Beras Rojolele 5kg,67000.00,-50,Sembako
,Kopi Kapal Api Sachet,1500.00,88,Minuman
PRD130435,Sabun Mandi Dettol,5000,23,Perawatan Pribadi
PRD130436,Kopi Nescafe Classic,5000.00,-15,Minuman
PRD130437,Bumbu Racik Indofood Sayur Asem,Rp 2500,,Bumbu
PRD130438,Baterai Alkalin AA (2 pcs),15000,70,Lainnya
PRD130439,Minyak Filma 2L,Rp 34000,28,Sembako
PRD130440,Tisu Tessa 250s,17000,59,Lainnya
PRD130441,Minyak Sania 2L,34500.00,54,Sembako
PRD130442,Bumbu Racik Indofood Sayur Asem,2500,18,Bumbu
PRD130443,,5000,99.0,
PRD130444,Teh Sariwangi Celup, 6500 ,,Minuman
PRD130445,Sabun Cuci Piring Sunlight 460ml,11000,14,Pembersih
PRD130446,Coca Cola Botol 390ml,Rp 5000,49,Minuman
PRD130447,Pembalut Charm Cooling Fresh,Rp 18.000,12,Perawatan Pribadi
PRD130448,Mie Sedap Goreng,2900.00,55,Makanan
PRD130449,Teh Celup Sosro,7000.00,88,Minuman
PRD130450,,13500,55,Pembersih
PRD130451,Deterjen Attack Jaz1 800g,Rp 19.000,27,Pembersih
PRD130452,Indomie Kuah Ayam Bawang,Rp 2.800,35,Makanan
PRD130453,Aqua Galon,21000,84,Minuman
PRD130454,Susu Dancow Sachet,3500.00,42,Minuman
PRD130455,Rokok Djarum Super,22000,-49,Rokok
PRD130456,Pembersih Lantai Wipol 750ml,18000.00,16,Pembersih
PRD130457,Susu Frisian Flag Sachet,Rp 1.500,12,Minuman
PRD130458,Shampo Clear Sachet,1500,51,Perawatan Pribadi
PRD130459,Beras Ramos 5kg,Rp 65.000,69,Sembako
PRD130460,Pembersih Lantai Wipol 750ml,18000.00,2.0,Pembersih
PRD130461,Shampo Pantene Sachet,1500.00,24,Perawatan Pribadi
PRD130462,Aqua Botol 600ml,Rp 3500,-6,Minuman
PRD130463,Kapur Barus Bagus,15000,53,Lainnya
PRD130464,Pembersih Lantai Wipol 750ml,18000,93,Pembersih
PRD130465,Deterjen Rinso Anti Noda 700g,,82.0,Pembersih
PRD130466,Saus Sambal ABC 340ml,15000,17,Bumbu
PRD130467,Bumbu Racik Indofood Sayur Asem,2500.00,83,Bumbu
PRD130468,Kecap ABC Pouch 220ml,9500.00,27,Bumbu
PRD130469,Teh Celup Sosro,,-19,Minuman
PRD130470,Sabun Nuvo Biru, 3500 ,-51,
PRD130471,Minyak Curah 1L,Rp 16000,37.0,Sembako
PRD130472,Indomie Kuah Soto,Rp 2800,29,Makanan
PRD130473,Sikat Gigi Formula,Rp 6.000,21,Perawatan Pribadi
PRD130474,Pasta Gigi Ciptadent 190g,10000.00,-18,Perawatan Pribadi
PRD130475,Deterjen Attack Jaz1 800g,19000.00,16,Pembersih
PRD130476,Aqua Botol 600ml,3500,-70,Minuman
PRD130477,Garam Refina 250g,Rp 3.500,22,
,Susu Bear Brand,Rp 10.500,7,Minuman
PRD130479,Minyak Sania 2L,34500,84,Sembako
PRD130480,Popok MamyPoko Pants M,55000.00,96,Perawatan Bayi
,Pasta Gigi Ciptadent 190g,10000,35,Perawatan Pribadi
PRD130482,Minyak Sania 2L,34500,100.0,Sembako
PRD130483,Shampo Lifebuoy Sachet,Rp 1.000,-90,
PRD130484,Tepung Tapioka Rose Brand 500g,8000,35.0,Sembako
PRD130485,Deterjen Rinso Anti Noda 700g,Rp 22.000,39,Pembersih
,Rokok Djarum Super,Rp 22000,,Rokok
PRD130487,Korek Api Gas Tokai,Rp 3000,72,Lainnya
PRD130488,Kecap Bango Pouch 220ml,Rp 11000,32,Bumbu
PRD130489,Sabun Cuci Piring Sunlight 460ml, 11000 ,35,Pembersih
PRD130490,Shampo Lifebuoy Sachet,1000.00,35.0,Perawatan Pribadi
PRD130491,Sabun Cuci Piring Mama Lemon 400ml,9500.00,76,Pembersih
PRD130492,Shampo Clear Sachet,1500,58,Perawatan Pribadi
PRD130493,Sabun Lifebuoy Merah,Rp 4000,83,Perawatan Pribadi
PRD130494,Beras Pandan Wangi 5kg,Rp 70.000,67,Sembako
PRD130495,Indomie Goreng,3000.00,29,Makanan
PRD130496,Popok MamyPoko Pants M,55000,75,Perawatan Bayi
PRD130497,Fanta Merah 390ml,5000.00,1,Minuman
PRD130498,Korek Api Gas Tokai,Rp 3.000,62,Lainnya
PRD130499,Susu Indomilk Sachet,1500,67,Minuman
PRD130500,Sabun Lux Mawar,Rp 4500,9,Perawatan Pribadi
PRD130501,Sabun Cuci Piring Mama Lemon 400ml,9500.00,95,Pembersih
PRD130502,Rokok Gudang Garam Filter,23000,69.0,Rokok
PRD130503,Shampo Pantene Sachet,1500,,Perawatan Pribadi
PRD130504,Tepung Tapioka Rose Brand 500g,Rp 8000,86,Sembako
PRD130505,Kopi Kapal Api Sachet,1500.00,31,Minuman
PRD130506,Gula Curah 1kg,15000,48.0,Sembako
PRD130507,Minyak Curah 1L,Rp 16.000,60,Sembako
PRD130508,,19000,19.0,Pembersih
PRD130509,Margarin Forvita 200g,7000,70,Sembako
PRD130510,Mie Sedap Goreng,Rp 2900,6,Makanan
PRD130511,Beras Rojolele 5kg,Rp 67000,75,Sembako
PRD130512,Kopi Nescafe Classic,Rp 5.000,10,Minuman
PRD130513,Tepung Beras Rose Brand 500g,7500.00,-18,Sembako
PRD130514,Beras Ramos 5kg,,25,Sembako
PRD130515,Sabun Cuci Piring Sunlight 460ml,11000,46,Pembersih
PRD130516,Fanta Merah 390ml,Rp 5.000,51,Minuman
PRD130517,Teh Pucuk Harum 350ml,Rp 4.000,12,Minuman
PRD130518,Sabun Mandi Dettol,Rp 5000,79,
PRD130519,Indomie Goreng,3000.00,44.0,
,Pembersih Lantai Super Pell 770ml,Rp 13.500,26,Pembersih
PRD130521,Aqua Botol 600ml,Rp 3.500,53,Minuman
PRD130522,Obat Nyamuk Hit Spray,35000,35,Lainnya
PRD130523,Obat Nyamuk Baygon Bakar,Rp 6000,0.0,Lainnya
PRD130524,Beras Rojolele 5kg,Rp 67.000,-79,Sembako
PRD130525,Tepung Tapioka Rose Brand 500g,8000,14,Sembako
PRD130526,Pembersih Lantai Wipol 750ml,18000.00,70,
PRD130527,Garam Kapal 250g,Rp 3.000,63,Bumbu
PRD130528,Popok Sweety Bronze Pants L,48000.00,44,Perawatan Bayi
PRD130529,Baterai ABC Sedang (2 pcs),10000.00,30.0,Lainnya
PRD130530,Tisu Tessa 250s,17000,,Lainnya
PRD130531,Kecap ABC Pouch 220ml,Rp 9.500,54,Bumbu
PRD130532,Baterai ABC Sedang (2 pcs),Rp 10000,94,Lainnya
PRD130533,Tepung Terigu Segitiga Biru 1kg,13000,26,Sembako
PRD130534,Kopi Torabika Susu,1500,,Minuman
PRD130535,Aqua Galon,Rp 21000,63,Minuman
PRD130536,Sabun Cuci Piring Sunlight 460ml,11000.00,83,Pembersih
PRD130537,Susu Bear Brand,10500,81,Minuman
PRD130538,Shampo Lifebuoy Sachet,Rp 1000,64,Perawatan Pribadi
PRD130539,Tepung Beras Rose Brand 500g,Rp 7.500,77,Sembako
PRD130540,Tisu Paseo 250s,,7.0,Lainnya
PRD130541,Aqua Botol 600ml,3500,-62,Minuman
PRD130542,Beras Rojolele 5kg,67000,86,Sembako
PRD130543,Susu Bear Brand,,94,Minuman
PRD130544,Susu Frisian Flag Sachet,Rp 1500,44,Minuman
PRD130545,Mie Sedap Goreng,,87,Makanan
PRD130546,Le Minerale 600ml,Rp 3.500,38,Minuman
PRD130547,Garam Kapal 250g,Rp 3000,-11,Bumbu
PRD130548,Bumbu Racik Indofood Sayur Asem,2500,64,Bumbu
PRD130549,Kecap ABC Pouch 220ml,9500,88,Bumbu
PRD130550,Susu Bear Brand, 10500 ,91,Minuman
PRD130551,,6000.00,96,Perawatan Pribadi
PRD130552,,Rp 3500,64,Minuman
PRD130553,Pasta Gigi Ciptadent 190g, 10000 ,49.0,Perawatan Pribadi
PRD130554,Pembalut Charm Cooling Fresh,18000,70,Perawatan Pribadi
PRD130555,Tisu Tessa 250s,17000.00,,Lainnya
PRD130556,Kopi ABC Susu, 1500 ,8,Minuman
PRD130557,Tepung Beras Rose Brand 500g,Rp 7.500,92,Sembako
PRD130558,Beras Ramos 5kg,,49,Sembako
PRD130559,Rokok Surya 16,31000.00,77,Rokok
PRD130560,Tepung Beras Rose Brand 500g,7500.00,74,Sembako
PRD130561,Pasta Gigi Ciptadent 190g,10000,2,
PRD130562,Popok MamyPoko Pants M,Rp 55000,73,Perawatan Bayi
PRD130563,Susu Frisian Flag Sachet,Rp 1500,19,Minuman
PRD130564,, 2800 ,67,Makanan
,Minyak Filma 2L,Rp 34.000,58,Sembako
PRD130566,Baterai ABC Sedang (2 pcs),10000,87,Lainnya
,Kecap Bango Pouch 220ml,11000,64,Bumbu
PRD130568,Tepung Terigu Segitiga Biru 1kg,13000,35,Sembako
,Sikat Gigi Formula,Rp 6000,-5,Perawatan Pribadi
PRD130570,Shampo Clear Sachet,,80,Perawatan Pribadi
PRD130571,,10000,90,Lainnya
PRD130572,Coca Cola Botol 390ml,5000.00,-23,Minuman
PRD130573,Margarin Forvita 200g,,49.0,Sembako
PRD130574,Shampo Clear Sachet,1500,29,Perawatan Pribadi
PRD130575,Kopi Kapal Api Sachet,Rp 1.500,30,Minuman
PRD130576,Susu Indomilk Sachet, 1500 ,1,Minuman
PRD130577,Deterjen Attack Jaz1 800g, 19000 ,,Pembersih
PRD130578,Sabun Lux Mawar,4500,7,Perawatan Pribadi
PRD130579,Kopi Luwak White Koffie, 2000 ,63,Minuman
PRD130580,Minyak Curah 1L,Rp 16000,63,Sembako
PRD130581,Pembersih Lantai Super Pell 770ml,13500.00,,Pembersih
PRD130582,Pembersih Lantai Super Pell 770ml,Rp 13500,57.0,Pembersih
PRD130583,Rokok Marlboro Merah,38000,89,Rokok
PRD130584,Aqua Gelas 240ml,Rp 1.000,92,Minuman
PRD130585,Tepung Beras Rose Brand 500g,Rp 7.500,55.0,Sembako
PRD130586,Sabun Nuvo Biru,3500,-2,Perawatan Pribadi
PRD130587,Kopi ABC Susu, 1500 ,,Minuman
PRD130588,,34500,88,Sembako
PRD130589,,Rp 3.500,62,Perawatan Pribadi
PRD130590,Tepung Tapioka Rose Brand 500g,8000,78,Sembako
PRD130591,Rokok Surya 16,Rp 31000,14,Rokok
PRD130592,Sabun Nuvo Biru,Rp 3.500,95,Perawatan Pribadi
PRD130593,Aqua Botol 600ml,3500,86,Minuman
PRD130594,Le Minerale 600ml,3500,-89,Minuman
PRD130595,Sabun Mandi Dettol,5000,62,Perawatan Pribadi
,Teh Pucuk Harum 350ml,4000.00,,Minuman
PRD130597,Deterjen Daia 850g,Rp 18500,40,Pembersih
PRD130598,Sprite Botol 390ml,Rp 5.000,70,Minuman
PRD130599,, 35000 ,13,Sembako
PRD130600,Le Minerale 600ml, 3500 ,45,Minuman
PRD130601,Kopi ABC Susu,1500.00,8,Minuman
PRD130602,Susu Bear Brand,Rp 10.500,3,Minuman
PRD130603,Garam Kapal 250g,3000,63,Bumbu
PRD130604,Popok MamyPoko Pants M,Rp 55.000,73,Perawatan Bayi
PRD130605,Obat Nyamuk Baygon Bakar,6000,10,Lainnya
PRD130606,Tisu Tessa 250s,Rp 17000,-54,Lainnya
PRD130607,Kecap Bango Pouch 220ml,Rp 11.000,70,Bumbu
PRD130608,Sabun Cuci Piring Sunlight 460ml,11000.00,38,Pembersih
PRD130609,Indomie Goreng,Rp 3000,58,Makanan
PRD130610,Coca Cola Botol 390ml,5000,1,Minuman
PRD130611,Pembersih Lantai Wipol 750ml, 18000 ,-65,Pembersih
PRD130612,Kopi Kapal Api Sachet,Rp 1.500,37,Minuman
PRD130613,Kapur Barus Bagus,15000,100,Lainnya
PRD130614,Indomie Goreng,3000,25.0,Makanan
PRD130615,,70000,,Sembako
PRD130616,Tisu Paseo 250s,Rp 18.500,78,Lainnya
PRD130617,Rokok Surya 16, 31000 ,16,Rokok
PRD130618,Deterjen Rinso Anti Noda 700g,Rp 22000,3,Pembersih
PRD130619,,5000,13,Minuman
PRD130620,Indomie Goreng,3000,73,Makanan
PRD130621,Sabun Cuci Piring Sunlight 460ml,11000,53,Pembersih
PRD130622,Kopi Nescafe Classic, 5000 ,32,Minuman
PRD130623,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,77,Sembako
PRD130624,Sabun Nuvo Biru,3500,11,Perawatan Pribadi
PRD130625,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,55,Sembako
PRD130626,Minyak Bimoli 2L,35000.00,,Sembako
PRD130627,Kecap ABC Pouch 220ml,9500.00,71,Bumbu
PRD130628,Shampo Clear Sachet,1500.00,24,Perawatan Pribadi
PRD130629,Shampo Pantene Sachet,Rp 1.500,-43,Perawatan Pribadi
PRD130630,Kopi Luwak White Koffie,Rp 2.000,16.0,Minuman
PRD130631,Shampo Pantene Sachet,1500,-22,Perawatan Pribadi
PRD130632,Indomie Kuah Ayam Bawang,,94,Makanan
PRD130633,Indomie Goreng,Rp 3000,4,Makanan
PRD130634,Aqua Botol 600ml, 3500 ,100,Minuman
PRD130635,Minyak Sania 2L,Rp 34500,15,Sembako
PRD130636,Tepung Tapioka Rose Brand 500g,Rp 8.000,21,Sembako
PRD130637,Minyak Filma 2L,,82,Sembako
PRD130638,Margarin Blue Band 200g,Rp 9500,6,Sembako
PRD130639,Tisu Tessa 250s,Rp 17.000,47.0,
PRD130640,Beras Ramos 5kg,Rp 65.000,-56,Sembako
PRD130641,Sabun Lifebuoy Merah, 4000 ,50,Perawatan Pribadi
PRD130642,Sabun Lifebuoy Merah,4000.00,19,Perawatan Pribadi
PRD130643,Tisu Tessa 250s,,56,Lainnya
,Aqua Gelas 240ml,1000.00,73.0,Minuman
PRD130645,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,16,Bumbu
PRD130646,Susu Dancow Sachet,3500,2,Minuman
PRD130647,Deterjen Rinso Anti Noda 700g,22000,-77,Pembersih
PRD130648,Sabun Nuvo Biru,,94,Perawatan Pribadi
PRD130649,Aqua Galon,21000,77,Minuman
PRD130650,Tepung Terigu Segitiga Biru 1kg,13000,,Sembako
PRD130651,Rokok Marlboro Merah,38000,82,Rokok
PRD130652,Deterjen Rinso Anti Noda 700g,22000,40,Pembersih
PRD130653,Popok MamyPoko Pants M,55000,68,Perawatan Bayi
PRD130654,Indomie Kuah Soto,Rp 2800,46,Makanan
PRD130655,Teh Pucuk Harum 350ml,Rp 4000,89.0,Minuman
PRD130656,Shampo Clear Sachet,1500,76,Perawatan Pribadi
PRD130657,Kopi Kapal Api Sachet,Rp 1.500,68,Minuman
PRD130658,Rokok Marlboro Merah,38000,20,Rokok
PRD130659,Indomie Kari Ayam,Rp 2.800,-32,Makanan
PRD130660,Tepung Beras Rose Brand 500g, 7500 ,72,Sembako
PRD130661,Kapur Barus Bagus,15000.00,,Lainnya
PRD130662,Rokok Sampoerna Mild,Rp 30.000,25,Rokok
PRD130663,Tisu Tessa 250s,Rp 17.000,77,Lainnya
PRD130664,Kopi Kapal Api Sachet,Rp 1500,0,Minuman
PRD130665,Shampo Clear Sachet,1500.00,,Perawatan Pribadi
PRD130666,Rokok Marlboro Merah,38000,95,Rokok
PRD130667,Kopi Kapal Api Sachet, 1500 ,27,Minuman
PRD130668,Bumbu Racik Indofood Sayur Asem,2500,50,Bumbu
PRD130669,Sabun Nuvo Biru, 3500 ,19,Perawatan Pribadi
PRD130670,Minyak Sania 2L, 34500 ,16,Sembako
PRD130671,Rokok Gudang Garam Filter,Rp 23000,2,Rokok
,Pembalut Laurier Relax Night,20000.00,38,Perawatan Pribadi
PRD130673,Beras Rojolele 5kg,Rp 67000,88,Sembako
PRD130674,Shampo Sunsilk Sachet,Rp 1.500,92,Perawatan Pribadi
PRD130675,Beras Rojolele 5kg,Rp 67.000,25,Sembako
PRD130676,Baterai Alkalin AA (2 pcs),15000.00,-85,Lainnya
PRD130677,Garam Kapal 250g,Rp 3000,35,
PRD130678,Susu Indomilk Sachet,1500,6,Minuman
PRD130679,,31000,,Rokok
PRD130680,Shampo Lifebuoy Sachet,Rp 1000,77,Perawatan Pribadi
PRD130681,,19000,48,Pembersih
PRD130682,Pembersih Lantai Super Pell 770ml,13500,72,Pembersih
PRD130683,Aqua Gelas 240ml,Rp 1000,35,Minuman
PRD130684,Tepung Beras Rose Brand 500g,7500.00,77,Sembako
PRD130685,Beras Rojolele 5kg,67000,14,Sembako
PRD130686,,3000,24,Bumbu
PRD130687,Indomie Kuah Soto,2800,1,Makanan
PRD130688,Korek Api Gas Tokai,3000.00,4,Lainnya
PRD130689,Tepung Terigu Segitiga Biru 1kg,13000.00,27,Sembako
PRD130690,Tepung Terigu Segitiga Biru 1kg,13000,-7,Sembako
PRD130691,Garam Refina 250g,,21,Bumbu
PRD130692,Kapur Barus Bagus,Rp 15000,23,Lainnya
PRD130693,Tepung Beras Rose Brand 500g,Rp 7.500,24,Sembako
PRD130694,Teh Pucuk Harum 350ml,Rp 4.000,0,Minuman
PRD130695,Pembalut Charm Cooling Fresh,Rp 18.000,5,Perawatan Pribadi
PRD130696,,1000.00,13,Minuman
PRD130697,Sabun Lux Mawar,Rp 4500,66,Perawatan Pribadi
PRD130698,Teh Sariwangi Celup,6500.00,75,Minuman
PRD130699,Pembalut Charm Cooling Fresh,Rp 18000,46,Perawatan Pribadi
PRD130700,Aqua Galon,Rp 21000,68,Minuman
PRD130701,Teh Pucuk Harum 350ml,Rp 4000,67.0,Minuman
PRD130702,Kapur Barus Bagus,Rp 15000,42,Lainnya
PRD130703,Sabun Lifebuoy Merah,Rp 4000,1,Perawatan Pribadi
,Pasta Gigi Pepsodent 190g,12500,5,Perawatan Pribadi
PRD130705,Susu Bear Brand,10500.00,57,Minuman
PRD130706,Shampo Pantene Sachet,Rp 1.500,68,Perawatan Pribadi
PRD130707,,Rp 5.000,,Minuman
PRD130708,Beras Pandan Wangi 5kg,Rp 70000,-84,Sembako
PRD130709,Sabun Lux Mawar,4500,59,Perawatan Pribadi
PRD130710,, 10500 ,39,Minuman
PRD130711,Sikat Gigi Formula,Rp 6000,12,Perawatan Pribadi
PRD130712,Pasta Gigi Pepsodent 190g,Rp 12500,13,Perawatan Pribadi
PRD130713,Margarin Blue Band 200g,Rp 9.500,95,Sembako
,Bumbu Racik Indofood Sayur Asem,2500.00,74,Bumbu
,Obat Nyamuk Baygon Bakar,Rp 6000,41,Lainnya
PRD130716,Beras Rojolele 5kg,Rp 67000,8,Sembako
PRD130717,Shampo Pantene Sachet, 1500 ,85,Perawatan Pribadi
PRD130718,Rokok Gudang Garam Filter,23000,15,Rokok
PRD130719,Minyak Curah 1L,Rp 16000,76.0,Sembako
PRD130720,Beras Rojolele 5kg, 67000 ,35,Sembako
PRD130721,Tisu Tessa 250s,Rp 17000,70,Lainnya
PRD130722,Rokok Marlboro Merah,38000.00,34,Rokok
PRD130723,Minyak Filma 2L,Rp 34000,49.0,Sembako
PRD130724,Beras Ramos 5kg,Rp 65000,89,
PRD130725,Minyak Filma 2L,Rp 34.000,-76,Sembako
PRD130726,Shampo Clear Sachet,,97.0,Perawatan Pribadi
PRD130727,Pembalut Laurier Relax Night,20000.00,99,Perawatan Pribadi
PRD130728,Saus Sambal ABC 340ml,,30,Bumbu
PRD130729,Pasta Gigi Ciptadent 190g,10000,-13,Perawatan Pribadi
PRD130730,Shampo Clear Sachet,Rp 1500,10,
PRD130731,Baterai ABC Sedang (2 pcs),10000,-4,Lainnya
PRD130732,Obat Nyamuk Baygon Bakar,6000,38.0,Lainnya
PRD130733,Teh Sariwangi Celup,,27,Minuman
PRD130734,Indomie Kari Ayam,Rp 2800,45.0,Makanan
PRD130735,,16000.00,29,Sembako
PRD130736,Sabun Cuci Piring Sunlight 460ml,11000,83,Pembersih
PRD130737,Mie Sedap Goreng,Rp 2900,100,Makanan
PRD130738,Pembalut Charm Cooling Fresh,Rp 18000,51,Perawatan Pribadi
PRD130739,Pembersih Lantai Super Pell 770ml,Rp 13.500,9.0,Pembersih
PRD130740,Rokok Marlboro Merah,Rp 38.000,75.0,Rokok
,Shampo Clear Sachet,1500,61,Perawatan Pribadi
PRD130742,Pembersih Lantai Wipol 750ml,Rp 18000,34,Pembersih
PRD130743,Minyak Sania 2L,34500.00,14,Sembako
PRD130744,Indomie Kuah Soto, 2800 ,55,Makanan
PRD130745,Indomie Kuah Ayam Bawang,,26,Makanan
PRD130746,Indomie Kuah Ayam Bawang,Rp 2.800,-53,Makanan
PRD130747,Popok MamyPoko Pants M, 55000 ,38,Perawatan Bayi
PRD130748,Margarin Forvita 200g,Rp 7.000,-60,Sembako
PRD130749,Minyak Curah 1L,16000.00,94,Sembako
PRD130750,Pembersih Lantai Wipol 750ml,18000,2,Pembersih
PRD130751,Indomie Kuah Soto,2800,70,Makanan
PRD130752,Beras Ramos 5kg,65000.00,89,Sembako
PRD130753,Kopi Luwak White Koffie,Rp 2000,45,Minuman
PRD130754,Indomie Kuah Ayam Bawang,2800,58,Makanan
PRD130755,Susu Dancow Sachet,Rp 3500,80,
PRD130756,Minyak Bimoli 2L,35000,80,Sembako
PRD130757,Kapur Barus Bagus,15000.00,22,Lainnya
PRD130758,Minyak Curah 1L, 16000 ,48,Sembako
PRD130759,Indomie Kuah Soto,Rp 2.800,67,Makanan
PRD130760,Garam Refina 250g,Rp 3500,19,Bumbu
PRD130761,Minyak Curah 1L,16000.00,6,Sembako
PRD130762,Baterai Alkalin AA (2 pcs),Rp 15.000,94,Lainnya
PRD130763,Kopi Torabika Susu,1500,45,Minuman
PRD130764,Deterjen Attack Jaz1 800g,Rp 19.000,-11,Pembersih
PRD130765,Rokok Surya 16,31000.00,57,Rokok
PRD130766,Baterai ABC Sedang (2 pcs),10000,37,Lainnya
PRD130767,Kopi ABC Susu,1500,21,Minuman
PRD130768,Sabun Mandi Dettol,5000,0,Perawatan Pribadi
,Deterjen Attack Jaz1 800g,Rp 19000,99,Pembersih
PRD130770,Garam Refina 250g, 3500 ,28.0,Bumbu
PRD130771,Saus Sambal Indofood 340ml,Rp 14500,86,Bumbu
PRD130772,,Rp 1.500,,Perawatan Pribadi
PRD130773,Garam Kapal 250g,Rp 3.000,20,Bumbu
,Minyak Curah 1L,16000,48,
PRD130775,Susu Bear Brand,Rp 10500,83,Minuman
PRD130776,Popok Sweety Bronze Pants L,48000.00,31.0,Perawatan Bayi
PRD130777,Margarin Forvita 200g,7000,17.0,Sembako
,Deterjen Attack Jaz1 800g,19000.00,76,Pembersih
PRD130779,Kopi Luwak White Koffie,2000.00,30,Minuman
PRD130780,Minyak Curah 1L,16000.00,-11,Sembako
PRD130781,,Rp 2.500,70,Bumbu
PRD130782,Pembalut Charm Cooling Fresh,Rp 18.000,100,Perawatan Pribadi
PRD130783,Baterai Alkalin AA (2 pcs),15000.00,80.0,Lainnya
PRD130784,Minyak Curah 1L,,98,Sembako
PRD130785,Kapur Barus Bagus,15000,17,Lainnya
PRD130786,Kopi Nescafe Classic,,-88,Minuman
PRD130787,Pembersih Lantai Super Pell 770ml,,27,Pembersih
PRD130788,Fanta Merah 390ml,Rp 5.000,12,Minuman
PRD130789,Tepung Beras Rose Brand 500g,7500,87,Sembako
PRD130790,Gula Curah 1kg,Rp 15000,75,Sembako
PRD130791,Rokok Marlboro Merah, 38000 ,12,Rokok
PRD130792,Sabun Lifebuoy Merah,Rp 4000,72,Perawatan Pribadi
PRD130793,Susu Indomilk Sachet, 1500 ,2,Minuman
PRD130794,Gula Curah 1kg,Rp 15.000,,Sembako
PRD130795,Beras Ramos 5kg,65000,3,Sembako
PRD130796,,Rp 1500,16,Minuman
PRD130797,Pasta Gigi Pepsodent 190g,12500,99,Perawatan Pribadi
,Sikat Gigi Formula,6000,83,Perawatan Pribadi
PRD130799,Aqua Gelas 240ml,1000.00,72.0,Minuman
PRD130800,Aqua Botol 600ml,,9,Minuman
PRD130801,Beras Ramos 5kg,65000,29,Sembako
,Beras Rojolele 5kg,Rp 67.000,33,Sembako
PRD130803,,70000,97,Sembako
PRD130804,Korek Api Gas Tokai,Rp 3000,43,Lainnya
PRD130805,Popok MamyPoko Pants M,55000,45.0,Perawatan Bayi
PRD130806,Sabun Cuci Piring Sunlight 460ml,11000,19,Pembersih
,Susu Frisian Flag Sachet,1500,39,Minuman
PRD130808,Minyak Sania 2L,34500.00,-64,Sembako
PRD130809,Tisu Tessa 250s,Rp 17000,98,Lainnya
PRD130810,Korek Api Gas Tokai,3000.00,0.0,Lainnya
PRD130811,,,45,Makanan
PRD130812,Popok MamyPoko Pants M,,49,Perawatan Bayi
PRD130813,,Rp 3500,12,Bumbu
PRD130814,Pembersih Lantai Wipol 750ml,18000.00,33.0,Pembersih
PRD130815,Baterai ABC Sedang (2 pcs),10000.00,90,Lainnya
PRD130816,Sabun Lifebuoy Merah,4000,-27,Perawatan Pribadi
PRD130817,Obat Nyamuk Hit Spray,35000.00,10,Lainnya
PRD130818,Mie Sedap Goreng,,83,Makanan
PRD130819,Sabun Mandi Dettol, 5000 ,56,Perawatan Pribadi
PRD130820,Kecap ABC Pouch 220ml,9500.00,80,Bumbu
PRD130821,Minyak Bimoli 2L,35000,96,Sembako
PRD130822,Gula Pasir Gulaku 1kg,16000,68,Sembako
PRD130823,Rokok Surya 16,31000,42,Rokok
PRD130824,Beras Pandan Wangi 5kg,70000.00,47,Sembako
PRD130825,Pasta Gigi Pepsodent 190g,,96.0,Perawatan Pribadi
PRD130826,Tisu Paseo 250s, 18500 ,34,Lainnya
PRD130827,Kecap Bango Pouch 220ml,,3,Bumbu
PRD130828,Sabun Cuci Piring Mama Lemon 400ml,9500.00,-70,Pembersih
PRD130829,Tisu Paseo 250s,18500.00,64,Lainnya
PRD130830,Deterjen Rinso Anti Noda 700g,Rp 22000,41,Pembersih
PRD130831,Minyak Sania 2L,Rp 34.500,-28,Sembako
PRD130832,Sprite Botol 390ml,Rp 5000,49,Minuman
PRD130833,Teh Pucuk Harum 350ml,4000,75,Minuman
PRD130834,Pembalut Laurier Relax Night,Rp 20.000,71,Perawatan Pribadi
PRD130835,Korek Api Gas Tokai,3000,45,Lainnya
PRD130836,Indomie Goreng,Rp 3.000,75,Makanan
PRD130837,Shampo Pantene Sachet,Rp 1.500,43,Perawatan Pribadi
PRD130838,Fanta Merah 390ml, 5000 ,97.0,Minuman
PRD130839,Sabun Nuvo Biru, 3500 ,27,Perawatan Pribadi
PRD130840,Rokok Surya 16,31000.00,80,Rokok
PRD130841,Tepung Tapioka Rose Brand 500g,8000.00,12,Sembako
PRD130842,Bumbu Racik Indofood Nasi Goreng,2500,86,Bumbu
PRD130843,Deterjen Daia 850g,Rp 18.500,26,Pembersih
PRD130844,Susu Bear Brand,Rp 10500,72,Minuman
,Garam Refina 250g,3500,36,Bumbu
PRD130846,Sikat Gigi Formula,6000,25,Perawatan Pribadi
PRD130847,Teh Sariwangi Celup,Rp 6500,55,Minuman
PRD130848,Sabun Nuvo Biru,3500,2,Perawatan Pribadi
PRD130849,Sikat Gigi Formula,6000,98,Perawatan Pribadi
PRD130850,Tisu Paseo 250s,Rp 18.500,64,Lainnya
PRD130851,Margarin Blue Band 200g,9500.00,18,Sembako
PRD130852,Garam Kapal 250g,3000,14,Bumbu
