tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD140425,Minyak Bimoli 2L,Rp 35000,2,Sembako
PRD140426,Sabun Cuci Piring Sunlight 460ml,Rp 11000,67,Pembersih
PRD140427,Gula Curah 1kg,Rp 15000,18,Sembako
PRD140428,Kopi Nescafe Classic,,89,Minuman
PRD140429,Sabun Lux Mawar,Rp 4500,0,Perawatan Pribadi
PRD140430,Minyak Bimoli 2L,35000,3,Sembako
PRD140431,Kopi Torabika Susu,1500.00,6,Minuman
PRD140432,Deterjen Daia 850g,Rp 18500,59,Pembersih
PRD140433,Popok MamyPoko Pants M,Rp 55.000,45,Perawatan Bayi
PRD140434,Tepung Terigu Segitiga Biru 1kg,13000,56,Sembako
PRD140435,Gula Curah 1kg,Rp 15.000,51,Sembako
PRD140436,Teh Pucuk Harum 350ml,4000.00,35,Minuman
PRD140437,Shampo Sunsilk Sachet,Rp 1.500,35,Perawatan Pribadi
PRD140438,Kopi Kapal Api Sachet,1500.00,47,Minuman
PRD140439,Bumbu Racik Indofood Sayur Asem,2500,88,
PRD140440,Susu Frisian Flag Sachet,1500,69,Minuman
PRD140441,Margarin Blue Band 200g,9500,69,Sembako
PRD140442,Margarin Forvita 200g,Rp 7.000,26,Sembako
,Baterai Alkalin AA (2 pcs), 15000 ,,Lainnya
,Beras Pandan Wangi 5kg,70000,82,
PRD140445,Kecap ABC Pouch 220ml,9500,56,
PRD140446,Rokok Surya 16,Rp 31.000,-50,Rokok
PRD140447,Margarin Blue Band 200g,9500.00,58,Sembako
PRD140448,Kopi Torabika Susu,1500,82,
PRD140449,Teh Celup Sosro,Rp 7.000,86,Minuman
PRD140450,Susu Indomilk Sachet,Rp 1.500,17,Minuman
PRD140451,Rokok Surya 16,Rp 31.000,67,Rokok
PRD140452,Minyak Curah 1L,16000,87,Sembako
PRD140453,Margarin Forvita 200g,Rp 7.000,68,Sembako
PRD140454,Kopi Torabika Susu,1500.00,71,Minuman
PRD140455,Popok Sweety Bronze Pants L,48000.00,62,Perawatan Bayi
PRD140456,Shampo Pantene Sachet,1500,19,Perawatan Pribadi
PRD140457,Deterjen Attack Jaz1 800g,Rp 19.000,51,Pembersih
PRD140458,Shampo Lifebuoy Sachet,Rp 1.000,-37,Perawatan Pribadi
PRD140459,Susu Dancow Sachet,3500,29.0,Minuman
PRD140460,Susu Frisian Flag Sachet,Rp 1500,12.0,Minuman
PRD140461,Kopi Torabika Susu,Rp 1500,4.0,Minuman
,Minyak Filma 2L,34000,15,Sembako
PRD140463,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,63,Pembersih
PRD140464,Rokok Marlboro Merah,38000.00,57.0,Rokok
PRD140465,Shampo Sunsilk Sachet,Rp 1.500,99,Perawatan Pribadi
PRD140466,Margarin Blue Band 200g,Rp 9500,76,Sembako
PRD140467,Tisu Paseo 250s,18500,,Lainnya
,Coca Cola Botol 390ml,Rp 5000,23,Minuman
PRD140469,Le Minerale 600ml,Rp 3500,-48,Minuman
PRD140470,Mie Sedap Goreng,Rp 2.900,3,Makanan
PRD140471,Sabun Nuvo Biru,Rp 3.500,60,Perawatan Pribadi
PRD140472,Beras Ramos 5kg,,26,Sembako
PRD140473,Susu Frisian Flag Sachet,Rp 1500,20,Minuman
PRD140474,Rokok Gudang Garam Filter,Rp 23000,45,Rokok
PRD140475,Pasta Gigi Ciptadent 190g,10000.00,67,Perawatan Pribadi
PRD140476,Rokok Surya 16,Rp 31.000,67,Rokok
PRD140477,Shampo Sunsilk Sachet,Rp 1500,,Perawatan Pribadi
PRD140478,Pembalut Charm Cooling Fresh,18000,98,Perawatan Pribadi
PRD140479,Rokok Surya 16,31000,88,Rokok
PRD140480,Susu Indomilk Sachet,Rp 1.500,8,Minuman
PRD140481,Korek Api Gas Tokai,Rp 3.000,57.0,Lainnya
,Deterjen Daia 850g,18500,-35,Pembersih
PRD140483,Kecap ABC Pouch 220ml,Rp 9.500,29,Bumbu
PRD140484,Minyak Sania 2L,34500,7,Sembako
PRD140485,,Rp 21.000,-77,
,Sprite Botol 390ml,5000,71,Minuman
PRD140487,Indomie Kuah Ayam Bawang,2800,70,Makanan
PRD140488,Garam Kapal 250g, 3000 ,45,Bumbu
PRD140489,Garam Kapal 250g, 3000 ,93,Bumbu
PRD140490,Kopi Kapal Api Sachet,Rp 1500,32,Minuman
PRD140491,Teh Sariwangi Celup,6500.00,51.0,
PRD140492,Shampo Pantene Sachet,1500.00,4,Perawatan Pribadi
PRD140493,Obat Nyamuk Hit Spray,Rp 35000,2,Lainnya
PRD140494,Garam Refina 250g,Rp 3500,49,Bumbu
PRD140495,Indomie Kuah Soto,2800,28,Makanan
PRD140496,Shampo Clear Sachet,Rp 1.500,55,Perawatan Pribadi
PRD140497,Bumbu Racik Indofood Sayur Asem,Rp 2.500,4,Bumbu
PRD140498,,11000,-60,Bumbu
PRD140499,Susu Indomilk Sachet,Rp 1.500,19,Minuman
PRD140500,Aqua Botol 600ml, 3500 ,44,Minuman
PRD140501,Pembalut Laurier Relax Night,20000,38,Perawatan Pribadi
PRD140502,Sabun Lux Mawar,4500,97,Perawatan Pribadi
PRD140503,Kopi Torabika Susu,Rp 1500,46,Minuman
PRD140504,Pembalut Laurier Relax Night,Rp 20.000,77,Perawatan Pribadi
PRD140505,Tisu Paseo 250s,18500,35,Lainnya
PRD140506,Rokok Marlboro Merah,Rp 38.000,78,Rokok
PRD140507,Tepung Beras Rose Brand 500g, 7500 ,38,
,Obat Nyamuk Hit Spray,35000.00,13,Lainnya
PRD140509,Kapur Barus Bagus,Rp 15000,12,Lainnya
PRD140510,Rokok Djarum Super,22000,99,Rokok
PRD140511,Minyak Bimoli 2L,Rp 35000,78,Sembako
PRD140512,Aqua Botol 600ml,3500.00,91,Minuman
PRD140513,Susu Indomilk Sachet,1500.00,14,Minuman
PRD140514,Minyak Bimoli 2L,Rp 35.000,45,Sembako
PRD140515,Minyak Curah 1L,Rp 16000,2,Sembako
PRD140516,Indomie Kari Ayam,Rp 2.800,12,Makanan
PRD140517,Pembersih Lantai Wipol 750ml,Rp 18000,24,Pembersih
PRD140518,Teh Sariwangi Celup,6500,97.0,Minuman
PRD140519,Susu Frisian Flag Sachet,1500,53,Minuman
PRD140520,Shampo Pantene Sachet,1500.00,19,Perawatan Pribadi
PRD140521,Pembersih Lantai Wipol 750ml,18000.00,46.0,Pembersih
PRD140522,Pembersih Lantai Wipol 750ml,18000,-82,Pembersih
PRD140523,Le Minerale 600ml,Rp 3500,100,Minuman
PRD140524,Obat Nyamuk Baygon Bakar,Rp 6000,91,Lainnya
PRD140525,Rokok Surya 16,Rp 31000,13,Rokok
PRD140526,Minyak Curah 1L,Rp 16.000,40,
PRD140527,Pasta Gigi Ciptadent 190g, 10000 ,13,Perawatan Pribadi
PRD140528,Sabun Cuci Piring Sunlight 460ml,11000.00,39,Pembersih
,Garam Refina 250g,Rp 3500,,Bumbu
PRD140530,Shampo Clear Sachet,Rp 1.500,79,Perawatan Pribadi
PRD140531,Pasta Gigi Ciptadent 190g,10000.00,15.0,
PRD140532,Pasta Gigi Pepsodent 190g,12500,51,Perawatan Pribadi
PRD140533,Obat Nyamuk Baygon Bakar,Rp 6.000,-31,Lainnya
PRD140534,Pasta Gigi Pepsodent 190g,Rp 12.500,27,Perawatan Pribadi
PRD140535,Popok MamyPoko Pants M,55000,92,Perawatan Bayi
PRD140536,,Rp 55000,98,Perawatan Bayi
PRD140537,Pembersih Lantai Super Pell 770ml,Rp 13.500,38,Pembersih
PRD140538,Beras Ramos 5kg,Rp 65.000,15,Sembako
PRD140539,Garam Kapal 250g,3000.00,75,Bumbu
,Gula Curah 1kg,Rp 15000,49,Sembako
PRD140541,,Rp 16000,74,Sembako
PRD140542,Tepung Beras Rose Brand 500g,7500.00,-24,Sembako
PRD140543,Aqua Gelas 240ml,1000.00,72,Minuman
PRD140544,Rokok Djarum Super,Rp 22000,29,Rokok
PRD140545,Mie Sedap Goreng,2900,76,Makanan
PRD140546,Beras Pandan Wangi 5kg,Rp 70000,55,Sembako
PRD140547,Garam Kapal 250g,3000.00,22,Bumbu
PRD140548,Pembersih Lantai Wipol 750ml,Rp 18.000,0,Pembersih
PRD140549,Indomie Kuah Soto,,42,Makanan
PRD140550,Minyak Curah 1L,16000,21,Sembako
PRD140551,Saus Sambal ABC 340ml,Rp 15.000,74,Bumbu
PRD140552,Indomie Goreng,3000.00,61,Makanan
PRD140553,Rokok Sampoerna Mild,30000.00,-33,Rokok
PRD140554,Aqua Gelas 240ml,1000,-12,Minuman
PRD140555,Tepung Tapioka Rose Brand 500g,Rp 8000,20,Sembako
PRD140556,Beras Ramos 5kg,65000,-30,Sembako
PRD140557,Sabun Lux Mawar,Rp 4500,91,Perawatan Pribadi
PRD140558,Baterai ABC Sedang (2 pcs),,53,Lainnya
PRD140559,Kopi Nescafe Classic,Rp 5000,29.0,Minuman
PRD140560,Rokok Sampoerna Mild,30000,83,Rokok
PRD140561,Indomie Kari Ayam,Rp 2800,27,Makanan
PRD140562,Aqua Galon,21000,72.0,Minuman
PRD140563,Popok MamyPoko Pants M,Rp 55000,86,Perawatan Bayi
PRD140564,Minyak Sania 2L,34500,,Sembako
PRD140565,Margarin Blue Band 200g,Rp 9500,65.0,Sembako
PRD140566,Minyak Bimoli 2L,35000.00,,Sembako
PRD140567,Tepung Terigu Segitiga Biru 1kg,Rp 13000,53,Sembako
,,5000,94,Minuman
PRD140569,Garam Refina 250g,3500,35,Bumbu
PRD140570,Le Minerale 600ml, 3500 ,,Minuman
PRD140571,Obat Nyamuk Baygon Bakar,6000.00,35,Lainnya
PRD140572,,4000,68,Minuman
PRD140573,Aqua Galon,21000.00,24,Minuman
PRD140574,Tepung Tapioka Rose Brand 500g, 8000 ,36.0,Sembako
PRD140575,Pembersih Lantai Super Pell 770ml,Rp 13.500,93,Pembersih
PRD140576,Kapur Barus Bagus,15000,58,Lainnya
PRD140577,Aqua Botol 600ml,,32,Minuman
PRD140578,Saus Sambal Indofood 340ml,Rp 14500,68,Bumbu
PRD140579,Pembalut Charm Cooling Fresh,Rp 18000,15,Perawatan Pribadi
PRD140580,Rokok Gudang Garam Filter,Rp 23.000,37,Rokok
PRD140581,Beras Rojolele 5kg,67000.00,14,Sembako
PRD140582,Beras Pandan Wangi 5kg,70000.00,18,Sembako
PRD140583,Aqua Botol 600ml,Rp 3.500,53,Minuman
PRD140584,Deterjen Attack Jaz1 800g,Rp 19000,66,Pembersih
,Pembersih Lantai Wipol 750ml,Rp 18.000,90,Pembersih
PRD140586,Saus Sambal Indofood 340ml,14500.00,52,Bumbu
PRD140587,Tisu Paseo 250s,Rp 18500,31,Lainnya
PRD140588,Pasta Gigi Pepsodent 190g,Rp 12.500,75,Perawatan Pribadi
PRD140589,Pembersih Lantai Wipol 750ml, 18000 ,78,Pembersih
PRD140590,Tisu Paseo 250s,Rp 18.500,2,Lainnya
PRD140591,Korek Api Gas Tokai, 3000 ,34.0,Lainnya
PRD140592,Pasta Gigi Pepsodent 190g,12500.00,64,Perawatan Pribadi
PRD140593,Shampo Sunsilk Sachet,1500,30.0,Perawatan Pribadi
PRD140594,Kopi Nescafe Classic,Rp 5000,,
PRD140595,Margarin Forvita 200g,Rp 7.000,58,Sembako
PRD140596,Indomie Kari Ayam,2800,15,Makanan
PRD140597,Popok Sweety Bronze Pants L,Rp 48000,96,Perawatan Bayi
PRD140598,,7000.00,3,Sembako
PRD140599,Pembersih Lantai Wipol 750ml,18000,99,Pembersih
PRD140600,Kapur Barus Bagus,15000,67,Lainnya
PRD140601,Fanta Merah 390ml,5000.00,90.0,Minuman
PRD140602,Margarin Blue Band 200g,,78,Sembako
PRD140603,Rokok Djarum Super,22000.00,40,Rokok
,Tisu Paseo 250s,18500,71,Lainnya
PRD140605,Pasta Gigi Pepsodent 190g,Rp 12500,22,Perawatan Pribadi
PRD140606,Susu Frisian Flag Sachet,Rp 1.500,87,Minuman
PRD140607,Beras Ramos 5kg,65000.00,83,Sembako
PRD140608,Indomie Kuah Soto,Rp 2800,15,Makanan
PRD140609,Sabun Mandi Dettol, 5000 ,57,Perawatan Pribadi
PRD140610,Pembalut Laurier Relax Night,20000.00,12,Perawatan Pribadi
PRD140611,Mie Sedap Goreng,2900,91,Makanan
PRD140612,Sprite Botol 390ml,Rp 5.000,96,Minuman
PRD140613,Rokok Djarum Super,Rp 22.000,70,Rokok
PRD140614,Teh Pucuk Harum 350ml,4000,-82,Minuman
PRD140615,Shampo Clear Sachet,Rp 1.500,61,Perawatan Pribadi
PRD140616,Kopi Nescafe Classic,5000.00,16,Minuman
PRD140617,Pasta Gigi Ciptadent 190g,10000,12,Perawatan Pribadi
PRD140618,Mie Sedap Goreng,2900,65,Makanan
PRD140619,Susu Indomilk Sachet,1500.00,41,Minuman
PRD140620,Deterjen Attack Jaz1 800g,19000,51.0,Pembersih
PRD140621,Pasta Gigi Ciptadent 190g,Rp 10000,77,Perawatan Pribadi
PRD140622,Mie Sedap Goreng,2900,63,
PRD140623,Kopi Luwak White Koffie,2000,41,Minuman
PRD140624,Kopi Torabika Susu,1500,-85,Minuman
PRD140625,Margarin Blue Band 200g,9500.00,65,Sembako
PRD140626,Sprite Botol 390ml,Rp 5000,16,Minuman
PRD140627,Obat Nyamuk Hit Spray,35000,27,Lainnya
PRD140628,Baterai Alkalin AA (2 pcs),Rp 15.000,70,Lainnya
PRD140629,Deterjen Rinso Anti Noda 700g,Rp 22000,14,Pembersih
PRD140630,Shampo Clear Sachet,Rp 1.500,79,Perawatan Pribadi
PRD140631,,6000.00,76,Lainnya
PRD140632,Saus Sambal ABC 340ml,15000,89.0,
PRD140633,Shampo Sunsilk Sachet,,67,Perawatan Pribadi
PRD140634,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,37.0,Bumbu
PRD140635,Beras Ramos 5kg, 65000 ,64,Sembako
PRD140636,Rokok Marlboro Merah,38000.00,76,Rokok
PRD140637,Tepung Beras Rose Brand 500g,7500.00,14,Sembako
PRD140638,Indomie Kari Ayam,2800,69,Makanan
PRD140639,Kecap Bango Pouch 220ml,11000,,Bumbu
PRD140640,Minyak Curah 1L,Rp 16.000,-24,Sembako
PRD140641,,Rp 34500,57,Sembako
PRD140642,Shampo Sunsilk Sachet,1500,3,Perawatan Pribadi
PRD140643,Shampo Lifebuoy Sachet,1000,74,Perawatan Pribadi
PRD140644,Teh Pucuk Harum 350ml,Rp 4.000,-27,Minuman
,Beras Pandan Wangi 5kg,70000.00,50.0,Sembako
PRD140646,Garam Refina 250g, 3500 ,,Bumbu
PRD140647,Tepung Beras Rose Brand 500g, 7500 ,50,Sembako
PRD140648,Indomie Kuah Ayam Bawang,Rp 2.800,47,Makanan
PRD140649,Pasta Gigi Pepsodent 190g,12500,88,Perawatan Pribadi
PRD140650,Kopi Nescafe Classic,Rp 5000,-33,Minuman
PRD140651,Shampo Pantene Sachet,1500.00,79,
PRD140652,Garam Kapal 250g,3000,-90,Bumbu
PRD140653,Popok MamyPoko Pants M,55000,37,Perawatan Bayi
,Tisu Tessa 250s,Rp 17.000,-15,Lainnya
PRD140655,Popok Sweety Bronze Pants L, 48000 ,78,Perawatan Bayi
PRD140656,Kopi Torabika Susu, 1500 ,51,Minuman
PRD140657,Beras Rojolele 5kg,67000.00,28,Sembako
PRD140658,,2900.00,16.0,Makanan
PRD140659,Tisu Tessa 250s,Rp 17000,1,Lainnya
PRD140660,Susu Frisian Flag Sachet,1500,42,Minuman
PRD140661,Kopi Luwak White Koffie,Rp 2.000,-82,Minuman
PRD140662,Obat Nyamuk Baygon Bakar,6000,90,Lainnya
PRD140663,Aqua Galon,Rp 21000,84,Minuman
PRD140664,,Rp 11000,24,Bumbu
PRD140665,Rokok Marlboro Merah,Rp 38000,60,
PRD140666,Popok MamyPoko Pants M,55000.00,40,Perawatan Bayi
PRD140667,Rokok Gudang Garam Filter,Rp 23000,35,Rokok
PRD140668,Rokok Sampoerna Mild,30000,-72,Rokok
PRD140669,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,17,Pembersih
PRD140670,Obat Nyamuk Hit Spray,Rp 35000,70,Lainnya
PRD140671,Bumbu Racik Indofood Nasi Goreng,2500.00,18,
PRD140672,Kecap ABC Pouch 220ml,9500,,Bumbu
PRD140673,Susu Indomilk Sachet,1500,8,Minuman
PRD140674,Susu Dancow Sachet,3500,56.0,Minuman
PRD140675,Garam Kapal 250g, 3000 ,29,Bumbu
PRD140676,Tepung Tapioka Rose Brand 500g,8000,36.0,Sembako
PRD140677,Kopi Luwak White Koffie,Rp 2000,93.0,Minuman
PRD140678,Kopi Kapal Api Sachet,Rp 1.500,3,Minuman
PRD140679,Korek Api Gas Tokai,Rp 3.000,77,Lainnya
,Garam Refina 250g,Rp 3500,59,Bumbu
PRD140681,Teh Celup Sosro, 7000 ,32,Minuman
PRD140682,Aqua Galon,21000.00,21,Minuman
PRD140683,Beras Ramos 5kg,65000.00,66.0,Sembako
PRD140684,Bumbu Racik Indofood Nasi Goreng, 2500 ,61,Bumbu
PRD140685,Beras Pandan Wangi 5kg,Rp 70.000,51,Sembako
PRD140686,Tepung Beras Rose Brand 500g,,76,Sembako
PRD140687,Shampo Sunsilk Sachet,1500,43,Perawatan Pribadi
PRD140688,Obat Nyamuk Hit Spray,Rp 35000,74,Lainnya
PRD140689,Bumbu Racik Indofood Sayur Asem,2500.00,31,Bumbu
PRD140690,Aqua Botol 600ml,Rp 3.500,-70,Minuman
PRD140691,Coca Cola Botol 390ml,Rp 5000,65,Minuman
PRD140692,Beras Pandan Wangi 5kg,Rp 70000,60,Sembako
PRD140693,Teh Celup Sosro,Rp 7000,46,Minuman
PRD140694,Beras Ramos 5kg,65000,48,Sembako
PRD140695,Rokok Gudang Garam Filter,23000.00,41,Rokok
PRD140696,Popok MamyPoko Pants M,Rp 55.000,53,Perawatan Bayi
PRD140697,Aqua Galon,Rp 21.000,78,Minuman
PRD140698,Kecap ABC Pouch 220ml,9500.00,36,Bumbu
PRD140699,Susu Dancow Sachet,Rp 3.500,99,Minuman
PRD140700,Pasta Gigi Ciptadent 190g,,32,Perawatan Pribadi
PRD140701,Tepung Beras Rose Brand 500g,7500.00,23,Sembako
PRD140702,Pembalut Charm Cooling Fresh,18000,74,Perawatan Pribadi
PRD140703,Sabun Lifebuoy Merah,4000,96,Perawatan Pribadi
PRD140704,Pasta Gigi Ciptadent 190g,10000.00,59,Perawatan Pribadi
PRD140705,Rokok Marlboro Merah,Rp 38000,-73,Rokok
PRD140706,Tepung Tapioka Rose Brand 500g,,59,Sembako
PRD140707,Beras Rojolele 5kg,Rp 67.000,71,Sembako
PRD140708,Shampo Sunsilk Sachet,Rp 1.500,19,
PRD140709,Pasta Gigi Pepsodent 190g,Rp 12.500,68,Perawatan Pribadi
PRD140710,Pembersih Lantai Wipol 750ml,18000,33,Pembersih
,Teh Sariwangi Celup, 6500 ,36,Minuman
PRD140712,Popok Sweety Bronze Pants L, 48000 ,50,Perawatan Bayi
PRD140713,Aqua Gelas 240ml,1000.00,30,Minuman
PRD140714,Indomie Kuah Soto,2800,,
,Pembersih Lantai Super Pell 770ml,Rp 13500,57.0,Pembersih
PRD140716,Pembalut Charm Cooling Fresh,Rp 18.000,74.0,Perawatan Pribadi
PRD140717,Tisu Tessa 250s,17000,68.0,Lainnya
PRD140718,Kecap ABC Pouch 220ml,Rp 9500,70.0,Bumbu
PRD140719,Kecap ABC Pouch 220ml,Rp 9.500,3.0,Bumbu
PRD140720,Aqua Gelas 240ml,1000,48,Minuman
PRD140721,Popok Sweety Bronze Pants L,48000.00,46,Perawatan Bayi
PRD140722,Shampo Sunsilk Sachet,1500,10,Perawatan Pribadi
PRD140723,Pembersih Lantai Super Pell 770ml, 13500 ,95.0,Pembersih
PRD140724,Rokok Gudang Garam Filter,23000.00,25,Rokok
PRD140725,Minyak Bimoli 2L,Rp 35.000,64,Sembako
PRD140726,Indomie Kari Ayam,2800,-48,Makanan
PRD140727,Tepung Tapioka Rose Brand 500g,,16,Sembako
,Rokok Surya 16,31000,51.0,Rokok
PRD140729,Susu Frisian Flag Sachet,1500,74,Minuman
PRD140730,Tisu Paseo 250s,Rp 18.500,24,
PRD140731,Pasta Gigi Ciptadent 190g,Rp 10000,90,Perawatan Pribadi
PRD140732,Gula Pasir Gulaku 1kg, 16000 ,57,Sembako
PRD140733,Margarin Forvita 200g,Rp 7.000,68,Sembako
PRD140734,Sprite Botol 390ml,Rp 5000,28,Minuman
PRD140735,Fanta Merah 390ml,Rp 5000,72,Minuman
PRD140736,Shampo Clear Sachet,Rp 1500,42,Perawatan Pribadi
PRD140737,Minyak Filma 2L,34000,78,Sembako
,Tisu Tessa 250s,,39,Lainnya
PRD140739,Shampo Pantene Sachet,1500,,Perawatan Pribadi
,Rokok Sampoerna Mild,30000,61.0,Rokok
PRD140741,Sprite Botol 390ml,5000.00,20,Minuman
PRD140742,Baterai ABC Sedang (2 pcs),10000,-71,Lainnya
PRD140743,Tisu Tessa 250s,Rp 17000,27,Lainnya
PRD140744,Pembersih Lantai Wipol 750ml,Rp 18.000,23,Pembersih
,Rokok Gudang Garam Filter,Rp 23.000,33,
PRD140746,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,82,Sembako
PRD140747,Rokok Surya 16,Rp 31.000,-1,Rokok
PRD140748,Shampo Lifebuoy Sachet,Rp 1000,58,Perawatan Pribadi
PRD140749,Popok MamyPoko Pants M,Rp 55.000,68,
,Kecap Bango Pouch 220ml,11000.00,16.0,Bumbu
PRD140751,Rokok Djarum Super,22000,-79,Rokok
PRD140752,Gula Pasir Gulaku 1kg,16000,94,Sembako
PRD140753,Baterai ABC Sedang (2 pcs),10000.00,-77,Lainnya
PRD140754,Sabun Nuvo Biru,Rp 3500,55,Perawatan Pribadi
PRD140755,Sabun Lifebuoy Merah,4000.00,47,Perawatan Pribadi
PRD140756,Coca Cola Botol 390ml,Rp 5000,39,Minuman
PRD140757,Sabun Lifebuoy Merah,Rp 4.000,52,Perawatan Pribadi
PRD140758,Indomie Goreng, 3000 ,26,Makanan
PRD140759,Pembalut Laurier Relax Night,Rp 20000,66,Perawatan Pribadi
PRD140760,Saus Sambal Indofood 340ml,Rp 14.500,,Bumbu
PRD140761,Indomie Kari Ayam,Rp 2.800,95.0,Makanan
PRD140762,Aqua Galon,21000,5,Minuman
PRD140763,Gula Curah 1kg,Rp 15000,22,Sembako
PRD140764,Rokok Sampoerna Mild, 30000 ,18,Rokok
PRD140765,,1500,91,Perawatan Pribadi
PRD140766,Kopi ABC Susu,Rp 1500,47,Minuman
PRD140767,Gula Curah 1kg,Rp 15.000,46,Sembako
PRD140768,Sabun Lux Mawar,4500,61,Perawatan Pribadi
PRD140769,Bumbu Racik Indofood Nasi Goreng,2500,22,Bumbu
PRD140770,Teh Celup Sosro,Rp 7000,14,Minuman
PRD140771,Garam Kapal 250g,Rp 3000,22,Bumbu
PRD140772,Indomie Goreng,Rp 3000,3.0,Makanan
PRD140773,Kopi Nescafe Classic,Rp 5.000,21,Minuman
PRD140774,Indomie Kari Ayam,2800,59,
PRD140775,Minyak Bimoli 2L,35000,99,Sembako
PRD140776,Deterjen Daia 850g,18500.00,1,Pembersih
PRD140777,Susu Dancow Sachet,3500.00,47,Minuman
PRD140778,Sabun Lifebuoy Merah,4000.00,50,Perawatan Pribadi
PRD140779,Tepung Beras Rose Brand 500g,7500,46,Sembako
PRD140780,Minyak Bimoli 2L,35000.00,47,Sembako
PRD140781,Teh Sariwangi Celup,Rp 6500,10,Minuman
PRD140782,Rokok Sampoerna Mild,30000.00,-91,Rokok
PRD140783,Mie Sedap Goreng,2900,96,Makanan
PRD140784,Minyak Bimoli 2L,35000,22,Sembako
PRD140785,Tepung Terigu Segitiga Biru 1kg,13000,66,Sembako
PRD140786,Shampo Pantene Sachet,1500,81,Perawatan Pribadi
PRD140787,Kopi Torabika Susu,1500,95,Minuman
PRD140788,Minyak Filma 2L,,73,Sembako
PRD140789,Gula Curah 1kg,,57,Sembako
PRD140790,Popok Sweety Bronze Pants L,48000.00,20,Perawatan Bayi
PRD140791,,1000,-91,Perawatan Pribadi
PRD140792,Baterai Alkalin AA (2 pcs),15000.00,50,Lainnya
PRD140793,Kopi ABC Susu,,32,
PRD140794,Garam Refina 250g,Rp 3500,39,Bumbu
PRD140795,Minyak Curah 1L, 16000 ,,Sembako
PRD140796,Sabun Lux Mawar, 4500 ,37,Perawatan Pribadi
PRD140797,,23000.00,,Rokok
PRD140798,Sprite Botol 390ml,Rp 5.000,61,Minuman
PRD140799,Pasta Gigi Ciptadent 190g,Rp 10000,71,Perawatan Pribadi
PRD140800,Rokok Sampoerna Mild,Rp 30.000,28,Rokok
PRD140801,Sikat Gigi Formula,Rp 6000,65,Perawatan Pribadi
PRD140802,Le Minerale 600ml,Rp 3500,1,Minuman
PRD140803,,18500.00,31.0,Pembersih
PRD140804,Kecap Bango Pouch 220ml,11000,34,Bumbu
,Pasta Gigi Pepsodent 190g,12500,45,Perawatan Pribadi
PRD140806,Saus Sambal ABC 340ml,Rp 15000,73,Bumbu
PRD140807,Sabun Lifebuoy Merah,4000.00,53,Perawatan Pribadi
PRD140808,Indomie Kari Ayam,2800,98,Makanan
PRD140809,Popok Sweety Bronze Pants L,48000.00,40,Perawatan Bayi
PRD140810,Coca Cola Botol 390ml,5000,63.0,Minuman
PRD140811,Sikat Gigi Formula,Rp 6000,72,Perawatan Pribadi
PRD140812,Tepung Terigu Segitiga Biru 1kg,13000.00,34,
PRD140813,Baterai Alkalin AA (2 pcs),15000.00,26,Lainnya
PRD140814,Beras Pandan Wangi 5kg, 70000 ,33,Sembako
PRD140815,Teh Celup Sosro,Rp 7000,37,Minuman
,Kecap ABC Pouch 220ml,Rp 9500,77,Bumbu
PRD140817,Shampo Clear Sachet,1500,-81,Perawatan Pribadi
PRD140818,Kecap ABC Pouch 220ml, 9500 ,21,Bumbu
PRD140819,Sabun Mandi Dettol,Rp 5000,15,Perawatan Pribadi
,Sprite Botol 390ml, 5000 ,41,Minuman
PRD140821,Garam Refina 250g,Rp 3500,,Bumbu
PRD140822,Sprite Botol 390ml,,,Minuman
,Pasta Gigi Ciptadent 190g,10000.00,81,Perawatan Pribadi
PRD140824,,Rp 17.000,78,Lainnya
PRD140825,Tisu Paseo 250s,18500.00,29,Lainnya
PRD140826,Sikat Gigi Formula, 6000 ,,Perawatan Pribadi
PRD140827,Kopi ABC Susu,1500.00,63,
PRD140828,Indomie Kuah Soto,2800,66,Makanan
PRD140829,Coca Cola Botol 390ml,5000.00,57,Minuman
PRD140830,Sikat Gigi Formula,6000.00,54,Perawatan Pribadi
PRD140831,Sikat Gigi Formula,6000,37,Perawatan Pribadi
PRD140832,Shampo Clear Sachet,1500,91,Perawatan Pribadi
PRD140833,Sabun Cuci Piring Sunlight 460ml,11000.00,40,Pembersih
PRD140834,Sabun Nuvo Biru,Rp 3500,78,Perawatan Pribadi
PRD140835,Kopi ABC Susu, 1500 ,-2,Minuman
PRD140836,Sikat Gigi Formula,6000.00,91,Perawatan Pribadi
PRD140837,Obat Nyamuk Hit Spray, 35000 ,61,Lainnya
PRD140838,Pembersih Lantai Wipol 750ml,Rp 18000,83,Pembersih
PRD140839,Garam Refina 250g,3500.00,17.0,Bumbu
PRD140840,Margarin Forvita 200g,7000.00,10,Sembako
PRD140841,Korek Api Gas Tokai,3000,36,Lainnya
PRD140842,,10000,14,Lainnya
PRD140843,Indomie Kuah Soto,2800.00,19,Makanan
PRD140844,Shampo Lifebuoy Sachet,Rp 1.000,95,Perawatan Pribadi
PRD140845,Korek Api Gas Tokai,3000,68.0,Lainnya
