kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD060424,Popok MamyPoko Pants M,55000,46,Perawatan Bayi
PRD060425,Pembersih Lantai Wipol 750ml, 18000 ,4,Pembersih
PRD060426,Minyak Filma 2L,Rp 34000,19,Sembako
PRD060427,Susu Bear Brand,10500,43,Minuman
PRD060428,Kopi Kapal Api Sachet,1500.00,47,Minuman
PRD060429,Aqua Gelas 240ml,Rp 1000,93,Minuman
PRD060430,,18500.00,69,Pembersih
PRD060431,Kopi Luwak White Koffie,,16,Minuman
PRD060432,Saus Sambal Indofood 340ml, 14500 ,20,Bumbu
PRD060433,Beras Pandan Wangi 5kg,70000,7,Sembako
PRD060434,Fanta Merah 390ml,5000,16,Minuman
PRD060435,Kopi Nescafe Classic,5000,98,
PRD060436,Obat Nyamuk Baygon Bakar,6000.00,91,Lainnya
PRD060437,Le Minerale 600ml,Rp 3500,76,Minuman
PRD060438,Sabun Lifebuoy Merah,Rp 4.000,21.0,Perawatan Pribadi
PRD060439,Le Minerale 600ml,Rp 3500,18.0,Minuman
PRD060440,Tepung Tapioka Rose Brand 500g,Rp 8000,28,Sembako
PRD060441,Fanta Merah 390ml,5000.00,-58,Minuman
PRD060442,Garam Kapal 250g,Rp 3.000,56,Bumbu
PRD060443,,Rp 9500,1,Pembersih
PRD060444,Tepung Terigu Segitiga Biru 1kg,Rp 13000,79,Sembako
PRD060445,Minyak Bimoli 2L,,13,Sembako
PRD060446,Tepung Tapioka Rose Brand 500g, 8000 ,97,Sembako
PRD060447,Kopi Kapal Api Sachet,Rp 1.500,45,Minuman
PRD060448,Sabun Nuvo Biru,Rp 3.500,29,Perawatan Pribadi
PRD060449,Beras Rojolele 5kg,Rp 67.000,47,Sembako
PRD060450,Susu Bear Brand,Rp 10.500,13.0,Minuman
PRD060451,Minyak Curah 1L,Rp 16000,43,Sembako
PRD060452,Baterai ABC Sedang (2 pcs), 10000 ,88,Lainnya
PRD060453,Sikat Gigi Formula,6000,87,Perawatan Pribadi
PRD060454,Le Minerale 600ml,,-45,Minuman
PRD060455,Sabun Lux Mawar, 4500 ,20,Perawatan Pribadi
PRD060456,Tepung Beras Rose Brand 500g,7500.00,27,Sembako
PRD060457,Popok MamyPoko Pants M,55000,20,Perawatan Bayi
PRD060458,Rokok Marlboro Merah,,96,Rokok
PRD060459,Baterai Alkalin AA (2 pcs),Rp 15.000,82,Lainnya
PRD060460,Korek Api Gas Tokai,3000,18,Lainnya
PRD060461,Sabun Lux Mawar,Rp 4.500,50,Perawatan Pribadi
PRD060462,Aqua Gelas 240ml,Rp 1000,,Minuman
PRD060463,Baterai Alkalin AA (2 pcs),15000,-24,Lainnya
PRD060464,Obat Nyamuk Hit Spray,Rp 35000,,Lainnya
PRD060465,Sabun Mandi Dettol,5000,-70,Perawatan Pribadi
PRD060466,Sikat Gigi Formula,Rp 6000,33,Perawatan Pribadi
PRD060467,Susu Bear Brand,Rp 10.500,,Minuman
PRD060468,Rokok Marlboro Merah,38000,39,Rokok
PRD060469,Susu Frisian Flag Sachet,1500,24,Minuman
PRD060470,Margarin Blue Band 200g,9500,81,Sembako
PRD060471,Sabun Nuvo Biru,3500.00,82,Perawatan Pribadi
PRD060472,Rokok Surya 16,31000.00,56,Rokok
PRD060473,Rokok Marlboro Merah,38000.00,24,Rokok
PRD060474,Kopi Kapal Api Sachet,1500.00,93,Minuman
PRD060475,Fanta Merah 390ml,Rp 5000,90.0,Minuman
PRD060476,Pembalut Laurier Relax Night,20000,6.0,Perawatan Pribadi
PRD060477,Minyak Curah 1L,16000,99,Sembako
PRD060478,Sabun Cuci Piring Mama Lemon 400ml,,51,Pembersih
PRD060479,Susu Frisian Flag Sachet,1500.00,84,Minuman
PRD060480,Minyak Sania 2L,34500,39,Sembako
PRD060481,Pembalut Laurier Relax Night, 20000 ,37,Perawatan Pribadi
PRD060482,Kopi Nescafe Classic,5000.00,27,Minuman
,Aqua Gelas 240ml,Rp 1000,97,Minuman
PRD060484,Margarin Blue Band 200g,9500.00,0,Sembako
PRD060485,Kecap ABC Pouch 220ml,,-8,Bumbu
PRD060486,Margarin Blue Band 200g,9500,70,Sembako
PRD060487,Indomie Kuah Ayam Bawang,,26,Makanan
PRD060488,Gula Curah 1kg,15000,2,Sembako
PRD060489,Baterai Alkalin AA (2 pcs),Rp 15000,38,Lainnya
PRD060490,Margarin Forvita 200g,Rp 7.000,65,Sembako
PRD060491,Pembalut Laurier Relax Night,20000,48,Perawatan Pribadi
PRD060492,Fanta Merah 390ml,5000,86,Minuman
PRD060493,Margarin Forvita 200g,7000,40,Sembako
PRD060494,Bumbu Racik Indofood Sayur Asem,2500,57,Bumbu
PRD060495,Tepung Terigu Segitiga Biru 1kg,13000,38,Sembako
PRD060496,Shampo Sunsilk Sachet,1500,46,Perawatan Pribadi
PRD060497,Beras Ramos 5kg,65000,8,Sembako
PRD060498,Baterai ABC Sedang (2 pcs),10000.00,5,Lainnya
PRD060499,Rokok Gudang Garam Filter,Rp 23.000,23,Rokok
PRD060500,Sabun Cuci Piring Sunlight 460ml,,37,Pembersih
PRD060501,Pembersih Lantai Wipol 750ml,Rp 18.000,70,Pembersih
,,,18,Sembako
PRD060503,Bumbu Racik Indofood Sayur Asem,2500.00,60.0,Bumbu
PRD060504,,16000.00,92,Sembako
,, 34500 ,22,Sembako
PRD060506,Beras Ramos 5kg,65000.00,62,Sembako
PRD060507,Aqua Galon,Rp 21000,78,Minuman
PRD060508,Susu Dancow Sachet,Rp 3500,87,Minuman
PRD060509,Minyak Bimoli 2L,35000,85,Sembako
PRD060510,Pembersih Lantai Wipol 750ml,Rp 18000,16,
PRD060511,Susu Bear Brand,10500,53,Minuman
PRD060512,,Rp 8.000,,Sembako
PRD060513,Minyak Sania 2L, 34500 ,2,Sembako
PRD060514,Beras Ramos 5kg,Rp 65000,76,Sembako
PRD060515,Tepung Beras Rose Brand 500g,Rp 7500,99.0,Sembako
PRD060516,Tepung Beras Rose Brand 500g,Rp 7.500,87.0,Sembako
PRD060517,Sabun Lux Mawar,4500.00,65,Perawatan Pribadi
PRD060518,Pembalut Laurier Relax Night,Rp 20.000,55,Perawatan Pribadi
PRD060519,Kopi Kapal Api Sachet,Rp 1.500,39,Minuman
PRD060520,Sprite Botol 390ml, 5000 ,79,Minuman
PRD060521,Korek Api Gas Tokai,3000,40,Lainnya
PRD060522,Rokok Surya 16,31000.00,-69,Rokok
PRD060523,Deterjen Rinso Anti Noda 700g,22000,21,
PRD060524,Garam Kapal 250g,3000.00,88,Bumbu
PRD060525,Kecap ABC Pouch 220ml, 9500 ,51,Bumbu
PRD060526,Kopi Torabika Susu,,35,Minuman
PRD060527,Gula Pasir Gulaku 1kg,16000.00,80,Sembako
PRD060528,Sabun Mandi Dettol,Rp 5.000,79,Perawatan Pribadi
PRD060529,Indomie Kuah Ayam Bawang, 2800 ,-9,Makanan
PRD060530,Susu Indomilk Sachet,1500,96,Minuman
PRD060531,Susu Frisian Flag Sachet,Rp 1.500,3,
PRD060532,Bumbu Racik Indofood Nasi Goreng,2500,67,Bumbu
PRD060533,Tisu Tessa 250s,Rp 17000,58,Lainnya
PRD060534,Pembersih Lantai Wipol 750ml,18000.00,98,Pembersih
PRD060535,Susu Bear Brand,10500,73,Minuman
PRD060536,Baterai ABC Sedang (2 pcs),10000,35.0,Lainnya
PRD060537,Fanta Merah 390ml,5000.00,33,Minuman
PRD060538,Saus Sambal Indofood 340ml, 14500 ,14,Bumbu
PRD060539,Tisu Tessa 250s,Rp 17.000,1,Lainnya
PRD060540,,Rp 18.500,11,Lainnya
PRD060541,Aqua Galon,21000.00,83,Minuman
PRD060542,Indomie Kari Ayam,2800.00,48,Makanan
PRD060543,Susu Dancow Sachet,3500,86,Minuman
,Beras Rojolele 5kg,Rp 67000,50,Sembako
PRD060545,Tepung Terigu Segitiga Biru 1kg,13000,56,Sembako
PRD060546,Kopi Luwak White Koffie,Rp 2000,,Minuman
PRD060547,Sabun Lux Mawar,Rp 4.500,79,Perawatan Pribadi
PRD060548,Saus Sambal Indofood 340ml,14500,34,Bumbu
PRD060549,Kecap Bango Pouch 220ml, 11000 ,100,Bumbu
PRD060550,Pasta Gigi Ciptadent 190g,10000,85,Perawatan Pribadi
PRD060551,Indomie Goreng,3000,16,Makanan
PRD060552,Susu Bear Brand, 10500 ,52,Minuman
PRD060553,,Rp 38.000,77,Rokok
PRD060554,Kecap ABC Pouch 220ml,Rp 9.500,86,Bumbu
PRD060555,Kopi Luwak White Koffie, 2000 ,80,
PRD060556,Kecap Bango Pouch 220ml,11000,7,Bumbu
PRD060557,Kopi Kapal Api Sachet,Rp 1500,-94,Minuman
,Kopi Kapal Api Sachet,Rp 1500,37,Minuman
PRD060559,Teh Pucuk Harum 350ml,4000,90,Minuman
PRD060560,Kapur Barus Bagus,,34,Lainnya
PRD060561,Baterai ABC Sedang (2 pcs),,95,Lainnya
PRD060562,Indomie Kuah Soto,Rp 2800,,Makanan
,Minyak Filma 2L,34000,,Sembako
PRD060564,Pembalut Laurier Relax Night,Rp 20.000,54,
,Bumbu Racik Indofood Sayur Asem,Rp 2500,10.0,Bumbu
PRD060566,Sprite Botol 390ml,Rp 5000,73,Minuman
PRD060567,,,21,Minuman
PRD060568,Kopi ABC Susu,Rp 1500,80,Minuman
PRD060569,Pasta Gigi Ciptadent 190g,Rp 10000,91,Perawatan Pribadi
PRD060570,Susu Bear Brand,10500,70,
PRD060571,Susu Bear Brand,Rp 10500,,Minuman
PRD060572,Baterai Alkalin AA (2 pcs),Rp 15000,51,Lainnya
PRD060573,Sabun Mandi Dettol,5000,4,Perawatan Pribadi
PRD060574,Beras Pandan Wangi 5kg,Rp 70000,35.0,Sembako
,Deterjen Rinso Anti Noda 700g,Rp 22.000,-11,Pembersih
PRD060576,Rokok Marlboro Merah,Rp 38.000,-53,Rokok
PRD060577,Obat Nyamuk Baygon Bakar,Rp 6.000,,Lainnya
PRD060578,Rokok Surya 16,31000,37,Rokok
PRD060579,Shampo Pantene Sachet,Rp 1.500,-87,Perawatan Pribadi
,Sikat Gigi Formula,Rp 6000,-70,Perawatan Pribadi
PRD060581,Gula Pasir Gulaku 1kg, 16000 ,36,Sembako
PRD060582,Kecap ABC Pouch 220ml,9500.00,-42,Bumbu
PRD060583,Saus Sambal ABC 340ml,Rp 15.000,51,
PRD060584,Tisu Tessa 250s,17000,99,Lainnya
PRD060585,Indomie Kuah Soto,Rp 2800,79,
PRD060586,,3500.00,6,Bumbu
PRD060587,Sabun Lifebuoy Merah,Rp 4.000,66.0,Perawatan Pribadi
PRD060588,Indomie Kuah Soto,2800.00,-2,Makanan
PRD060589,Kopi Nescafe Classic,5000,65.0,Minuman
PRD060590,Deterjen Daia 850g,18500,85,Pembersih
PRD060591,Popok MamyPoko Pants M,55000,91,
PRD060592,Sabun Nuvo Biru,3500,26,Perawatan Pribadi
PRD060593,Pasta Gigi Pepsodent 190g,12500,61.0,Perawatan Pribadi
PRD060594,Minyak Sania 2L,34500,43,Sembako
PRD060595,,,11,Minuman
PRD060596,Kecap Bango Pouch 220ml,,21,Bumbu
PRD060597,Coca Cola Botol 390ml,Rp 5.000,35,Minuman
PRD060598,Kecap ABC Pouch 220ml,9500,7,Bumbu
PRD060599,Kopi Torabika Susu,1500,-9,Minuman
PRD060600,Pembalut Laurier Relax Night,20000.00,34.0,Perawatan Pribadi
PRD060601,Rokok Gudang Garam Filter,Rp 23000,48,Rokok
PRD060602,Minyak Bimoli 2L,35000,51,Sembako
PRD060603,,Rp 5.000,16,Perawatan Pribadi
PRD060604,Kapur Barus Bagus,Rp 15.000,81,
PRD060605,Baterai ABC Sedang (2 pcs),Rp 10.000,61.0,Lainnya
PRD060606,Rokok Djarum Super,22000,78,Rokok
PRD060607,Le Minerale 600ml,Rp 3.500,63,Minuman
PRD060608,Deterjen Attack Jaz1 800g,19000,,Pembersih
PRD060609,,Rp 7000,53,Minuman
PRD060610,Tisu Paseo 250s,18500,51.0,Lainnya
PRD060611,Kopi Kapal Api Sachet,1500,39,Minuman
PRD060612,Teh Sariwangi Celup,6500,55,Minuman
PRD060613,Le Minerale 600ml, 3500 ,48,Minuman
PRD060614,Sikat Gigi Formula,Rp 6000,93,Perawatan Pribadi
PRD060615,Obat Nyamuk Baygon Bakar, 6000 ,58,Lainnya
PRD060616,Baterai Alkalin AA (2 pcs),15000,25,Lainnya
PRD060617,Rokok Marlboro Merah,Rp 38.000,28,Rokok
PRD060618,Kopi Luwak White Koffie,Rp 2.000,-15,
PRD060619,Bumbu Racik Indofood Sayur Asem,Rp 2.500,51,Bumbu
PRD060620,Susu Frisian Flag Sachet,1500,,Minuman
PRD060621,Margarin Blue Band 200g,9500,68,Sembako
PRD060622,Margarin Blue Band 200g, 9500 ,89,Sembako
PRD060623,Rokok Sampoerna Mild,Rp 30.000,29.0,Rokok
PRD060624,,Rp 13.500,75,Pembersih
PRD060625,Margarin Blue Band 200g,Rp 9.500,78.0,Sembako
PRD060626,Kapur Barus Bagus,Rp 15.000,99,Lainnya
PRD060627,Bumbu Racik Indofood Sayur Asem,2500,77,Bumbu
PRD060628,Tisu Tessa 250s,17000,2.0,Lainnya
PRD060629,Kopi Luwak White Koffie,Rp 2.000,-13,
PRD060630,Susu Bear Brand,,59.0,Minuman
PRD060631,Deterjen Rinso Anti Noda 700g,22000.00,4,Pembersih
PRD060632,,Rp 5000,38,
PRD060633,Minyak Curah 1L,16000.00,90,Sembako
,Sikat Gigi Formula,6000,48,Perawatan Pribadi
PRD060635,,3500,85,Bumbu
PRD060636,Popok MamyPoko Pants M,,6,Perawatan Bayi
PRD060637,Bumbu Racik Indofood Sayur Asem,Rp 2500,81,Bumbu
PRD060638,Sabun Mandi Dettol,5000,18,Perawatan Pribadi
PRD060639,Susu Indomilk Sachet,Rp 1500,3,Minuman
PRD060640,Teh Celup Sosro,7000,11,Minuman
PRD060641,Kecap ABC Pouch 220ml,Rp 9.500,-31,Bumbu
PRD060642,Tisu Paseo 250s, 18500 ,55,Lainnya
PRD060643,Kopi Nescafe Classic,Rp 5000,26,Minuman
PRD060644,Deterjen Attack Jaz1 800g,Rp 19000,45,Pembersih
PRD060645,Obat Nyamuk Baygon Bakar,Rp 6.000,59,Lainnya
PRD060646,Bumbu Racik Indofood Nasi Goreng, 2500 ,62,Bumbu
PRD060647,Gula Curah 1kg,15000.00,-98,Sembako
PRD060648,Kecap Bango Pouch 220ml,,-64,Bumbu
PRD060649,Sprite Botol 390ml,Rp 5000,32,Minuman
PRD060650,Pembersih Lantai Wipol 750ml,18000,26,Pembersih
PRD060651,Teh Pucuk Harum 350ml,4000,13,Minuman
PRD060652,Obat Nyamuk Hit Spray,35000,18,Lainnya
PRD060653,Minyak Curah 1L,16000.00,13,
PRD060654,Pembalut Charm Cooling Fresh,18000.00,65,Perawatan Pribadi
PRD060655,Minyak Sania 2L,Rp 34500,55.0,Sembako
PRD060656,Teh Sariwangi Celup,6500.00,42,Minuman
PRD060657,Shampo Clear Sachet,Rp 1500,,Perawatan Pribadi
PRD060658,Baterai ABC Sedang (2 pcs),10000.00,18,Lainnya
PRD060659,Kopi Luwak White Koffie,,100,Minuman
PRD060660,Sabun Nuvo Biru,,5.0,Perawatan Pribadi
PRD060661,Baterai ABC Sedang (2 pcs), 10000 ,9,
PRD060662,Indomie Kuah Ayam Bawang,2800,75,Makanan
PRD060663,Sabun Cuci Piring Mama Lemon 400ml,9500.00,57.0,Pembersih
PRD060664,Obat Nyamuk Hit Spray, 35000 ,44,Lainnya
PRD060665,Kopi ABC Susu,Rp 1.500,5,Minuman
PRD060666,Pembalut Laurier Relax Night,,22,Perawatan Pribadi
PRD060667,Beras Ramos 5kg,65000,-66,Sembako
PRD060668,Tepung Beras Rose Brand 500g,7500,31,Sembako
PRD060669,Sikat Gigi Formula,6000.00,20.0,Perawatan Pribadi
PRD060670,Le Minerale 600ml, 3500 ,75,Minuman
PRD060671,Korek Api Gas Tokai,Rp 3.000,98,
PRD060672,Obat Nyamuk Baygon Bakar, 6000 ,,Lainnya
PRD060673,Le Minerale 600ml,3500,51.0,Minuman
PRD060674,Pembersih Lantai Super Pell 770ml,13500.00,38,Pembersih
PRD060675,Susu Bear Brand,Rp 10.500,57,Minuman
PRD060676,,,68.0,Makanan
PRD060677,Kopi Luwak White Koffie,Rp 2000,11,Minuman
PRD060678,Kopi Luwak White Koffie,Rp 2000,,Minuman
PRD060679,Minyak Curah 1L,Rp 16000,33,Sembako
PRD060680,Coca Cola Botol 390ml,5000,88,Minuman
PRD060681,Pembersih Lantai Super Pell 770ml,13500.00,-44,Pembersih
,Popok Sweety Bronze Pants L,Rp 48.000,26,Perawatan Bayi
PRD060683,Sikat Gigi Formula,6000,86,Perawatan Pribadi
PRD060684,Teh Sariwangi Celup,Rp 6500,80,Minuman
PRD060685,Sabun Nuvo Biru,Rp 3.500,-79,Perawatan Pribadi
PRD060686,Saus Sambal Indofood 340ml,14500,73,Bumbu
PRD060687,Kopi Torabika Susu,1500,4,Minuman
,Deterjen Attack Jaz1 800g,Rp 19000,95,Pembersih
PRD060689,Susu Indomilk Sachet,1500.00,99,Minuman
PRD060690,Kopi Nescafe Classic,5000,82,Minuman
PRD060691,Bumbu Racik Indofood Sayur Asem,2500.00,56,Bumbu
PRD060692,Rokok Surya 16,31000.00,78,Rokok
PRD060693,Susu Bear Brand,,,Minuman
PRD060694,Minyak Bimoli 2L,35000.00,77.0,Sembako
PRD060695,Pembalut Charm Cooling Fresh,Rp 18.000,53,Perawatan Pribadi
PRD060696,Sprite Botol 390ml,Rp 5000,-50,Minuman
PRD060697,Susu Dancow Sachet,,77,Minuman
PRD060698,Bumbu Racik Indofood Sayur Asem,2500.00,59,Bumbu
PRD060699,Margarin Blue Band 200g,Rp 9500,11.0,Sembako
PRD060700,Shampo Lifebuoy Sachet,1000,16,Perawatan Pribadi
PRD060701,Obat Nyamuk Baygon Bakar,6000.00,66,Lainnya
PRD060702,Pasta Gigi Pepsodent 190g,,82,Perawatan Pribadi
PRD060703,,Rp 31.000,63,Rokok
PRD060704,Gula Curah 1kg,Rp 15.000,,Sembako
PRD060705,Popok Sweety Bronze Pants L,48000.00,39,Perawatan Bayi
PRD060706,Indomie Goreng,Rp 3000,72,Makanan
PRD060707,Coca Cola Botol 390ml,Rp 5000,94,
PRD060708,Indomie Goreng,3000.00,78,Makanan
PRD060709,Indomie Kuah Soto,Rp 2800,95,Makanan
PRD060710,Kopi Torabika Susu,Rp 1500,90,Minuman
PRD060711,Aqua Galon,21000.00,88,Minuman
PRD060712,Rokok Djarum Super,Rp 22.000,-58,Rokok
PRD060713,Gula Curah 1kg,15000,60,Sembako
PRD060714,Beras Pandan Wangi 5kg,70000.00,91,Sembako
PRD060715,Popok Sweety Bronze Pants L,Rp 48000,78,Perawatan Bayi
PRD060716,Teh Celup Sosro,Rp 7000,80,Minuman
PRD060717,Rokok Djarum Super,22000.00,32,Rokok
PRD060718,,12500.00,56,Perawatan Pribadi
PRD060719,Obat Nyamuk Baygon Bakar,6000,,Lainnya
PRD060720,Minyak Filma 2L,Rp 34000,0.0,Sembako
PRD060721,Le Minerale 600ml,,29,Minuman
PRD060722,Shampo Pantene Sachet,Rp 1500,,Perawatan Pribadi
PRD060723,Beras Ramos 5kg,65000,48,Sembako
PRD060724,Bumbu Racik Indofood Nasi Goreng,2500,43,Bumbu
PRD060725,Beras Pandan Wangi 5kg,Rp 70000,2,Sembako
PRD060726,Garam Refina 250g,3500.00,83,Bumbu
PRD060727,,Rp 48.000,48,Perawatan Bayi
,Popok MamyPoko Pants M,Rp 55.000,67,Perawatan Bayi
PRD060729,Tisu Paseo 250s,18500.00,37,Lainnya
PRD060730,Deterjen Attack Jaz1 800g,Rp 19000,,Pembersih
PRD060731,Teh Pucuk Harum 350ml,Rp 4.000,60,Minuman
PRD060732,Sabun Cuci Piring Sunlight 460ml,11000.00,-90,Pembersih
PRD060733,Garam Kapal 250g,Rp 3000,33,Bumbu
PRD060734,Sabun Lifebuoy Merah,4000.00,10,Perawatan Pribadi
PRD060735,Saus Sambal ABC 340ml, 15000 ,4,Bumbu
PRD060736,Garam Kapal 250g,3000,58,Bumbu
PRD060737,Rokok Surya 16,31000.00,77,Rokok
PRD060738,Deterjen Daia 850g,18500.00,41,Pembersih
,Obat Nyamuk Hit Spray,35000.00,-4,Lainnya
PRD060740,Susu Dancow Sachet,3500,34,Minuman
PRD060741,Tepung Terigu Segitiga Biru 1kg,Rp 13000,1,Sembako
PRD060742,Deterjen Attack Jaz1 800g,Rp 19.000,-65,Pembersih
PRD060743,Aqua Galon,21000.00,-93,Minuman
PRD060744,Shampo Pantene Sachet,Rp 1.500,42,Perawatan Pribadi
PRD060745,Minyak Bimoli 2L,Rp 35.000,56,Sembako
PRD060746,Pasta Gigi Ciptadent 190g,10000,96,Perawatan Pribadi
PRD060747,,,33.0,Bumbu
PRD060748,,Rp 3000,86,Lainnya
PRD060749,,15000.00,67,Lainnya
PRD060750,Kopi ABC Susu,1500,76,Minuman
PRD060751,Obat Nyamuk Hit Spray,Rp 35000,49,Lainnya
PRD060752,Beras Pandan Wangi 5kg,Rp 70.000,26,Sembako
PRD060753,Margarin Forvita 200g,Rp 7.000,51,
PRD060754,Minyak Curah 1L,,47,Sembako
PRD060755,Aqua Galon,21000,-26,Minuman
PRD060756,Kapur Barus Bagus,Rp 15000,64,Lainnya
PRD060757,Susu Indomilk Sachet,1500.00,27,Minuman
PRD060758,Deterjen Daia 850g, 18500 ,20.0,Pembersih
PRD060759,Coca Cola Botol 390ml,5000.00,23,Minuman
PRD060760,Pembalut Charm Cooling Fresh,18000.00,92,Perawatan Pribadi
PRD060761,Rokok Sampoerna Mild, 30000 ,60,Rokok
PRD060762,Indomie Kuah Soto,Rp 2800,100,
PRD060763,Kecap ABC Pouch 220ml,9500,70,Bumbu
PRD060764,Minyak Bimoli 2L,35000,46,Sembako
PRD060765,Susu Dancow Sachet,3500,100,Minuman
PRD060766,Susu Indomilk Sachet,Rp 1500,42,Minuman
PRD060767,Teh Pucuk Harum 350ml,4000.00,15,Minuman
PRD060768,Kecap Bango Pouch 220ml,11000,64,Bumbu
PRD060769,Kecap Bango Pouch 220ml,Rp 11.000,7,Bumbu
PRD060770,Korek Api Gas Tokai,Rp 3.000,85,Lainnya
PRD060771,Margarin Blue Band 200g,9500.00,57,Sembako
PRD060772,Saus Sambal Indofood 340ml, 14500 ,91,
PRD060773,Minyak Sania 2L,34500,10,Sembako
,Le Minerale 600ml,3500.00,84,Minuman
PRD060775,Deterjen Daia 850g,18500.00,-97,Pembersih
PRD060776,Saus Sambal ABC 340ml,15000.00,,Bumbu
PRD060777,Aqua Galon,Rp 21000,2,Minuman
PRD060778,Sabun Lux Mawar,4500,86,Perawatan Pribadi
PRD060779,Popok MamyPoko Pants M,55000,,Perawatan Bayi
PRD060780,Tepung Tapioka Rose Brand 500g,8000,50,Sembako
PRD060781,Deterjen Attack Jaz1 800g,19000,64,Pembersih
PRD060782,Baterai Alkalin AA (2 pcs), 15000 ,30,Lainnya
PRD060783,Sikat Gigi Formula,6000,21,Perawatan Pribadi
PRD060784,Susu Indomilk Sachet,Rp 1.500,75,Minuman
PRD060785,Tisu Tessa 250s,Rp 17.000,8,Lainnya
PRD060786,Beras Pandan Wangi 5kg,70000.00,50.0,Sembako
PRD060787,Indomie Goreng, 3000 ,61,
PRD060788,Sabun Cuci Piring Sunlight 460ml,11000,29,Pembersih
PRD060789,Pembalut Charm Cooling Fresh,Rp 18000,97,Perawatan Pribadi
PRD060790,Gula Curah 1kg,15000.00,89,Sembako
PRD060791,Sabun Nuvo Biru, 3500 ,73,Perawatan Pribadi
PRD060792,Beras Ramos 5kg,,30,Sembako
PRD060793,Sabun Cuci Piring Sunlight 460ml,11000,-44,Pembersih
PRD060794,Sabun Nuvo Biru,Rp 3.500,52,Perawatan Pribadi
PRD060795,Tepung Tapioka Rose Brand 500g,Rp 8000,8,Sembako
PRD060796,Baterai Alkalin AA (2 pcs),15000.00,31,
PRD060797,Aqua Botol 600ml,Rp 3500,73,
PRD060798,Tepung Terigu Segitiga Biru 1kg,Rp 13000,68,Sembako
PRD060799,Minyak Filma 2L,Rp 34.000,12,Sembako
PRD060800,Beras Ramos 5kg,65000,57,Sembako
PRD060801,Kopi Nescafe Classic,5000,1,Minuman
PRD060802,Susu Indomilk Sachet,1500,12,Minuman
PRD060803,Aqua Botol 600ml,3500,67,Minuman
PRD060804,Indomie Kuah Ayam Bawang, 2800 ,79,Makanan
PRD060805,Sabun Mandi Dettol,5000,39,Perawatan Pribadi
PRD060806,Pembersih Lantai Super Pell 770ml,Rp 13500,100,Pembersih
PRD060807,Rokok Marlboro Merah,Rp 38000,32,Rokok
PRD060808,Margarin Forvita 200g,7000,58,Sembako
,Teh Sariwangi Celup,Rp 6500,9,Minuman
PRD060810,Minyak Sania 2L,,-64,Sembako
PRD060811,Obat Nyamuk Baygon Bakar, 6000 ,27,Lainnya
PRD060812,Sikat Gigi Formula,6000.00,13,Perawatan Pribadi
PRD060813,Sabun Nuvo Biru,Rp 3500,75,Perawatan Pribadi
PRD060814,Sabun Lux Mawar,Rp 4500,26,Perawatan Pribadi
PRD060815,Teh Sariwangi Celup,6500,74,Minuman
PRD060816,Shampo Sunsilk Sachet,1500.00,-82,Perawatan Pribadi
PRD060817,Susu Indomilk Sachet,,-78,Minuman
PRD060818,Garam Kapal 250g,3000,44.0,Bumbu
PRD060819,Saus Sambal ABC 340ml,15000,-68,Bumbu
PRD060820,Pasta Gigi Ciptadent 190g,10000.00,27.0,Perawatan Pribadi
PRD060821,Fanta Merah 390ml,5000.00,45,Minuman
PRD060822,Kopi Luwak White Koffie,,22,Minuman
,Sabun Nuvo Biru,3500.00,90,Perawatan Pribadi
PRD060824,Margarin Blue Band 200g, 9500 ,,Sembako
PRD060825,Rokok Surya 16,31000.00,,Rokok
PRD060826,Sabun Lifebuoy Merah,4000.00,-5,Perawatan Pribadi
PRD060827,Baterai Alkalin AA (2 pcs),15000,88,Lainnya
PRD060828,Deterjen Daia 850g,18500,37,Pembersih
PRD060829,Shampo Sunsilk Sachet,Rp 1500,17,Perawatan Pribadi
PRD060830,Susu Dancow Sachet,Rp 3500,22,Minuman
PRD060831,Sikat Gigi Formula,6000.00,3,Perawatan Pribadi
PRD060832,Sikat Gigi Formula,Rp 6000,84,Perawatan Pribadi
PRD060833,Garam Refina 250g,3500,54,Bumbu
PRD060834,Kopi Nescafe Classic,5000,38,Minuman
PRD060835,Kopi Luwak White Koffie, 2000 ,15,Minuman
PRD060836,Tisu Tessa 250s,Rp 17000,-14,Lainnya
PRD060837,Gula Pasir Gulaku 1kg,Rp 16.000,69.0,Sembako
PRD060838,Susu Frisian Flag Sachet,Rp 1.500,4,Minuman
PRD060839,Minyak Curah 1L, 16000 ,,Sembako
PRD060840,Tepung Beras Rose Brand 500g,Rp 7.500,44,Sembako
,Rokok Sampoerna Mild,Rp 30000,94,Rokok
PRD060842,Aqua Gelas 240ml,Rp 1000,90,Minuman
PRD060843,Kopi Kapal Api Sachet,Rp 1.500,32,Minuman
PRD060844,Tepung Beras Rose Brand 500g,Rp 7500,-64,Sembako
PRD060845,Kopi Kapal Api Sachet,Rp 1.500,75,Minuman
PRD060846,Sabun Lux Mawar,4500,63.0,Perawatan Pribadi
PRD060847,Gula Curah 1kg, 15000 ,26,Sembako
PRD060848,Sabun Lifebuoy Merah, 4000 ,0,Perawatan Pribadi
PRD060849,Margarin Forvita 200g,7000.00,29,Sembako
PRD060850,Sabun Nuvo Biru,Rp 3500,33,Perawatan Pribadi
PRD060851,Aqua Botol 600ml,Rp 3.500,76.0,Minuman
,Kapur Barus Bagus,15000,14,Lainnya
