product_id,product_name,price,stock,category
PRD030425,Sikat Gigi Formula,6000,88,Perawatan Pribadi
PRD030426,Pembersih Lantai Wipol 750ml,Rp 18.000,69,Pembersih
PRD030427,Gula Pasir Gulaku 1kg,16000,-33,Sembako
PRD030428,Teh Celup Sosro,7000,38,Minuman
PRD030429,Teh Sariwangi Celup,Rp 6500,65,Minuman
PRD030430,Kecap ABC Pouch 220ml,9500,-97,Bumbu
PRD030431,Pembalut Laurier Relax Night,20000.00,88.0,Perawatan Pribadi
PRD030432,Garam Kapal 250g, 3000 ,83,Bumbu
PRD030433,Sabun Lux Mawar,4500,70,Perawatan Pribadi
PRD030434,Shampo Lifebuoy Sachet,1000,24,Perawatan Pribadi
PRD030435,Pembalut Laurier Relax Night,20000.00,19,Perawatan Pribadi
PRD030436,Beras Pandan Wangi 5kg,Rp 70000,38,Sembako
PRD030437,Indomie Kuah Ayam Bawang,Rp 2.800,64,Makanan
PRD030438,Rokok Surya 16,31000,100,Rokok
PRD030439,Pembalut Charm Cooling Fresh,Rp 18.000,67,Perawatan Pribadi
PRD030440,Shampo Sunsilk Sachet,1500.00,0,Perawatan Pribadi
PRD030441,Kecap Bango Pouch 220ml,Rp 11000,-86,Bumbu
PRD030442,Sprite Botol 390ml,5000.00,,Minuman
PRD030443,Minyak Bimoli 2L,35000,83,Sembako
PRD030444,Pasta Gigi Ciptadent 190g,10000,23.0,Perawatan Pribadi
PRD030445,Shampo Sunsilk Sachet,Rp 1.500,26,Perawatan Pribadi
PRD030446,Le Minerale 600ml,Rp 3500,68,Minuman
PRD030447,Tepung Terigu Segitiga Biru 1kg,13000,21.0,Sembako
PRD030448,Aqua Galon, 21000 ,79,Minuman
PRD030449,Kecap Bango Pouch 220ml,Rp 11.000,75,Bumbu
PRD030450,Kopi Luwak White Koffie, 2000 ,20,Minuman
PRD030451,Susu Dancow Sachet,3500,0,Minuman
PRD030452,Bumbu Racik Indofood Sayur Asem,2500.00,98,Bumbu
PRD030453,Coca Cola Botol 390ml,5000.00,-84,Minuman
PRD030454,Shampo Lifebuoy Sachet,1000,44,Perawatan Pribadi
PRD030455,Gula Pasir Gulaku 1kg,16000,39,Sembako
,Rokok Surya 16,31000,80,Rokok
PRD030457,Rokok Surya 16,Rp 31.000,40,Rokok
PRD030458,Beras Pandan Wangi 5kg,70000.00,50,Sembako
PRD030459,Minyak Curah 1L,Rp 16000,3,Sembako
PRD030460,Tepung Tapioka Rose Brand 500g,Rp 8000,-27,Sembako
PRD030461,,Rp 10000,-34,Perawatan Pribadi
PRD030462,Indomie Kari Ayam,2800,62,Makanan
PRD030463,Kopi Kapal Api Sachet,1500,90,Minuman
PRD030464,Obat Nyamuk Hit Spray,35000,52,Lainnya
PRD030465,Aqua Botol 600ml, 3500 ,98,Minuman
PRD030466,Sabun Nuvo Biru,3500,16,Perawatan Pribadi
PRD030467,Minyak Sania 2L,Rp 34.500,45,Sembako
PRD030468,Aqua Galon,21000,41,Minuman
PRD030469,Kapur Barus Bagus,Rp 15.000,6,Lainnya
PRD030470,Shampo Lifebuoy Sachet,1000,,Perawatan Pribadi
PRD030471,Susu Frisian Flag Sachet, 1500 ,,
PRD030472,Teh Pucuk Harum 350ml,,54,Minuman
PRD030473,Susu Bear Brand,10500.00,-54,Minuman
PRD030474,Rokok Surya 16,31000.00,53,Rokok
PRD030475,Kopi Nescafe Classic,5000,19,Minuman
PRD030476,Tisu Paseo 250s,18500.00,33.0,Lainnya
,Aqua Gelas 240ml,Rp 1000,54,Minuman
PRD030478,Popok Sweety Bronze Pants L,Rp 48.000,78,Perawatan Bayi
PRD030479,Rokok Marlboro Merah,38000,61,Rokok
PRD030480,Kecap ABC Pouch 220ml,9500,71,Bumbu
PRD030481,Shampo Clear Sachet,1500,38,Perawatan Pribadi
PRD030482,Tepung Tapioka Rose Brand 500g,8000,36,Sembako
PRD030483,Garam Kapal 250g,Rp 3000,2.0,Bumbu
PRD030484,Minyak Bimoli 2L,35000,14,Sembako
PRD030485,Deterjen Attack Jaz1 800g,Rp 19.000,-15,Pembersih
PRD030486,Tisu Tessa 250s,17000,77,Lainnya
PRD030487,Pasta Gigi Ciptadent 190g,Rp 10.000,97,Perawatan Pribadi
PRD030488,Beras Pandan Wangi 5kg,70000,39,Sembako
PRD030489,Rokok Sampoerna Mild,30000.00,20,Rokok
PRD030490,,1500.00,31,Minuman
PRD030491,Sabun Lux Mawar,Rp 4500,45,Perawatan Pribadi
PRD030492,Rokok Sampoerna Mild,30000,-67,Rokok
PRD030493,,Rp 35.000,-17,Sembako
PRD030494,,Rp 10500,60,Minuman
PRD030495,Kopi Kapal Api Sachet, 1500 ,2,Minuman
PRD030496,Minyak Filma 2L,Rp 34.000,,Sembako
PRD030497,Sabun Lifebuoy Merah,4000.00,44,Perawatan Pribadi
PRD030498,Kopi Kapal Api Sachet,1500,3.0,Minuman
PRD030499,Deterjen Attack Jaz1 800g,Rp 19.000,62,Pembersih
PRD030500,Kecap Bango Pouch 220ml,11000.00,66,Bumbu
PRD030501,Aqua Gelas 240ml,1000.00,61.0,Minuman
PRD030502,Popok Sweety Bronze Pants L,Rp 48000,100,Perawatan Bayi
PRD030503,Baterai Alkalin AA (2 pcs),Rp 15.000,-96,Lainnya
PRD030504,Pembersih Lantai Super Pell 770ml,13500.00,,Pembersih
PRD030505,Margarin Forvita 200g,Rp 7.000,84,Sembako
PRD030506,Margarin Forvita 200g,7000,85,Sembako
PRD030507,Sabun Nuvo Biru,Rp 3500,59,Perawatan Pribadi
PRD030508,Popok MamyPoko Pants M,55000.00,82,Perawatan Bayi
PRD030509,Kopi Luwak White Koffie,2000.00,39,Minuman
PRD030510,Sabun Lux Mawar, 4500 ,16,Perawatan Pribadi
PRD030511,Popok MamyPoko Pants M, 55000 ,50,Perawatan Bayi
,Pembersih Lantai Wipol 750ml,18000,58,Pembersih
PRD030513,Susu Indomilk Sachet,Rp 1.500,-34,Minuman
PRD030514,Rokok Sampoerna Mild,Rp 30.000,59,Rokok
PRD030515,Sprite Botol 390ml,Rp 5.000,16,Minuman
PRD030516,Margarin Blue Band 200g,,-50,Sembako
PRD030517,Gula Curah 1kg,Rp 15000,36,Sembako
PRD030518,Susu Dancow Sachet,3500.00,92,Minuman
PRD030519,Indomie Kuah Soto,2800,-86,Makanan
PRD030520,,Rp 2500,51,Bumbu
PRD030521,,1500.00,86.0,Perawatan Pribadi
PRD030522,Kopi Kapal Api Sachet, 1500 ,76,Minuman
PRD030523,Minyak Bimoli 2L,Rp 35000,74,Sembako
PRD030524,Margarin Blue Band 200g,Rp 9500,78,Sembako
PRD030525,Pembersih Lantai Wipol 750ml,Rp 18000,89,Pembersih
PRD030526,Pembersih Lantai Super Pell 770ml,13500,-7,Pembersih
PRD030527,Baterai ABC Sedang (2 pcs),Rp 10000,62,Lainnya
PRD030528,Gula Curah 1kg, 15000 ,27.0,Sembako
PRD030529,Aqua Botol 600ml,3500,49,Minuman
PRD030530,Teh Sariwangi Celup,Rp 6.500,-79,Minuman
PRD030531,Sikat Gigi Formula,6000.00,,Perawatan Pribadi
PRD030532,Baterai ABC Sedang (2 pcs),10000.00,53,Lainnya
PRD030533,Shampo Lifebuoy Sachet,1000,46,Perawatan Pribadi
PRD030534,Sabun Cuci Piring Sunlight 460ml,11000,10,Pembersih
PRD030535,Rokok Sampoerna Mild,30000,14,Rokok
PRD030536,Tepung Terigu Segitiga Biru 1kg, 13000 ,50,Sembako
PRD030537,Minyak Sania 2L,34500,12,Sembako
PRD030538,Deterjen Rinso Anti Noda 700g,Rp 22.000,18,Pembersih
PRD030539,Garam Kapal 250g,3000.00,67,Bumbu
PRD030540,Pembersih Lantai Wipol 750ml,Rp 18.000,7,Pembersih
PRD030541,Pasta Gigi Pepsodent 190g, 12500 ,54.0,Perawatan Pribadi
PRD030542,Rokok Marlboro Merah,38000.00,23,Rokok
PRD030543,Tepung Tapioka Rose Brand 500g,8000,72,Sembako
PRD030544,Kopi ABC Susu,1500.00,28,Minuman
PRD030545,Tepung Beras Rose Brand 500g,Rp 7500,-43,Sembako
PRD030546,Deterjen Rinso Anti Noda 700g,22000,30,Pembersih
PRD030547,Beras Ramos 5kg,65000,26,Sembako
PRD030548,Tisu Tessa 250s, 17000 ,48,Lainnya
PRD030549,Beras Rojolele 5kg,Rp 67.000,,Sembako
PRD030550,Fanta Merah 390ml,Rp 5000,69,Minuman
PRD030551,Deterjen Rinso Anti Noda 700g,22000.00,8.0,Pembersih
PRD030552,Tepung Terigu Segitiga Biru 1kg,Rp 13000,43,Sembako
PRD030553,Teh Celup Sosro, 7000 ,88,Minuman
,Deterjen Rinso Anti Noda 700g,Rp 22.000,20,Pembersih
PRD030555,Pasta Gigi Pepsodent 190g,12500,14,Perawatan Pribadi
PRD030556,Shampo Sunsilk Sachet,1500,93,Perawatan Pribadi
PRD030557,Sprite Botol 390ml,5000,31,Minuman
PRD030558,Sabun Lifebuoy Merah,4000.00,25,Perawatan Pribadi
PRD030559,Indomie Goreng,3000,64.0,Makanan
PRD030560,Minyak Curah 1L,16000,96,Sembako
PRD030561,Garam Kapal 250g,Rp 3.000,20,Bumbu
PRD030562,Kapur Barus Bagus,15000,56,Lainnya
PRD030563,Kecap Bango Pouch 220ml,Rp 11.000,,Bumbu
PRD030564,Baterai ABC Sedang (2 pcs),Rp 10.000,87,Lainnya
,Pasta Gigi Ciptadent 190g,Rp 10000,,Perawatan Pribadi
PRD030566,,Rp 2.900,33,Makanan
PRD030567,Rokok Gudang Garam Filter,Rp 23.000,53,Rokok
PRD030568,Mie Sedap Goreng,2900,89,Makanan
PRD030569,Tisu Tessa 250s,17000,,Lainnya
PRD030570,Pembalut Laurier Relax Night,Rp 20.000,-33,Perawatan Pribadi
PRD030571,Aqua Galon,21000.00,16,Minuman
PRD030572,Le Minerale 600ml,Rp 3.500,44,Minuman
PRD030573,Pembersih Lantai Wipol 750ml,18000,93,Pembersih
PRD030574,Indomie Goreng,,31,Makanan
PRD030575,Kapur Barus Bagus, 15000 ,40,Lainnya
PRD030576,Indomie Kuah Soto,Rp 2.800,81,Makanan
PRD030577,,21000.00,86,Minuman
PRD030578,Rokok Djarum Super,22000.00,94,Rokok
PRD030579,Mie Sedap Goreng,2900.00,-35,Makanan
PRD030580,Margarin Forvita 200g,7000,31,Sembako
PRD030581,Tepung Tapioka Rose Brand 500g,8000,75,
PRD030582,Beras Rojolele 5kg,Rp 67.000,14,Sembako
PRD030583,Tisu Paseo 250s,18500,21.0,Lainnya
PRD030584,Pasta Gigi Ciptadent 190g,10000,23,Perawatan Pribadi
PRD030585,Beras Rojolele 5kg,67000,2.0,Sembako
PRD030586,Obat Nyamuk Hit Spray,Rp 35000,27.0,Lainnya
PRD030587,Baterai ABC Sedang (2 pcs),10000,2,Lainnya
PRD030588,Sabun Nuvo Biru,3500,49,Perawatan Pribadi
,Obat Nyamuk Hit Spray,Rp 35.000,82,Lainnya
PRD030590,Teh Sariwangi Celup,6500,20,Minuman
PRD030591,Beras Ramos 5kg,65000,23,Sembako
PRD030592,Susu Bear Brand,Rp 10.500,49,Minuman
PRD030593,Pembersih Lantai Super Pell 770ml,Rp 13.500,17,Pembersih
PRD030594,Sprite Botol 390ml,5000,67,Minuman
PRD030595,Deterjen Daia 850g,Rp 18500,-32,Pembersih
PRD030596,Kopi ABC Susu,1500.00,41.0,Minuman
PRD030597,Susu Bear Brand,10500,55,Minuman
PRD030598,Tepung Beras Rose Brand 500g, 7500 ,5,
,,Rp 2.800,51.0,Makanan
PRD030600,Susu Indomilk Sachet, 1500 ,56,Minuman
,Tepung Beras Rose Brand 500g,7500.00,41,Sembako
PRD030602,Sabun Lux Mawar,Rp 4.500,73,Perawatan Pribadi
PRD030603,Beras Pandan Wangi 5kg,70000,-78,Sembako
PRD030604,Susu Frisian Flag Sachet,1500,85,Minuman
PRD030605,Margarin Blue Band 200g,9500.00,68,Sembako
PRD030606,Popok MamyPoko Pants M, 55000 ,-11,Perawatan Bayi
PRD030607,Pembalut Charm Cooling Fresh,18000,-21,Perawatan Pribadi
PRD030608,Indomie Kuah Soto,Rp 2800,4.0,Makanan
PRD030609,Obat Nyamuk Baygon Bakar,Rp 6.000,42,Lainnya
PRD030610,,Rp 22.000,62,Pembersih
PRD030611,Obat Nyamuk Baygon Bakar,,42,Lainnya
,Pasta Gigi Ciptadent 190g,Rp 10000,38,Perawatan Pribadi
PRD030613,Kapur Barus Bagus,Rp 15000,31,Lainnya
PRD030614,Margarin Blue Band 200g,9500,82,Sembako
PRD030615,Tisu Tessa 250s,17000,38,Lainnya
PRD030616,Shampo Sunsilk Sachet,Rp 1500,85,Perawatan Pribadi
PRD030617,Tepung Beras Rose Brand 500g,Rp 7500,0,Sembako
PRD030618,,Rp 16.000,27,Sembako
PRD030619,Aqua Gelas 240ml,1000.00,86,Minuman
PRD030620,Baterai ABC Sedang (2 pcs),10000.00,48,Lainnya
PRD030621,Minyak Sania 2L,34500.00,94,
PRD030622,Baterai ABC Sedang (2 pcs),Rp 10000,22.0,Lainnya
PRD030623,Aqua Galon,21000.00,29,Minuman
PRD030624,Aqua Gelas 240ml,1000,-24,Minuman
PRD030625,Gula Curah 1kg, 15000 ,36,Sembako
PRD030626,Deterjen Rinso Anti Noda 700g,,97,Pembersih
PRD030627,Kopi Kapal Api Sachet, 1500 ,9,Minuman
PRD030628,Saus Sambal Indofood 340ml,14500,74,Bumbu
PRD030629,Sabun Mandi Dettol,5000.00,21,Perawatan Pribadi
PRD030630,Beras Pandan Wangi 5kg,Rp 70000,31,Sembako
PRD030631,Sabun Mandi Dettol,Rp 5.000,-18,Perawatan Pribadi
PRD030632,Susu Frisian Flag Sachet,1500.00,2,Minuman
,Pembalut Charm Cooling Fresh,Rp 18000,,Perawatan Pribadi
PRD030634,Korek Api Gas Tokai,3000.00,,Lainnya
PRD030635,Teh Celup Sosro,7000,25,Minuman
PRD030636,Bumbu Racik Indofood Sayur Asem,Rp 2.500,68,Bumbu
PRD030637,Teh Pucuk Harum 350ml, 4000 ,-89,Minuman
PRD030638,Shampo Clear Sachet,1500,3,Perawatan Pribadi
PRD030639,Garam Refina 250g,3500,7,Bumbu
PRD030640,Kapur Barus Bagus, 15000 ,74,Lainnya
PRD030641,Pembalut Charm Cooling Fresh,,-7,Perawatan Pribadi
PRD030642,Garam Refina 250g,3500,10,Bumbu
PRD030643,Susu Frisian Flag Sachet,1500.00,14.0,Minuman
PRD030644,Shampo Pantene Sachet, 1500 ,37,Perawatan Pribadi
PRD030645,Fanta Merah 390ml,5000.00,60.0,Minuman
PRD030646,Minyak Sania 2L,Rp 34.500,83.0,Sembako
PRD030647,Mie Sedap Goreng,Rp 2.900,-74,Makanan
PRD030648,Saus Sambal ABC 340ml, 15000 ,48,Bumbu
PRD030649,Garam Kapal 250g,Rp 3000,63.0,Bumbu
PRD030650,Kecap Bango Pouch 220ml,Rp 11000,38,Bumbu
PRD030651,Kopi Luwak White Koffie,2000,97,Minuman
PRD030652,Indomie Kari Ayam,2800.00,40,Makanan
PRD030653,Rokok Surya 16,Rp 31.000,27,Rokok
PRD030654,Beras Rojolele 5kg,67000,23,Sembako
PRD030655,Indomie Kuah Ayam Bawang,2800,-41,Makanan
PRD030656,Kopi Nescafe Classic,Rp 5000,85,Minuman
PRD030657,Obat Nyamuk Hit Spray,Rp 35.000,9,Lainnya
PRD030658,Teh Pucuk Harum 350ml,4000,45,Minuman
,Shampo Clear Sachet,1500,7,Perawatan Pribadi
PRD030660,Indomie Kuah Ayam Bawang,2800.00,,Makanan
PRD030661,Le Minerale 600ml,3500,33,Minuman
PRD030662,Obat Nyamuk Hit Spray,Rp 35000,54.0,Lainnya
PRD030663,Rokok Surya 16,31000,-12,Rokok
PRD030664,Rokok Gudang Garam Filter,23000,52.0,Rokok
PRD030665,Gula Curah 1kg,,70,Sembako
PRD030666,Baterai Alkalin AA (2 pcs),15000.00,42,Lainnya
PRD030667,Minyak Curah 1L,Rp 16.000,10.0,Sembako
PRD030668,Aqua Botol 600ml,Rp 3500,,Minuman
,Kapur Barus Bagus,Rp 15000,5,Lainnya
PRD030670,Rokok Gudang Garam Filter,23000,78,Rokok
PRD030671,Sabun Lux Mawar,4500.00,13.0,Perawatan Pribadi
PRD030672,Shampo Pantene Sachet,1500,22,Perawatan Pribadi
PRD030673,Tepung Tapioka Rose Brand 500g,Rp 8000,93,Sembako
PRD030674,Pembersih Lantai Wipol 750ml,18000.00,47,Pembersih
PRD030675,Kopi ABC Susu, 1500 ,-56,Minuman
PRD030676,Sabun Mandi Dettol,Rp 5.000,91.0,Perawatan Pribadi
PRD030677,Minyak Bimoli 2L,35000.00,,Sembako
PRD030678,Gula Pasir Gulaku 1kg,Rp 16000,48.0,Sembako
PRD030679,Deterjen Rinso Anti Noda 700g,Rp 22.000,73,Pembersih
PRD030680,Le Minerale 600ml,Rp 3500,93,Minuman
PRD030681,Rokok Marlboro Merah,38000,76,Rokok
PRD030682,Rokok Sampoerna Mild,30000.00,60,Rokok
PRD030683,Rokok Surya 16,31000,35,Rokok
PRD030684,Pasta Gigi Ciptadent 190g,10000,93,Perawatan Pribadi
PRD030685,Sprite Botol 390ml,,12,Minuman
PRD030686,Kecap ABC Pouch 220ml,Rp 9.500,51,Bumbu
PRD030687,Rokok Sampoerna Mild,Rp 30000,5,Rokok
PRD030688,Saus Sambal Indofood 340ml,Rp 14500,37,Bumbu
PRD030689,Teh Pucuk Harum 350ml,Rp 4000,,Minuman
PRD030690,,4500,94.0,Perawatan Pribadi
PRD030691,Sabun Lux Mawar,4500.00,68.0,Perawatan Pribadi
PRD030692,Aqua Botol 600ml,3500,57,Minuman
PRD030693,Rokok Marlboro Merah,Rp 38000,,Rokok
PRD030694,,10000,-38,Perawatan Pribadi
PRD030695,Kopi Luwak White Koffie,2000,32,Minuman
PRD030696,Korek Api Gas Tokai,3000,50,Lainnya
PRD030697,Fanta Merah 390ml,5000,62.0,Minuman
PRD030698,Beras Rojolele 5kg,67000.00,13,Sembako
PRD030699,Shampo Lifebuoy Sachet,Rp 1.000,21,Perawatan Pribadi
PRD030700,Sikat Gigi Formula,6000,,Perawatan Pribadi
PRD030701,Rokok Gudang Garam Filter,23000,69,Rokok
PRD030702,Saus Sambal ABC 340ml,Rp 15000,62.0,Bumbu
PRD030703,Margarin Forvita 200g,Rp 7.000,3.0,Sembako
PRD030704,Kopi Kapal Api Sachet,1500.00,87.0,
PRD030705,Sabun Lifebuoy Merah,,66,Perawatan Pribadi
PRD030706,Susu Dancow Sachet,,23.0,Minuman
PRD030707,Pembersih Lantai Super Pell 770ml,13500.00,-50,Pembersih
PRD030708,Pembalut Laurier Relax Night,Rp 20000,77,Perawatan Pribadi
PRD030709,Minyak Curah 1L,Rp 16.000,,Sembako
PRD030710,Obat Nyamuk Baygon Bakar,Rp 6.000,52.0,Lainnya
PRD030711,Pembersih Lantai Super Pell 770ml,13500,55,Pembersih
PRD030712,Indomie Kuah Ayam Bawang,Rp 2800,0,Makanan
PRD030713,Garam Kapal 250g,Rp 3.000,79,Bumbu
PRD030714,Shampo Pantene Sachet,1500,29,Perawatan Pribadi
PRD030715,Beras Rojolele 5kg,Rp 67000,35,Sembako
PRD030716,Indomie Goreng,3000,94,Makanan
PRD030717,Pembalut Charm Cooling Fresh,18000.00,93,Perawatan Pribadi
PRD030718,Deterjen Daia 850g,18500.00,61,Pembersih
PRD030719,Sabun Cuci Piring Sunlight 460ml,11000,71,Pembersih
,,4000,12,Perawatan Pribadi
PRD030721,Sabun Lifebuoy Merah,4000.00,63,Perawatan Pribadi
PRD030722,Minyak Filma 2L,Rp 34.000,12,
PRD030723,Deterjen Attack Jaz1 800g, 19000 ,18,Pembersih
PRD030724,Indomie Kari Ayam,Rp 2.800,,Makanan
PRD030725,Rokok Marlboro Merah,38000,25.0,Rokok
PRD030726,Kopi Torabika Susu,1500,10,Minuman
PRD030727,Obat Nyamuk Hit Spray,35000.00,21,Lainnya
PRD030728,Kopi Kapal Api Sachet, 1500 ,89,Minuman
PRD030729,Bumbu Racik Indofood Sayur Asem,2500.00,-53,Bumbu
PRD030730,Beras Ramos 5kg,Rp 65.000,69,Sembako
PRD030731,Rokok Gudang Garam Filter, 23000 ,93,Rokok
,Minyak Filma 2L,Rp 34000,2.0,Sembako
PRD030733,,2000.00,67,Minuman
PRD030734,Garam Refina 250g,Rp 3500,24,Bumbu
PRD030735,,55000,-47,
PRD030736,Sabun Mandi Dettol, 5000 ,43,Perawatan Pribadi
PRD030737,Shampo Pantene Sachet,Rp 1.500,36,Perawatan Pribadi
PRD030738,Pasta Gigi Pepsodent 190g,12500.00,,Perawatan Pribadi
PRD030739,Aqua Galon,21000.00,-33,Minuman
PRD030740,Susu Frisian Flag Sachet,1500,45,Minuman
PRD030741,Minyak Curah 1L,16000,68,Sembako
PRD030742,Le Minerale 600ml, 3500 ,24,Minuman
PRD030743,Shampo Clear Sachet,Rp 1500,86.0,Perawatan Pribadi
PRD030744,Minyak Curah 1L,16000,41,Sembako
PRD030745,Sabun Lux Mawar,4500,95,Perawatan Pribadi
PRD030746,Minyak Sania 2L,Rp 34.500,43.0,Sembako
PRD030747,,Rp 7.000,29,Sembako
PRD030748,Coca Cola Botol 390ml, 5000 ,91,Minuman
PRD030749,Beras Ramos 5kg,Rp 65.000,24,Sembako
PRD030750,Indomie Kuah Ayam Bawang,2800.00,-27,Makanan
PRD030751,Kopi ABC Susu, 1500 ,-8,Minuman
PRD030752,Gula Curah 1kg,15000,-59,Sembako
PRD030753,Bumbu Racik Indofood Sayur Asem,2500,58,
PRD030754,Garam Kapal 250g, 3000 ,67,Bumbu
PRD030755,Deterjen Daia 850g,Rp 18500,58,Pembersih
PRD030756,Bumbu Racik Indofood Sayur Asem,2500.00,75.0,Bumbu
PRD030757,Baterai Alkalin AA (2 pcs),Rp 15000,54,Lainnya
PRD030758,Deterjen Daia 850g,Rp 18500,27,Pembersih
PRD030759,Fanta Merah 390ml,Rp 5.000,28,Minuman
PRD030760,Rokok Sampoerna Mild,Rp 30000,27,
PRD030761,Tepung Terigu Segitiga Biru 1kg,13000,56,
PRD030762,Indomie Kuah Soto,2800.00,-15,Makanan
PRD030763,Gula Pasir Gulaku 1kg, 16000 ,-52,Sembako
PRD030764,Pembalut Laurier Relax Night,Rp 20000,,Perawatan Pribadi
PRD030765,Rokok Surya 16,31000,55,Rokok
PRD030766,Rokok Marlboro Merah,,6,Rokok
PRD030767,Minyak Filma 2L,34000,94,Sembako
PRD030768,Deterjen Daia 850g,18500,-20,
PRD030769,Pembersih Lantai Wipol 750ml,18000.00,14,Pembersih
PRD030770,Aqua Galon,21000.00,65,
PRD030771,Pasta Gigi Ciptadent 190g,10000.00,93,Perawatan Pribadi
PRD030772,,2900,38.0,Makanan
PRD030773,Tepung Terigu Segitiga Biru 1kg,13000.00,3,Sembako
PRD030774,,9500,-82,Sembako
PRD030775,Pembersih Lantai Wipol 750ml,18000,-36,Pembersih
PRD030776,Beras Pandan Wangi 5kg,70000,63.0,
PRD030777,,Rp 6.000,46,Lainnya
PRD030778,Gula Curah 1kg,15000,51.0,Sembako
PRD030779,Sabun Cuci Piring Mama Lemon 400ml,9500,,Pembersih
PRD030780,Popok MamyPoko Pants M,55000.00,71,Perawatan Bayi
PRD030781,Susu Indomilk Sachet,Rp 1.500,98,Minuman
PRD030782,Sprite Botol 390ml,5000,42,Minuman
PRD030783,Kecap ABC Pouch 220ml,9500.00,52,Bumbu
PRD030784,Indomie Kari Ayam, 2800 ,13,Makanan
PRD030785,Kopi Luwak White Koffie,Rp 2000,68,Minuman
PRD030786,Obat Nyamuk Baygon Bakar,6000,33,Lainnya
PRD030787,Susu Bear Brand,Rp 10500,87,Minuman
PRD030788,Kecap ABC Pouch 220ml,9500.00,73,Bumbu
PRD030789,Aqua Galon, 21000 ,88,Minuman
PRD030790,Indomie Goreng,3000,30,Makanan
PRD030791,Garam Kapal 250g,Rp 3000,66,Bumbu
PRD030792,Deterjen Daia 850g,Rp 18.500,46,Pembersih
PRD030793,Minyak Bimoli 2L,35000.00,-61,Sembako
PRD030794,Tepung Tapioka Rose Brand 500g,8000.00,-46,Sembako
PRD030795,Korek Api Gas Tokai,Rp 3000,,Lainnya
PRD030796,Susu Indomilk Sachet,Rp 1.500,79,Minuman
PRD030797,Tepung Terigu Segitiga Biru 1kg,13000.00,42,Sembako
PRD030798,Shampo Sunsilk Sachet,,-88,Perawatan Pribadi
PRD030799,Le Minerale 600ml,3500.00,69,Minuman
PRD030800,Margarin Forvita 200g,7000,55,Sembako
,Susu Indomilk Sachet, 1500 ,57,Minuman
PRD030802,Pembersih Lantai Wipol 750ml,Rp 18000,80,Pembersih
,Gula Curah 1kg,15000,,Sembako
PRD030804,Minyak Curah 1L,16000,61,Sembako
PRD030805,Kecap Bango Pouch 220ml,11000,43,Bumbu
PRD030806,,9500,-16,Pembersih
PRD030807,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,67,Bumbu
PRD030808,Rokok Marlboro Merah,Rp 38000,53,Rokok
PRD030809,Sprite Botol 390ml,5000,90,Minuman
PRD030810,Obat Nyamuk Hit Spray,35000,28,Lainnya
PRD030811,Kopi ABC Susu,1500.00,42,Minuman
PRD030812,Bumbu Racik Indofood Sayur Asem,2500.00,,Bumbu
PRD030813,Kecap ABC Pouch 220ml,9500,53,Bumbu
PRD030814,Kopi Nescafe Classic,Rp 5.000,67,Minuman
PRD030815,Pasta Gigi Pepsodent 190g,12500,72,Perawatan Pribadi
PRD030816,Tisu Tessa 250s,17000.00,22,Lainnya
PRD030817,,Rp 8.000,7.0,Sembako
PRD030818,Sikat Gigi Formula,,84,Perawatan Pribadi
,Garam Refina 250g,3500,28,Bumbu
PRD030820,Gula Pasir Gulaku 1kg,Rp 16000,85,
PRD030821,Minyak Filma 2L, 34000 ,100.0,Sembako
PRD030822,Coca Cola Botol 390ml,Rp 5.000,82,
PRD030823,Tepung Beras Rose Brand 500g,Rp 7500,26,Sembako
PRD030824,Pembalut Laurier Relax Night,Rp 20.000,28.0,
PRD030825,Margarin Blue Band 200g,Rp 9500,36,Sembako
PRD030826,Pembalut Charm Cooling Fresh,18000,49,Perawatan Pribadi
PRD030827,Shampo Clear Sachet,1500.00,87,Perawatan Pribadi
PRD030828,Indomie Kuah Soto,Rp 2800,88,Makanan
,Korek Api Gas Tokai, 3000 ,80,Lainnya
PRD030830,Popok Sweety Bronze Pants L,48000,39,Perawatan Bayi
PRD030831,Beras Rojolele 5kg,,73,Sembako
PRD030832,Rokok Marlboro Merah, 38000 ,51,Rokok
PRD030833,Obat Nyamuk Baygon Bakar,6000,71,Lainnya
PRD030834,Pasta Gigi Ciptadent 190g,10000,21,Perawatan Pribadi
PRD030835,Kopi Nescafe Classic,Rp 5.000,41,Minuman
PRD030836,Tepung Beras Rose Brand 500g,Rp 7.500,92,Sembako
PRD030837,,65000,13,Sembako
PRD030838,Sabun Mandi Dettol,5000,74,
PRD030839,Gula Curah 1kg,15000.00,-31,Sembako
PRD030840,Garam Refina 250g, 3500 ,-51,Bumbu
PRD030841,Saus Sambal Indofood 340ml,14500,23,Bumbu
PRD030842,Pembersih Lantai Wipol 750ml,18000,29,Pembersih
PRD030843,Minyak Bimoli 2L,Rp 35.000,20,Sembako
PRD030844,Sabun Lifebuoy Merah,4000,64,Perawatan Pribadi
PRD030845,Sabun Nuvo Biru,Rp 3500,99,Perawatan Pribadi
,Tepung Terigu Segitiga Biru 1kg,,,Sembako
PRD030847,Aqua Botol 600ml,3500,-58,Minuman
PRD030848,Tepung Beras Rose Brand 500g, 7500 ,99,Sembako
PRD030849,Tepung Tapioka Rose Brand 500g,Rp 8000,32.0,Sembako
