tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD150426,Kopi Torabika Susu,,8,Minuman
PRD150427,Susu Bear Brand,10500.00,41,Minuman
PRD150428,Teh Pucuk Harum 350ml,4000,2,Minuman
PRD150429,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,55,Pembersih
PRD150430,Shampo Clear Sachet,1500,89,Perawatan Pribadi
PRD150431,, 6000 ,96.0,Lainnya
PRD150432,Minyak Bimoli 2L,Rp 35000,92,Sembako
PRD150433,Kopi Luwak White Koffie, 2000 ,50,Minuman
PRD150434,Kopi Nescafe Classic,5000.00,10.0,Minuman
PRD150435,Baterai Alkalin AA (2 pcs), 15000 ,69,Lainnya
PRD150436,Garam Refina 250g,3500,29,Bumbu
PRD150437,,Rp 4000,66,Perawatan Pribadi
PRD150438,,Rp 2.500,48,Bumbu
PRD150439,Sikat Gigi Formula,6000,98,Perawatan Pribadi
PRD150440,Kapur Barus Bagus,15000.00,24,Lainnya
PRD150441,Tisu Paseo 250s,18500,35,Lainnya
PRD150442,Aqua Botol 600ml,3500,15,Minuman
PRD150443,Teh Sariwangi Celup,6500,16,Minuman
PRD150444,Shampo Sunsilk Sachet,,22.0,Perawatan Pribadi
PRD150445,Rokok Djarum Super,Rp 22000,90,Rokok
PRD150446,Aqua Botol 600ml,3500,86,
PRD150447,Beras Ramos 5kg,Rp 65.000,52,Sembako
PRD150448,Gula Curah 1kg,Rp 15.000,22,Sembako
PRD150449,Sabun Mandi Dettol, 5000 ,12,Perawatan Pribadi
PRD150450,Rokok Marlboro Merah,38000.00,6,Rokok
PRD150451,Tepung Beras Rose Brand 500g,7500.00,82.0,Sembako
PRD150452,Bumbu Racik Indofood Nasi Goreng,,,Bumbu
PRD150453,Minyak Curah 1L, 16000 ,14,Sembako
PRD150454,Shampo Lifebuoy Sachet,1000,-68,Perawatan Pribadi
,Pasta Gigi Pepsodent 190g,Rp 12.500,32,Perawatan Pribadi
PRD150456,Sabun Cuci Piring Mama Lemon 400ml,9500,54,Pembersih
PRD150457,Bumbu Racik Indofood Nasi Goreng,2500.00,30,Bumbu
PRD150458,Sprite Botol 390ml,5000,73,Minuman
PRD150459,Minyak Bimoli 2L, 35000 ,38,Sembako
PRD150460,Sikat Gigi Formula,Rp 6000,90,Perawatan Pribadi
PRD150461,Teh Sariwangi Celup,6500.00,13.0,Minuman
PRD150462,Kecap Bango Pouch 220ml, 11000 ,-21,Bumbu
PRD150463,Obat Nyamuk Baygon Bakar,6000,17,Lainnya
PRD150464,Kopi Nescafe Classic,5000.00,,Minuman
PRD150465,Sabun Mandi Dettol,Rp 5.000,47,Perawatan Pribadi
PRD150466,Shampo Lifebuoy Sachet,Rp 1.000,-65,Perawatan Pribadi
PRD150467,Aqua Galon,21000,14,Minuman
PRD150468,Rokok Surya 16, 31000 ,40,Rokok
PRD150469,Shampo Pantene Sachet,Rp 1.500,26,Perawatan Pribadi
PRD150470,Pembersih Lantai Wipol 750ml,Rp 18.000,50,Pembersih
PRD150471,Teh Pucuk Harum 350ml,Rp 4.000,,Minuman
PRD150472,Sprite Botol 390ml,5000.00,,Minuman
PRD150473,Coca Cola Botol 390ml,5000.00,33,Minuman
,Minyak Curah 1L,Rp 16.000,70,Sembako
PRD150475,Minyak Bimoli 2L,Rp 35.000,41.0,Sembako
PRD150476,Kopi Nescafe Classic,5000.00,10,Minuman
PRD150477,Rokok Gudang Garam Filter,23000,51,Rokok
PRD150478,Kopi Torabika Susu,1500,38.0,Minuman
PRD150479,Sprite Botol 390ml,5000.00,-59,Minuman
PRD150480,Bumbu Racik Indofood Nasi Goreng,,97,Bumbu
,Bumbu Racik Indofood Sayur Asem,2500.00,88.0,Bumbu
PRD150482,Aqua Galon,Rp 21.000,,Minuman
PRD150483,Tepung Beras Rose Brand 500g,7500.00,4,Sembako
PRD150484,Rokok Gudang Garam Filter,23000,-26,Rokok
PRD150485,Kopi ABC Susu,1500,-22,Minuman
PRD150486,Sabun Mandi Dettol,5000,99,Perawatan Pribadi
PRD150487,Rokok Djarum Super,Rp 22000,34,Rokok
PRD150488,Korek Api Gas Tokai,Rp 3.000,24.0,Lainnya
PRD150489,Shampo Pantene Sachet,1500.00,45,Perawatan Pribadi
PRD150490,Beras Ramos 5kg,65000,34,Sembako
PRD150491,Sikat Gigi Formula,Rp 6.000,30,Perawatan Pribadi
PRD150492,Tisu Paseo 250s,18500,33.0,Lainnya
PRD150493,Tisu Paseo 250s,Rp 18.500,36,
PRD150494,Kopi Kapal Api Sachet, 1500 ,16,Minuman
PRD150495,Shampo Clear Sachet,Rp 1.500,95,Perawatan Pribadi
PRD150496,Garam Refina 250g,3500.00,48,Bumbu
PRD150497,Baterai ABC Sedang (2 pcs),10000,-67,Lainnya
PRD150498,Aqua Gelas 240ml,1000,8,Minuman
PRD150499,Gula Pasir Gulaku 1kg,16000.00,47,Sembako
PRD150500,Kopi Nescafe Classic,Rp 5000,81,Minuman
PRD150501,Shampo Pantene Sachet,Rp 1.500,13,Perawatan Pribadi
PRD150502,,4500,-32,Perawatan Pribadi
PRD150503,Kopi Nescafe Classic,5000,-31,Minuman
,Pembersih Lantai Super Pell 770ml,Rp 13500,64,Pembersih
PRD150505,Aqua Gelas 240ml, 1000 ,24,Minuman
PRD150506,Rokok Sampoerna Mild,30000.00,96,Rokok
PRD150507,Kopi Torabika Susu,Rp 1500,36.0,Minuman
PRD150508,Gula Curah 1kg, 15000 ,48,Sembako
PRD150509,Kopi Nescafe Classic,Rp 5.000,43,Minuman
PRD150510,Pasta Gigi Pepsodent 190g,12500,30,Perawatan Pribadi
PRD150511,Kopi Luwak White Koffie, 2000 ,44,Minuman
PRD150512,Deterjen Rinso Anti Noda 700g,Rp 22000,12,Pembersih
PRD150513,Tisu Paseo 250s,Rp 18.500,8,Lainnya
PRD150514,Pembersih Lantai Super Pell 770ml,,80,Pembersih
PRD150515,Shampo Lifebuoy Sachet,Rp 1.000,39,
PRD150516,Beras Pandan Wangi 5kg,70000.00,71,
PRD150517,Bumbu Racik Indofood Nasi Goreng,2500,-60,Bumbu
PRD150518,,1500.00,38,Perawatan Pribadi
PRD150519,Obat Nyamuk Hit Spray,Rp 35.000,46,Lainnya
PRD150520,Deterjen Attack Jaz1 800g,19000,16,
PRD150521,Susu Indomilk Sachet,1500,,Minuman
,Margarin Forvita 200g,7000,15,Sembako
PRD150523,Kopi Luwak White Koffie,Rp 2000,-38,Minuman
PRD150524,Sprite Botol 390ml,Rp 5.000,11,Minuman
,Tepung Terigu Segitiga Biru 1kg,13000.00,56.0,Sembako
PRD150526,Deterjen Daia 850g,,36.0,Pembersih
PRD150527,Kopi Torabika Susu,Rp 1500,97.0,Minuman
PRD150528,Deterjen Rinso Anti Noda 700g,Rp 22000,84,Pembersih
PRD150529,Kopi Luwak White Koffie,2000,41,Minuman
PRD150530,Indomie Kari Ayam,Rp 2800,97.0,Makanan
PRD150531,Saus Sambal Indofood 340ml,Rp 14500,92,Bumbu
PRD150532,Teh Pucuk Harum 350ml,4000.00,10,Minuman
PRD150533,Saus Sambal ABC 340ml,Rp 15000,46,Bumbu
PRD150534,Sabun Cuci Piring Sunlight 460ml,Rp 11000,49,Pembersih
PRD150535,Pembalut Charm Cooling Fresh,Rp 18.000,53,Perawatan Pribadi
PRD150536,Aqua Botol 600ml,Rp 3500,11,Minuman
PRD150537,Le Minerale 600ml,Rp 3.500,41,Minuman
PRD150538,Fanta Merah 390ml,Rp 5.000,9,Minuman
PRD150539,Pembalut Charm Cooling Fresh,18000.00,88,Perawatan Pribadi
PRD150540,Mie Sedap Goreng,Rp 2.900,85,Makanan
PRD150541,Kopi Nescafe Classic, 5000 ,97,Minuman
PRD150542,Bumbu Racik Indofood Sayur Asem,2500,19,Bumbu
PRD150543,Kecap ABC Pouch 220ml,9500.00,2,Bumbu
,Baterai Alkalin AA (2 pcs),15000.00,67,Lainnya
PRD150545,Beras Pandan Wangi 5kg,70000,40.0,Sembako
PRD150546,,18000,35,Pembersih
PRD150547,Kecap Bango Pouch 220ml,Rp 11.000,32,Bumbu
PRD150548,Pembalut Laurier Relax Night,20000.00,17,Perawatan Pribadi
PRD150549,Susu Bear Brand,10500.00,40,Minuman
PRD150550,Baterai ABC Sedang (2 pcs),Rp 10.000,33,Lainnya
PRD150551,Indomie Kari Ayam,2800.00,51,Makanan
PRD150552,Rokok Marlboro Merah,38000,93,Rokok
PRD150553,Shampo Lifebuoy Sachet,1000.00,52,Perawatan Pribadi
PRD150554,Tepung Beras Rose Brand 500g,7500.00,28,Sembako
PRD150555,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,78,
PRD150556,Deterjen Rinso Anti Noda 700g,22000,44,Pembersih
PRD150557,Indomie Kuah Soto,Rp 2800,22,Makanan
PRD150558,Kecap Bango Pouch 220ml,11000,28.0,Bumbu
PRD150559,Indomie Kuah Ayam Bawang,2800,55,Makanan
PRD150560,Minyak Curah 1L,16000.00,-22,Sembako
PRD150561,Sabun Cuci Piring Mama Lemon 400ml,9500,25,Pembersih
PRD150562,Indomie Goreng,3000,-97,Makanan
PRD150563,Mie Sedap Goreng,Rp 2.900,22,Makanan
PRD150564,Shampo Lifebuoy Sachet,1000,40,Perawatan Pribadi
PRD150565,Baterai Alkalin AA (2 pcs),15000.00,,Lainnya
,Tepung Tapioka Rose Brand 500g,Rp 8000,57.0,Sembako
PRD150567,Pembalut Laurier Relax Night,Rp 20000,36,Perawatan Pribadi
PRD150568,Tisu Tessa 250s,Rp 17.000,14,Lainnya
PRD150569,Susu Bear Brand,10500,5.0,Minuman
PRD150570,Shampo Clear Sachet,Rp 1.500,16,Perawatan Pribadi
PRD150571,Indomie Kuah Ayam Bawang,Rp 2.800,83,Makanan
PRD150572,Margarin Blue Band 200g,9500.00,13,Sembako
PRD150573,Deterjen Rinso Anti Noda 700g,Rp 22.000,60,Pembersih
PRD150574,Beras Rojolele 5kg,67000.00,22,Sembako
PRD150575,Minyak Bimoli 2L, 35000 ,29,Sembako
PRD150576,Kopi Kapal Api Sachet, 1500 ,-34,Minuman
PRD150577,Fanta Merah 390ml,Rp 5000,22.0,Minuman
PRD150578,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,74,Sembako
PRD150579,Coca Cola Botol 390ml,5000,26,Minuman
,Indomie Kuah Ayam Bawang,2800,83,Makanan
PRD150581,Gula Pasir Gulaku 1kg,Rp 16000,42,
PRD150582,Susu Dancow Sachet,Rp 3.500,98,Minuman
PRD150583,,3000.00,-83,Bumbu
PRD150584,Beras Pandan Wangi 5kg,Rp 70000,78.0,Sembako
PRD150585,Kopi Kapal Api Sachet,,65,Minuman
PRD150586,Kapur Barus Bagus,Rp 15.000,53,Lainnya
PRD150587,Minyak Bimoli 2L,35000,73,Sembako
PRD150588,Deterjen Rinso Anti Noda 700g,,-52,Pembersih
PRD150589,Deterjen Rinso Anti Noda 700g,22000,80.0,Pembersih
PRD150590,Kecap ABC Pouch 220ml,Rp 9500,45,Bumbu
PRD150591,Baterai ABC Sedang (2 pcs),Rp 10.000,49,Lainnya
PRD150592,Pasta Gigi Pepsodent 190g,Rp 12500,-88,Perawatan Pribadi
PRD150593,Teh Pucuk Harum 350ml,4000,78,Minuman
PRD150594,Susu Frisian Flag Sachet, 1500 ,7,Minuman
PRD150595,Shampo Lifebuoy Sachet,1000,81,
PRD150596,Aqua Gelas 240ml,Rp 1.000,21,Minuman
PRD150597,Mie Sedap Goreng,Rp 2900,86,Makanan
PRD150598,Kopi Kapal Api Sachet,Rp 1.500,96.0,
PRD150599,Kopi ABC Susu, 1500 ,84,Minuman
PRD150600,Rokok Marlboro Merah,38000.00,,Rokok
PRD150601,Gula Curah 1kg,Rp 15.000,-85,Sembako
PRD150602,Deterjen Rinso Anti Noda 700g,Rp 22000,2,
PRD150603,Minyak Sania 2L,34500.00,-87,Sembako
PRD150604,Saus Sambal ABC 340ml,15000.00,56,Bumbu
PRD150605,Garam Refina 250g,Rp 3.500,7,Bumbu
,Rokok Gudang Garam Filter,23000,97,Rokok
PRD150607,Gula Curah 1kg,15000,83,Sembako
PRD150608,Beras Rojolele 5kg,67000,69,Sembako
PRD150609,Rokok Gudang Garam Filter,23000.00,70,Rokok
PRD150610,Deterjen Rinso Anti Noda 700g,22000.00,-24,
PRD150611,Deterjen Attack Jaz1 800g,Rp 19000,,Pembersih
PRD150612,Kopi Kapal Api Sachet,Rp 1500,29,Minuman
PRD150613,Kopi Nescafe Classic,5000.00,55,Minuman
,Pembersih Lantai Super Pell 770ml,Rp 13500,75,Pembersih
PRD150615,Kopi Luwak White Koffie,Rp 2000,37,Minuman
PRD150616,Indomie Kuah Soto,Rp 2.800,42,Makanan
PRD150617,Mie Sedap Goreng,2900,75,Makanan
PRD150618,Beras Ramos 5kg,Rp 65.000,2,
PRD150619,Mie Sedap Goreng,2900,-76,Makanan
PRD150620,Deterjen Attack Jaz1 800g,19000.00,99,Pembersih
PRD150621,Mie Sedap Goreng,2900.00,45,Makanan
PRD150622,Popok Sweety Bronze Pants L, 48000 ,91,Perawatan Bayi
PRD150623,,5000,36,Perawatan Pribadi
PRD150624,Deterjen Daia 850g,18500,94,Pembersih
PRD150625,Garam Kapal 250g,Rp 3000,-39,Bumbu
PRD150626,Minyak Sania 2L, 34500 ,31.0,
PRD150627,Minyak Sania 2L,34500.00,65,Sembako
PRD150628,Pembalut Laurier Relax Night,Rp 20000,-51,Perawatan Pribadi
PRD150629,Baterai ABC Sedang (2 pcs),10000.00,69,
PRD150630,Deterjen Attack Jaz1 800g,19000.00,81,Pembersih
PRD150631,Aqua Galon,Rp 21.000,,Minuman
PRD150632,Sikat Gigi Formula,,48.0,Perawatan Pribadi
PRD150633,Sabun Lifebuoy Merah,4000,16,Perawatan Pribadi
PRD150634,Margarin Forvita 200g, 7000 ,22,Sembako
PRD150635,Shampo Clear Sachet,1500.00,97,Perawatan Pribadi
PRD150636,Kapur Barus Bagus,15000,98,Lainnya
PRD150637,Pembersih Lantai Super Pell 770ml,Rp 13500,78,Pembersih
PRD150638,Shampo Lifebuoy Sachet,1000.00,-44,Perawatan Pribadi
,Mie Sedap Goreng,Rp 2.900,26,Makanan
PRD150640,Teh Pucuk Harum 350ml, 4000 ,56,Minuman
PRD150641,Aqua Botol 600ml,3500,42,Minuman
PRD150642,Indomie Kari Ayam,Rp 2.800,99,Makanan
PRD150643,Rokok Sampoerna Mild,Rp 30000,61,Rokok
PRD150644,Minyak Filma 2L,34000,14,Sembako
PRD150645,Susu Frisian Flag Sachet,1500,44,Minuman
PRD150646,Obat Nyamuk Baygon Bakar,Rp 6.000,63,Lainnya
PRD150647,Minyak Sania 2L,Rp 34500,21,Sembako
PRD150648,Deterjen Daia 850g,Rp 18500,32,Pembersih
PRD150649,Garam Refina 250g,Rp 3.500,11,Bumbu
PRD150650,Teh Pucuk Harum 350ml,4000,19,Minuman
PRD150651,Beras Pandan Wangi 5kg,Rp 70.000,27,Sembako
PRD150652,Teh Celup Sosro,7000.00,67,Minuman
PRD150653,Baterai ABC Sedang (2 pcs),10000,-92,Lainnya
PRD150654,Kopi Torabika Susu,1500,31,Minuman
PRD150655,Susu Dancow Sachet,3500,96,Minuman
PRD150656,Beras Pandan Wangi 5kg,Rp 70.000,29,Sembako
PRD150657,Aqua Botol 600ml,3500,96,Minuman
PRD150658,,10000.00,1,Lainnya
PRD150659,Indomie Goreng,Rp 3000,40,Makanan
PRD150660,Rokok Sampoerna Mild,Rp 30.000,44,Rokok
PRD150661,Minyak Sania 2L,Rp 34.500,61,Sembako
PRD150662,Deterjen Daia 850g,18500,-36,Pembersih
PRD150663,Shampo Pantene Sachet,1500.00,97,Perawatan Pribadi
PRD150664,Korek Api Gas Tokai,,87,Lainnya
PRD150665,Saus Sambal ABC 340ml,15000.00,-72,Bumbu
PRD150666,Susu Bear Brand,10500,,Minuman
PRD150667,Aqua Galon,,96,Minuman
PRD150668,Deterjen Attack Jaz1 800g,Rp 19000,53,Pembersih
PRD150669,Sabun Lux Mawar,4500,60,Perawatan Pribadi
PRD150670,Shampo Sunsilk Sachet,Rp 1.500,90,Perawatan Pribadi
,Kopi Luwak White Koffie,Rp 2000,75.0,Minuman
PRD150672,Indomie Kuah Ayam Bawang,2800.00,22,Makanan
PRD150673,Teh Celup Sosro,Rp 7.000,92,Minuman
PRD150674,Indomie Kuah Ayam Bawang,Rp 2800,37.0,Makanan
PRD150675,Mie Sedap Goreng,Rp 2900,23.0,Makanan
PRD150676,Margarin Forvita 200g,7000,57,Sembako
PRD150677,Beras Rojolele 5kg,67000,10,Sembako
PRD150678,Sabun Nuvo Biru,Rp 3500,79.0,Perawatan Pribadi
PRD150679,Deterjen Attack Jaz1 800g,Rp 19000,54,Pembersih
PRD150680,Saus Sambal ABC 340ml, 15000 ,65,Bumbu
PRD150681,Mie Sedap Goreng,Rp 2.900,80,Makanan
PRD150682,Tisu Paseo 250s, 18500 ,-97,Lainnya
PRD150683,,Rp 9.500,35,Pembersih
PRD150684,Aqua Botol 600ml,Rp 3.500,95,
PRD150685,Kopi Luwak White Koffie,Rp 2.000,-68,Minuman
PRD150686,Minyak Sania 2L,Rp 34500,84,Sembako
PRD150687,Indomie Kuah Ayam Bawang,Rp 2.800,83,Makanan
PRD150688,Bumbu Racik Indofood Nasi Goreng,2500,56,Bumbu
PRD150689,Susu Frisian Flag Sachet,Rp 1.500,86,Minuman
,Indomie Kuah Soto,Rp 2.800,29,Makanan
PRD150691,Sabun Nuvo Biru,3500,5,Perawatan Pribadi
PRD150692,,38000,8,Rokok
PRD150693,Rokok Marlboro Merah,38000,62,Rokok
PRD150694,,3500,,Perawatan Pribadi
PRD150695,Minyak Bimoli 2L,Rp 35.000,17,
PRD150696,Garam Refina 250g,Rp 3.500,2,Bumbu
PRD150697,Aqua Botol 600ml,3500.00,,Minuman
PRD150698,Popok Sweety Bronze Pants L,Rp 48000,-44,Perawatan Bayi
PRD150699,Aqua Botol 600ml,3500,49,Minuman
PRD150700,Kopi Kapal Api Sachet,1500,28,Minuman
PRD150701,Kopi Nescafe Classic,5000,15,Minuman
PRD150702,Aqua Galon,21000.00,54,Minuman
PRD150703,Korek Api Gas Tokai,Rp 3.000,46,Lainnya
PRD150704,Deterjen Daia 850g,18500,88,Pembersih
PRD150705,Bumbu Racik Indofood Nasi Goreng,,47.0,Bumbu
,Saus Sambal Indofood 340ml,14500,-86,Bumbu
PRD150707,Garam Refina 250g,3500.00,52,Bumbu
PRD150708,Rokok Marlboro Merah,Rp 38.000,-27,Rokok
PRD150709,Tepung Terigu Segitiga Biru 1kg,Rp 13000,29,Sembako
PRD150710,Margarin Blue Band 200g,Rp 9500,64,Sembako
PRD150711,Saus Sambal Indofood 340ml,Rp 14.500,88,Bumbu
PRD150712,Rokok Marlboro Merah,Rp 38000,39,Rokok
PRD150713,Gula Pasir Gulaku 1kg,Rp 16000,10,Sembako
PRD150714,Beras Ramos 5kg,65000,48,Sembako
PRD150715,Pasta Gigi Ciptadent 190g,10000,85,Perawatan Pribadi
PRD150716,Korek Api Gas Tokai,Rp 3.000,88.0,Lainnya
PRD150717,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,-91,Pembersih
PRD150718,Shampo Pantene Sachet,1500.00,19,Perawatan Pribadi
PRD150719,Aqua Gelas 240ml,1000,-42,Minuman
PRD150720,Kapur Barus Bagus, 15000 ,12,Lainnya
PRD150721,,Rp 6500,92,Minuman
PRD150722,Aqua Botol 600ml,3500.00,19,Minuman
PRD150723,Baterai Alkalin AA (2 pcs),15000,0.0,Lainnya
PRD150724,Korek Api Gas Tokai,3000,47,Lainnya
PRD150725,Rokok Marlboro Merah,38000,22,Rokok
PRD150726,Susu Dancow Sachet,Rp 3500,99,Minuman
PRD150727,Shampo Sunsilk Sachet,,24,Perawatan Pribadi
PRD150728,Susu Indomilk Sachet, 1500 ,52,Minuman
PRD150729,Shampo Sunsilk Sachet,1500,,Perawatan Pribadi
PRD150730,Deterjen Daia 850g,Rp 18.500,29.0,Pembersih
PRD150731,Tepung Terigu Segitiga Biru 1kg,Rp 13000,18,Sembako
PRD150732,Minyak Filma 2L,34000.00,-69,Sembako
PRD150733,Indomie Kuah Ayam Bawang, 2800 ,81,Makanan
PRD150734,Le Minerale 600ml,3500,52,Minuman
PRD150735,Pembersih Lantai Wipol 750ml, 18000 ,61,Pembersih
PRD150736,Baterai Alkalin AA (2 pcs),15000.00,28,Lainnya
PRD150737,Minyak Sania 2L,34500,66,Sembako
PRD150738,Aqua Galon, 21000 ,59,Minuman
PRD150739,Rokok Djarum Super,Rp 22.000,26,Rokok
PRD150740,Sprite Botol 390ml,Rp 5.000,-45,Minuman
PRD150741,Margarin Blue Band 200g,9500,82.0,Sembako
PRD150742,Obat Nyamuk Hit Spray,35000,72.0,Lainnya
PRD150743,Deterjen Attack Jaz1 800g,Rp 19.000,-24,Pembersih
PRD150744,Margarin Blue Band 200g, 9500 ,-39,Sembako
PRD150745,Indomie Kuah Soto, 2800 ,-10,Makanan
PRD150746,Deterjen Daia 850g,18500.00,66,Pembersih
PRD150747,Fanta Merah 390ml,,17,Minuman
PRD150748,Aqua Gelas 240ml,Rp 1000,50,Minuman
PRD150749,Korek Api Gas Tokai,Rp 3000,23,Lainnya
PRD150750,Saus Sambal Indofood 340ml,Rp 14.500,64,Bumbu
PRD150751,Korek Api Gas Tokai, 3000 ,39,Lainnya
PRD150752,Minyak Filma 2L,34000,80,Sembako
PRD150753,Kopi Kapal Api Sachet,1500,37,Minuman
PRD150754,Rokok Djarum Super,Rp 22.000,38,Rokok
PRD150755,Indomie Goreng,Rp 3000,37,Makanan
,Baterai ABC Sedang (2 pcs),Rp 10.000,15,Lainnya
PRD150757,Susu Bear Brand,Rp 10500,,Minuman
PRD150758,Baterai Alkalin AA (2 pcs),15000.00,17,Lainnya
PRD150759,Tepung Beras Rose Brand 500g,Rp 7500,50.0,Sembako
PRD150760,Sabun Mandi Dettol,Rp 5000,-51,Perawatan Pribadi
PRD150761,Minyak Curah 1L,Rp 16000,7,Sembako
PRD150762,Beras Rojolele 5kg,67000,79,Sembako
PRD150763,Pasta Gigi Pepsodent 190g,Rp 12.500,34,Perawatan Pribadi
PRD150764,Rokok Djarum Super,Rp 22000,45,Rokok
PRD150765,Kopi Luwak White Koffie,2000.00,35.0,Minuman
PRD150766,Le Minerale 600ml,3500,44,Minuman
PRD150767,Susu Frisian Flag Sachet,Rp 1500,95,Minuman
PRD150768,,1500.00,75,Minuman
PRD150769,Sabun Lux Mawar,Rp 4500,32,Perawatan Pribadi
PRD150770,Saus Sambal ABC 340ml,15000.00,62,Bumbu
PRD150771,Rokok Sampoerna Mild,30000,57,Rokok
PRD150772,Rokok Gudang Garam Filter,23000,50,Rokok
PRD150773,Indomie Kari Ayam,2800,,Makanan
PRD150774,,Rp 23000,46,Rokok
PRD150775,Susu Dancow Sachet,,37,Minuman
PRD150776,Saus Sambal Indofood 340ml,14500.00,42,Bumbu
PRD150777,Rokok Gudang Garam Filter,Rp 23000,48,Rokok
PRD150778,Saus Sambal Indofood 340ml,Rp 14.500,27,Bumbu
PRD150779,Teh Sariwangi Celup,Rp 6500,,
PRD150780,Rokok Djarum Super,Rp 22.000,,Rokok
PRD150781,Minyak Filma 2L,Rp 34000,70,Sembako
PRD150782,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,37,Bumbu
PRD150783,Pembersih Lantai Wipol 750ml,18000,45,Pembersih
PRD150784,Susu Dancow Sachet,3500,56,Minuman
PRD150785,Rokok Sampoerna Mild,30000,20,Rokok
PRD150786,Kopi Torabika Susu,Rp 1500,20,Minuman
PRD150787,Kopi Kapal Api Sachet,,,Minuman
PRD150788,Fanta Merah 390ml,5000,-80,Minuman
PRD150789,Saus Sambal ABC 340ml, 15000 ,,Bumbu
PRD150790,Korek Api Gas Tokai,Rp 3000,21,Lainnya
PRD150791,Shampo Lifebuoy Sachet,Rp 1000,-4,Perawatan Pribadi
PRD150792,Minyak Filma 2L,Rp 34000,,Sembako
PRD150793,Susu Dancow Sachet,Rp 3500,30,Minuman
PRD150794,Indomie Kuah Soto,2800,32,Makanan
PRD150795,Indomie Kuah Ayam Bawang,2800.00,72,Makanan
PRD150796,Indomie Goreng,Rp 3.000,7,Makanan
PRD150797,Susu Indomilk Sachet,Rp 1.500,52,Minuman
PRD150798,Shampo Clear Sachet,1500.00,20,Perawatan Pribadi
PRD150799,Popok MamyPoko Pants M,Rp 55000,23,Perawatan Bayi
PRD150800,,Rp 2.500,48,Bumbu
,Shampo Sunsilk Sachet,Rp 1500,90,Perawatan Pribadi
PRD150802,Gula Pasir Gulaku 1kg,16000.00,64,Sembako
PRD150803,Sprite Botol 390ml,5000,88,Minuman
PRD150804,Sabun Nuvo Biru,,75,Perawatan Pribadi
PRD150805,Minyak Bimoli 2L,35000,97,Sembako
PRD150806,Deterjen Attack Jaz1 800g,Rp 19000,77,Pembersih
PRD150807,Shampo Pantene Sachet,1500.00,95,Perawatan Pribadi
PRD150808,Rokok Surya 16,Rp 31.000,48,Rokok
PRD150809,Beras Ramos 5kg,Rp 65000,51,Sembako
PRD150810,Deterjen Daia 850g,18500,-92,Pembersih
PRD150811,Margarin Blue Band 200g,9500,-53,Sembako
PRD150812,,1500,43,Minuman
PRD150813,Saus Sambal Indofood 340ml,Rp 14500,25,Bumbu
PRD150814,Tisu Tessa 250s,17000.00,65,Lainnya
PRD150815,Kopi Nescafe Classic,5000,67,Minuman
PRD150816,Korek Api Gas Tokai,3000,71,Lainnya
PRD150817,Tisu Paseo 250s, 18500 ,73,
PRD150818,Mie Sedap Goreng,2900,-98,Makanan
PRD150819,Sabun Cuci Piring Sunlight 460ml,11000.00,93,Pembersih
PRD150820,Susu Dancow Sachet,3500.00,92,Minuman
PRD150821,Pasta Gigi Pepsodent 190g, 12500 ,0.0,Perawatan Pribadi
PRD150822,Beras Ramos 5kg,Rp 65.000,4,Sembako
PRD150823,Margarin Blue Band 200g,9500.00,-48,Sembako
PRD150824,Indomie Kuah Ayam Bawang,2800,6,Makanan
PRD150825,Pembersih Lantai Super Pell 770ml,Rp 13.500,61,Pembersih
PRD150826,Minyak Bimoli 2L,Rp 35000,-22,Sembako
PRD150827,Rokok Djarum Super,22000,59.0,Rokok
PRD150828,Teh Sariwangi Celup,Rp 6500,38.0,Minuman
PRD150829,Indomie Kuah Ayam Bawang,2800,49,Makanan
PRD150830,Beras Ramos 5kg,65000.00,,Sembako
PRD150831,Minyak Bimoli 2L,35000,-14,Sembako
PRD150832,Teh Pucuk Harum 350ml,4000.00,11,Minuman
PRD150833,Baterai Alkalin AA (2 pcs),15000,69.0,Lainnya
PRD150834,Le Minerale 600ml, 3500 ,31.0,Minuman
PRD150835,Susu Indomilk Sachet,1500,38.0,Minuman
PRD150836,Tepung Beras Rose Brand 500g,7500.00,94,Sembako
PRD150837,Sprite Botol 390ml,Rp 5000,0,Minuman
PRD150838,Gula Pasir Gulaku 1kg,16000,22,Sembako
,Margarin Blue Band 200g,Rp 9.500,84,Sembako
PRD150840,Aqua Gelas 240ml,Rp 1000,34,Minuman
PRD150841,Tepung Beras Rose Brand 500g,Rp 7.500,91,Sembako
PRD150842,Bumbu Racik Indofood Nasi Goreng,Rp 2500,62,Bumbu
PRD150843,Kopi Nescafe Classic,Rp 5.000,82.0,Minuman
PRD150844,, 3500 ,27,Bumbu
,Sabun Mandi Dettol,5000.00,60,Perawatan Pribadi
PRD150846,Saus Sambal ABC 340ml,15000,40.0,Bumbu
,Kopi Nescafe Classic,,31,Minuman
PRD150848,Aqua Gelas 240ml, 1000 ,98,Minuman
PRD150849,Aqua Botol 600ml,,88,Minuman
