kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD040428,Rokok Gudang Garam Filter,Rp 23000,4,Rokok
PRD040429,Sikat Gigi Formula,Rp 6000,35,Perawatan Pribadi
PRD040430,Teh Celup Sosro,Rp 7.000,67,Minuman
PRD040431,Saus Sambal Indofood 340ml,Rp 14.500,57,Bumbu
PRD040432,Teh Celup Sosro,,11,Minuman
PRD040433,Indomie Kari Ayam,2800.00,55,Makanan
PRD040434,Le Minerale 600ml,Rp 3.500,16,Minuman
PRD040435,Baterai ABC Sedang (2 pcs),Rp 10000,18,Lainnya
PRD040436,Bumbu Racik Indofood Nasi Goreng,Rp 2500,19.0,Bumbu
PRD040437,Sabun Lux Mawar,4500.00,,Perawatan Pribadi
PRD040438,,Rp 5000,51,Perawatan Pribadi
PRD040439,Gula Pasir Gulaku 1kg,16000,47,Sembako
PRD040440,Garam Refina 250g,Rp 3500,9,Bumbu
PRD040441,Tepung Tapioka Rose Brand 500g,Rp 8000,68,Sembako
PRD040442,Rokok Gudang Garam Filter,Rp 23.000,7,Rokok
PRD040443,,2800.00,57,Makanan
PRD040444,Sabun Nuvo Biru,,27,Perawatan Pribadi
PRD040445,Shampo Pantene Sachet, 1500 ,92,Perawatan Pribadi
PRD040446,Sabun Cuci Piring Sunlight 460ml,Rp 11000,43,Pembersih
PRD040447,Rokok Sampoerna Mild,30000,10.0,Rokok
PRD040448,Garam Refina 250g, 3500 ,14,Bumbu
PRD040449,Pasta Gigi Ciptadent 190g,10000.00,62,Perawatan Pribadi
PRD040450,Beras Rojolele 5kg,Rp 67.000,-36,Sembako
PRD040451,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,75.0,
PRD040452,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,64,Pembersih
PRD040453,Bumbu Racik Indofood Sayur Asem,2500,37,Bumbu
,Teh Celup Sosro,7000.00,62,Minuman
PRD040455,Deterjen Attack Jaz1 800g,Rp 19.000,41,Pembersih
PRD040456,Teh Pucuk Harum 350ml,4000,91,Minuman
,Aqua Botol 600ml,3500,3,Minuman
PRD040458,Rokok Surya 16,Rp 31.000,30,Rokok
PRD040459,Minyak Filma 2L,Rp 34.000,-100,Sembako
PRD040460,Saus Sambal Indofood 340ml,Rp 14500,70,Bumbu
PRD040461,Coca Cola Botol 390ml,5000,85,Minuman
PRD040462,Kopi Torabika Susu,1500,4,Minuman
PRD040463,Margarin Forvita 200g,7000,,Sembako
PRD040464,Susu Bear Brand, 10500 ,56,
PRD040465,Pembersih Lantai Super Pell 770ml,13500,83.0,Pembersih
PRD040466,Garam Refina 250g,3500,66,Bumbu
PRD040467,Pembalut Laurier Relax Night,20000.00,57,Perawatan Pribadi
PRD040468,Indomie Kari Ayam, 2800 ,30,Makanan
PRD040469,Tepung Terigu Segitiga Biru 1kg,Rp 13000,35,Sembako
PRD040470,Baterai Alkalin AA (2 pcs),15000,7,Lainnya
PRD040471,Tisu Tessa 250s,17000.00,87,Lainnya
PRD040472,Deterjen Attack Jaz1 800g,19000,10,Pembersih
PRD040473,Korek Api Gas Tokai,3000,29,Lainnya
PRD040474,Tisu Paseo 250s,Rp 18500,59,Lainnya
PRD040475,Pembalut Charm Cooling Fresh,18000,27,Perawatan Pribadi
PRD040476,Garam Refina 250g, 3500 ,-55,Bumbu
PRD040477,Kopi Nescafe Classic,5000,23.0,Minuman
PRD040478,Susu Frisian Flag Sachet,1500,-24,Minuman
PRD040479,Mie Sedap Goreng,,64,Makanan
PRD040480,Rokok Djarum Super,22000.00,38,Rokok
PRD040481,Indomie Kari Ayam,2800,15,Makanan
PRD040482,Tepung Terigu Segitiga Biru 1kg,Rp 13000,61,Sembako
PRD040483,,2500,52,Bumbu
PRD040484,Bumbu Racik Indofood Nasi Goreng,Rp 2500,24,Bumbu
PRD040485,Garam Kapal 250g, 3000 ,95,Bumbu
PRD040486,Beras Pandan Wangi 5kg,70000.00,,Sembako
PRD040487,Indomie Goreng,Rp 3000,84,Makanan
PRD040488,Fanta Merah 390ml, 5000 ,54,Minuman
PRD040489,Minyak Curah 1L,Rp 16.000,52,Sembako
PRD040490,Rokok Gudang Garam Filter,23000,51,Rokok
PRD040491,Pembalut Charm Cooling Fresh,Rp 18.000,61,Perawatan Pribadi
PRD040492,Sabun Lifebuoy Merah,Rp 4.000,92,Perawatan Pribadi
PRD040493,Baterai ABC Sedang (2 pcs),10000.00,,Lainnya
,Indomie Kari Ayam,2800,26,Makanan
PRD040495,Sabun Lifebuoy Merah,Rp 4000,68,Perawatan Pribadi
PRD040496,Obat Nyamuk Baygon Bakar,Rp 6000,39,Lainnya
PRD040497,Rokok Marlboro Merah,38000.00,66,Rokok
PRD040498,Sprite Botol 390ml,5000.00,79,Minuman
PRD040499,Susu Dancow Sachet,Rp 3.500,50.0,Minuman
PRD040500,Shampo Pantene Sachet, 1500 ,,Perawatan Pribadi
PRD040501,Deterjen Rinso Anti Noda 700g,Rp 22.000,85,Pembersih
PRD040502,Indomie Kari Ayam,2800.00,8.0,Makanan
PRD040503,Garam Kapal 250g,3000,6,Bumbu
PRD040504,Gula Pasir Gulaku 1kg,16000,84,Sembako
PRD040505,Indomie Kuah Ayam Bawang,Rp 2.800,5.0,Makanan
PRD040506,Deterjen Attack Jaz1 800g,Rp 19.000,59,
PRD040507,Popok MamyPoko Pants M,55000,56,Perawatan Bayi
PRD040508,Margarin Blue Band 200g,Rp 9.500,93,Sembako
PRD040509,Kopi Kapal Api Sachet,Rp 1.500,61,Minuman
PRD040510,Obat Nyamuk Hit Spray,Rp 35.000,70,Lainnya
PRD040511,Aqua Botol 600ml,3500.00,94,Minuman
PRD040512,Kopi Kapal Api Sachet,1500,20,Minuman
PRD040513,Gula Pasir Gulaku 1kg,16000,99,Sembako
PRD040514,Shampo Sunsilk Sachet,Rp 1.500,83,Perawatan Pribadi
PRD040515,Minyak Curah 1L,16000,36,Sembako
PRD040516,Baterai Alkalin AA (2 pcs),15000.00,-77,Lainnya
PRD040517,Kopi Nescafe Classic,5000.00,30,Minuman
PRD040518,Sabun Mandi Dettol,5000,18,Perawatan Pribadi
PRD040519,Tepung Beras Rose Brand 500g,7500.00,80,Sembako
PRD040520,Teh Pucuk Harum 350ml,Rp 4000,5,Minuman
PRD040521,Beras Rojolele 5kg, 67000 ,13.0,Sembako
PRD040522,Tepung Beras Rose Brand 500g,7500,31,Sembako
PRD040523,Pasta Gigi Ciptadent 190g,Rp 10.000,32,Perawatan Pribadi
PRD040524,Baterai ABC Sedang (2 pcs),10000.00,62,Lainnya
PRD040525,Coca Cola Botol 390ml,5000,32,Minuman
,Indomie Kari Ayam,Rp 2800,57,Makanan
PRD040527,Sabun Mandi Dettol,5000,-61,Perawatan Pribadi
PRD040528,Minyak Sania 2L, 34500 ,0,Sembako
PRD040529,Rokok Marlboro Merah,,-55,Rokok
PRD040530,Sabun Cuci Piring Mama Lemon 400ml,9500.00,-9,
PRD040531,,18000.00,71,Pembersih
PRD040532,Bumbu Racik Indofood Nasi Goreng,2500,38.0,Bumbu
PRD040533,Indomie Kuah Soto,2800.00,12,Makanan
PRD040534,Minyak Curah 1L,Rp 16.000,96.0,Sembako
PRD040535,Gula Curah 1kg,15000.00,74,Sembako
PRD040536,Baterai ABC Sedang (2 pcs), 10000 ,31,
PRD040537,Tepung Terigu Segitiga Biru 1kg,Rp 13000,66,Sembako
PRD040538,Rokok Gudang Garam Filter,23000,0,Rokok
PRD040539,Kapur Barus Bagus,15000,-2,Lainnya
,Indomie Kuah Ayam Bawang,2800,92,Makanan
PRD040541,Shampo Pantene Sachet,Rp 1500,95,Perawatan Pribadi
,Baterai ABC Sedang (2 pcs),10000,14,Lainnya
,Kapur Barus Bagus,15000,77,Lainnya
PRD040544,Coca Cola Botol 390ml,,14.0,Minuman
PRD040545,Minyak Filma 2L,Rp 34000,11.0,Sembako
PRD040546,Indomie Kuah Soto,2800,35,Makanan
PRD040547,Indomie Kuah Ayam Bawang,2800,52,Makanan
PRD040548,Bumbu Racik Indofood Nasi Goreng,Rp 2500,30.0,
PRD040549,Aqua Galon,21000,59,Minuman
PRD040550,Garam Kapal 250g,3000.00,89,Bumbu
PRD040551,Shampo Pantene Sachet, 1500 ,29.0,Perawatan Pribadi
PRD040552,Tisu Tessa 250s,Rp 17000,17,
PRD040553,Korek Api Gas Tokai,3000,60,Lainnya
,Rokok Marlboro Merah,38000,,Rokok
PRD040555,Obat Nyamuk Baygon Bakar,6000,33.0,Lainnya
PRD040556,Garam Refina 250g,3500.00,-82,Bumbu
PRD040557,Aqua Gelas 240ml,Rp 1.000,5,Minuman
PRD040558,Pembersih Lantai Super Pell 770ml,Rp 13500,,Pembersih
PRD040559,Margarin Blue Band 200g,Rp 9500,44,Sembako
PRD040560,Gula Curah 1kg,15000.00,32,Sembako
PRD040561,Saus Sambal ABC 340ml,15000.00,27,Bumbu
PRD040562,Coca Cola Botol 390ml,Rp 5000,14,Minuman
PRD040563,, 10000 ,99,Perawatan Pribadi
PRD040564,Rokok Gudang Garam Filter,Rp 23000,45,Rokok
PRD040565,Sabun Lux Mawar,4500.00,43,Perawatan Pribadi
PRD040566,Saus Sambal ABC 340ml,Rp 15000,94,Bumbu
PRD040567,Bumbu Racik Indofood Sayur Asem,2500,78,Bumbu
PRD040568,Minyak Curah 1L,Rp 16.000,-47,Sembako
PRD040569,Kecap Bango Pouch 220ml,11000.00,,Bumbu
PRD040570,Teh Pucuk Harum 350ml,4000,9,Minuman
PRD040571,Saus Sambal ABC 340ml,Rp 15000,84,Bumbu
PRD040572,Popok Sweety Bronze Pants L, 48000 ,11,Perawatan Bayi
PRD040573,Fanta Merah 390ml, 5000 ,84,Minuman
PRD040574,, 15000 ,69.0,Lainnya
PRD040575,Teh Sariwangi Celup,6500.00,58,Minuman
PRD040576,Minyak Curah 1L,16000,21,Sembako
PRD040577,Tisu Tessa 250s,17000.00,5.0,Lainnya
PRD040578,Aqua Gelas 240ml,Rp 1.000,80,Minuman
PRD040579,Garam Refina 250g,,100,Bumbu
PRD040580,Kopi ABC Susu,Rp 1500,76,Minuman
PRD040581,Indomie Kuah Ayam Bawang,2800,77.0,Makanan
PRD040582,Rokok Marlboro Merah,38000.00,77,Rokok
PRD040583,Popok Sweety Bronze Pants L,48000.00,49,Perawatan Bayi
,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,-26,Pembersih
PRD040585,Aqua Galon,21000,68,Minuman
PRD040586,Gula Curah 1kg,Rp 15.000,-61,Sembako
PRD040587,Sabun Mandi Dettol,5000.00,14,Perawatan Pribadi
PRD040588,Shampo Sunsilk Sachet,Rp 1.500,0,Perawatan Pribadi
PRD040589,Popok MamyPoko Pants M,55000.00,38,Perawatan Bayi
PRD040590,Mie Sedap Goreng,2900,65,Makanan
PRD040591,Pembalut Charm Cooling Fresh,18000,,Perawatan Pribadi
PRD040592,Fanta Merah 390ml,Rp 5000,56,Minuman
PRD040593,Teh Pucuk Harum 350ml,4000,62,Minuman
PRD040594,Teh Sariwangi Celup,6500,76,Minuman
PRD040595,Gula Pasir Gulaku 1kg,16000,29,Sembako
PRD040596,Garam Refina 250g,Rp 3.500,31,Bumbu
PRD040597,Gula Curah 1kg,Rp 15.000,67,Sembako
PRD040598,Popok MamyPoko Pants M,Rp 55000,78,Perawatan Bayi
PRD040599,Indomie Kuah Soto,Rp 2.800,85.0,Makanan
PRD040600,Pasta Gigi Pepsodent 190g,Rp 12.500,38.0,Perawatan Pribadi
PRD040601,Deterjen Daia 850g,,31,Pembersih
PRD040602,Deterjen Attack Jaz1 800g,Rp 19.000,2,Pembersih
PRD040603,Rokok Gudang Garam Filter,Rp 23000,69,Rokok
PRD040604,Deterjen Attack Jaz1 800g,Rp 19.000,59.0,Pembersih
PRD040605,Rokok Surya 16,Rp 31.000,53,Rokok
PRD040606,Deterjen Rinso Anti Noda 700g, 22000 ,61,Pembersih
PRD040607,Teh Sariwangi Celup,Rp 6500,42,Minuman
PRD040608,Gula Pasir Gulaku 1kg,,68,Sembako
PRD040609,Pembalut Charm Cooling Fresh,18000.00,88,Perawatan Pribadi
PRD040610,Sikat Gigi Formula,Rp 6000,36,Perawatan Pribadi
PRD040611,Aqua Galon,21000.00,43,
PRD040612,Indomie Kuah Ayam Bawang,2800,49,Makanan
PRD040613,Shampo Pantene Sachet,1500.00,59,Perawatan Pribadi
PRD040614,Minyak Sania 2L,34500.00,-71,Sembako
PRD040615,Tepung Tapioka Rose Brand 500g,,96,Sembako
PRD040616,Deterjen Daia 850g,18500,79,Pembersih
PRD040617,Indomie Kuah Soto,Rp 2800,86,Makanan
PRD040618,Margarin Forvita 200g,Rp 7000,,Sembako
PRD040619,Gula Curah 1kg,Rp 15000,7,Sembako
PRD040620,Rokok Sampoerna Mild,Rp 30000,91.0,Rokok
PRD040621,Kecap ABC Pouch 220ml,Rp 9500,36,Bumbu
PRD040622,Garam Kapal 250g,Rp 3.000,,Bumbu
PRD040623,Aqua Botol 600ml,3500.00,94,Minuman
PRD040624,Le Minerale 600ml,Rp 3500,12,Minuman
PRD040625,Rokok Surya 16,Rp 31000,44,Rokok
PRD040626,Tisu Tessa 250s,Rp 17.000,-82,Lainnya
PRD040627,, 3500 ,62,Minuman
PRD040628,Susu Dancow Sachet,Rp 3.500,55.0,Minuman
PRD040629,Tepung Beras Rose Brand 500g,Rp 7500,27,Sembako
PRD040630,Coca Cola Botol 390ml,Rp 5000,72,Minuman
PRD040631,Beras Pandan Wangi 5kg,70000.00,62,Sembako
PRD040632,Indomie Kuah Soto, 2800 ,66,Makanan
PRD040633,Minyak Sania 2L,Rp 34500,-54,Sembako
PRD040634,Pasta Gigi Ciptadent 190g,10000.00,,Perawatan Pribadi
PRD040635,Rokok Marlboro Merah,38000,-39,Rokok
PRD040636,Rokok Surya 16,Rp 31000,33,Rokok
PRD040637,Susu Indomilk Sachet,Rp 1.500,70,Minuman
PRD040638,Aqua Gelas 240ml,Rp 1.000,26,Minuman
PRD040639,Teh Sariwangi Celup,Rp 6500,9,Minuman
PRD040640,Beras Rojolele 5kg,67000.00,15,Sembako
PRD040641,,10000.00,79.0,Lainnya
,Rokok Marlboro Merah,Rp 38000,37.0,Rokok
PRD040643,Popok MamyPoko Pants M,55000.00,-97,Perawatan Bayi
PRD040644,Saus Sambal ABC 340ml,Rp 15.000,91,Bumbu
PRD040645,Susu Dancow Sachet,3500.00,-69,Minuman
PRD040646,Rokok Marlboro Merah, 38000 ,6,Rokok
PRD040647,Gula Curah 1kg,15000.00,61,Sembako
PRD040648,Rokok Marlboro Merah,38000.00,54,Rokok
PRD040649,Pasta Gigi Ciptadent 190g,10000.00,58,Perawatan Pribadi
PRD040650,Minyak Bimoli 2L, 35000 ,64,Sembako
PRD040651,Rokok Marlboro Merah, 38000 ,89,Rokok
PRD040652,Le Minerale 600ml, 3500 ,87.0,Minuman
PRD040653,Rokok Gudang Garam Filter, 23000 ,64,Rokok
PRD040654,Garam Refina 250g, 3500 ,77,Bumbu
PRD040655,,1500.00,53,Minuman
PRD040656,Korek Api Gas Tokai,3000.00,0,Lainnya
PRD040657,Minyak Bimoli 2L,35000,74,Sembako
PRD040658,Kopi Luwak White Koffie,Rp 2.000,6,Minuman
PRD040659,Tisu Tessa 250s,17000,67,Lainnya
PRD040660,Rokok Djarum Super,22000.00,45,Rokok
PRD040661,Rokok Djarum Super,22000.00,56,Rokok
PRD040662,Pasta Gigi Pepsodent 190g, 12500 ,63.0,Perawatan Pribadi
PRD040663,Sikat Gigi Formula,6000.00,32.0,Perawatan Pribadi
PRD040664,Susu Bear Brand,10500,68,Minuman
PRD040665,Deterjen Daia 850g,Rp 18500,74,
PRD040666,Baterai ABC Sedang (2 pcs),10000,47,Lainnya
PRD040667,Rokok Djarum Super,Rp 22.000,49,Rokok
PRD040668,Baterai ABC Sedang (2 pcs),10000.00,51,
PRD040669,Rokok Gudang Garam Filter, 23000 ,14,Rokok
PRD040670,Popok Sweety Bronze Pants L,Rp 48000,80,Perawatan Bayi
PRD040671,Deterjen Rinso Anti Noda 700g,Rp 22.000,67,Pembersih
PRD040672,Kopi Torabika Susu, 1500 ,47,Minuman
PRD040673,Popok MamyPoko Pants M, 55000 ,21.0,Perawatan Bayi
PRD040674,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,49,Pembersih
PRD040675,Sabun Lifebuoy Merah,Rp 4.000,51,Perawatan Pribadi
PRD040676,Susu Dancow Sachet,Rp 3500,7,Minuman
PRD040677,Beras Rojolele 5kg,67000,-53,Sembako
PRD040678,Rokok Gudang Garam Filter,23000.00,39,Rokok
PRD040679,Pembalut Laurier Relax Night,Rp 20000,,Perawatan Pribadi
PRD040680,Tepung Beras Rose Brand 500g,Rp 7500,79,
PRD040681,Popok Sweety Bronze Pants L,Rp 48000,66,
PRD040682,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,41,Pembersih
PRD040683,Kopi Luwak White Koffie,Rp 2.000,68,Minuman
PRD040684,Garam Kapal 250g,3000.00,58.0,Bumbu
PRD040685,Teh Pucuk Harum 350ml,Rp 4000,89,Minuman
PRD040686,Beras Rojolele 5kg,67000.00,37,Sembako
PRD040687,Obat Nyamuk Hit Spray,Rp 35.000,69,Lainnya
PRD040688,Baterai Alkalin AA (2 pcs),15000.00,1,Lainnya
PRD040689,Aqua Gelas 240ml, 1000 ,95,Minuman
PRD040690,Sabun Lux Mawar,4500.00,85,Perawatan Pribadi
PRD040691,,Rp 70.000,14,Sembako
PRD040692,Pasta Gigi Pepsodent 190g,Rp 12.500,35,Perawatan Pribadi
PRD040693,Kopi Kapal Api Sachet,1500.00,17,Minuman
PRD040694,Indomie Kari Ayam,Rp 2.800,19,Makanan
PRD040695,Pembersih Lantai Super Pell 770ml,Rp 13500,30,Pembersih
PRD040696,, 4000 ,24.0,Perawatan Pribadi
PRD040697,Rokok Marlboro Merah,38000.00,4,Rokok
PRD040698,Margarin Blue Band 200g,9500.00,1,Sembako
PRD040699,Indomie Goreng,Rp 3000,23,Makanan
,Kopi ABC Susu, 1500 ,-55,Minuman
PRD040701,Pembersih Lantai Super Pell 770ml,Rp 13.500,,Pembersih
PRD040702,Bumbu Racik Indofood Sayur Asem, 2500 ,13,Bumbu
PRD040703,Saus Sambal ABC 340ml,Rp 15000,-40,Bumbu
PRD040704,Gula Curah 1kg,Rp 15.000,,Sembako
PRD040705,Kecap ABC Pouch 220ml,,98.0,Bumbu
,Deterjen Rinso Anti Noda 700g,Rp 22.000,7,Pembersih
PRD040707,Deterjen Rinso Anti Noda 700g,22000,30,Pembersih
PRD040708,Susu Bear Brand, 10500 ,78,Minuman
PRD040709,Sabun Lux Mawar,4500,37,Perawatan Pribadi
PRD040710,Tepung Beras Rose Brand 500g,Rp 7.500,78,Sembako
PRD040711,Shampo Clear Sachet,Rp 1500,6,Perawatan Pribadi
PRD040712,Pembersih Lantai Wipol 750ml,18000.00,25,Pembersih
PRD040713,Susu Indomilk Sachet,Rp 1500,75,Minuman
PRD040714,,2800.00,61,Makanan
PRD040715,Tisu Tessa 250s,17000.00,22.0,
PRD040716,Tisu Tessa 250s,Rp 17.000,30,Lainnya
PRD040717,Obat Nyamuk Hit Spray,35000,72,Lainnya
PRD040718,Tepung Tapioka Rose Brand 500g, 8000 ,68,Sembako
PRD040719,Korek Api Gas Tokai,Rp 3.000,21,Lainnya
PRD040720,Le Minerale 600ml, 3500 ,-53,Minuman
PRD040721,Pasta Gigi Ciptadent 190g,Rp 10000,1,Perawatan Pribadi
PRD040722,Kopi Nescafe Classic,5000,10,Minuman
PRD040723,Kecap ABC Pouch 220ml,,-79,Bumbu
PRD040724,Sprite Botol 390ml,Rp 5.000,-3,Minuman
PRD040725,Sabun Lux Mawar,4500,43,Perawatan Pribadi
PRD040726,Kopi Nescafe Classic,Rp 5.000,13,Minuman
PRD040727,Shampo Sunsilk Sachet, 1500 ,49,
PRD040728,Margarin Forvita 200g,Rp 7.000,21,Sembako
PRD040729,Shampo Sunsilk Sachet,1500.00,38.0,Perawatan Pribadi
PRD040730,Deterjen Rinso Anti Noda 700g,22000.00,,Pembersih
PRD040731,Tisu Tessa 250s,17000,50,
PRD040732,Tisu Tessa 250s, 17000 ,0,Lainnya
PRD040733,Tisu Tessa 250s,17000,42,Lainnya
PRD040734,Tepung Tapioka Rose Brand 500g,8000,18.0,Sembako
PRD040735,,Rp 13500,78,Pembersih
PRD040736,Popok Sweety Bronze Pants L, 48000 ,69,Perawatan Bayi
PRD040737,Susu Indomilk Sachet,1500.00,39,Minuman
PRD040738,Rokok Sampoerna Mild,Rp 30000,49,Rokok
PRD040739,Tepung Beras Rose Brand 500g,Rp 7.500,21,Sembako
PRD040740,Popok Sweety Bronze Pants L,Rp 48.000,33,Perawatan Bayi
PRD040741,Rokok Sampoerna Mild,30000,44,Rokok
PRD040742,,,0.0,Sembako
,Gula Curah 1kg,15000,49,
PRD040744,Sabun Lifebuoy Merah,4000.00,42,Perawatan Pribadi
,Deterjen Rinso Anti Noda 700g,22000.00,95,Pembersih
PRD040746,Sikat Gigi Formula,,71.0,Perawatan Pribadi
PRD040747,Baterai Alkalin AA (2 pcs),Rp 15.000,44,Lainnya
PRD040748,Obat Nyamuk Baygon Bakar,6000,-23,Lainnya
PRD040749,Tepung Terigu Segitiga Biru 1kg,,19,Sembako
PRD040750,Fanta Merah 390ml,5000.00,19,Minuman
PRD040751,Indomie Goreng,Rp 3.000,93.0,Makanan
PRD040752,Pembalut Charm Cooling Fresh,Rp 18000,61.0,Perawatan Pribadi
PRD040753,Aqua Galon,21000.00,23,Minuman
PRD040754,Rokok Surya 16,31000.00,20,Rokok
PRD040755,Tisu Tessa 250s,17000,79,Lainnya
PRD040756,Bumbu Racik Indofood Sayur Asem,,4.0,Bumbu
PRD040757,Rokok Surya 16, 31000 ,62,Rokok
PRD040758,Shampo Sunsilk Sachet,1500.00,71,Perawatan Pribadi
PRD040759,Sabun Lifebuoy Merah,Rp 4.000,36,Perawatan Pribadi
PRD040760,Kecap Bango Pouch 220ml,11000.00,99,Bumbu
PRD040761,Tepung Tapioka Rose Brand 500g,8000.00,80,Sembako
PRD040762,Margarin Blue Band 200g,Rp 9.500,60,Sembako
,Kopi ABC Susu,Rp 1500,90,Minuman
PRD040764,Susu Bear Brand,Rp 10500,39,Minuman
PRD040765,Tepung Tapioka Rose Brand 500g, 8000 ,-48,Sembako
PRD040766,Fanta Merah 390ml,5000.00,41,Minuman
PRD040767,Beras Pandan Wangi 5kg,70000.00,93,Sembako
PRD040768,Minyak Filma 2L,34000.00,55,Sembako
PRD040769,Obat Nyamuk Baygon Bakar,Rp 6.000,,Lainnya
PRD040770,,21000,89,Minuman
PRD040771,Sabun Mandi Dettol,5000.00,39,Perawatan Pribadi
PRD040772,Pembersih Lantai Wipol 750ml, 18000 ,27,Pembersih
PRD040773,Tepung Terigu Segitiga Biru 1kg,13000,34.0,Sembako
PRD040774,Shampo Lifebuoy Sachet,1000,30.0,
PRD040775,Rokok Djarum Super,22000.00,28,Rokok
PRD040776,Sabun Nuvo Biru,Rp 3500,93,Perawatan Pribadi
PRD040777,Deterjen Rinso Anti Noda 700g,Rp 22000,67,Pembersih
PRD040778,Kecap ABC Pouch 220ml,9500.00,96.0,Bumbu
PRD040779,Popok MamyPoko Pants M,Rp 55000,71,Perawatan Bayi
PRD040780,Rokok Marlboro Merah,38000.00,,Rokok
PRD040781,Sprite Botol 390ml,Rp 5000,61,Minuman
PRD040782,Fanta Merah 390ml,Rp 5000,42,Minuman
PRD040783,Pembersih Lantai Wipol 750ml, 18000 ,41,Pembersih
PRD040784,Rokok Gudang Garam Filter, 23000 ,10,Rokok
PRD040785,Saus Sambal ABC 340ml,15000.00,89,Bumbu
PRD040786,Deterjen Rinso Anti Noda 700g,Rp 22000,23,Pembersih
PRD040787,Pembalut Laurier Relax Night,20000,-14,Perawatan Pribadi
PRD040788,Aqua Galon,21000,9,Minuman
PRD040789,Rokok Surya 16,Rp 31000,90.0,Rokok
PRD040790,Tepung Tapioka Rose Brand 500g, 8000 ,76,Sembako
PRD040791,Susu Indomilk Sachet,Rp 1500,67.0,Minuman
PRD040792,Aqua Gelas 240ml,1000,8,Minuman
PRD040793,Deterjen Daia 850g,Rp 18500,83,Pembersih
PRD040794,Deterjen Daia 850g,Rp 18.500,58,Pembersih
PRD040795,Tisu Paseo 250s,18500.00,1,Lainnya
PRD040796,Gula Pasir Gulaku 1kg,Rp 16000,94,Sembako
PRD040797,Margarin Forvita 200g,Rp 7000,5,Sembako
PRD040798,Beras Ramos 5kg,65000,88.0,Sembako
PRD040799,Fanta Merah 390ml,5000.00,99,Minuman
PRD040800,Kopi ABC Susu,Rp 1500,-38,Minuman
PRD040801,Gula Curah 1kg, 15000 ,47,Sembako
PRD040802,Deterjen Rinso Anti Noda 700g,22000.00,71,Pembersih
PRD040803,Kopi ABC Susu,1500.00,80,Minuman
PRD040804,Shampo Lifebuoy Sachet,Rp 1000,20,Perawatan Pribadi
PRD040805,Obat Nyamuk Hit Spray,Rp 35000,60,Lainnya
PRD040806,Garam Refina 250g,3500.00,41.0,Bumbu
PRD040807,Beras Ramos 5kg,65000,89,Sembako
PRD040808,Indomie Kuah Soto,Rp 2800,1,Makanan
PRD040809,Obat Nyamuk Hit Spray,35000.00,37,Lainnya
PRD040810,Sikat Gigi Formula,6000,90,Perawatan Pribadi
PRD040811,Beras Pandan Wangi 5kg,Rp 70.000,9,Sembako
PRD040812,Susu Indomilk Sachet,1500.00,77,Minuman
PRD040813,Kopi Kapal Api Sachet,1500.00,24.0,Minuman
PRD040814,Tisu Paseo 250s,18500,83,Lainnya
PRD040815,Shampo Pantene Sachet,Rp 1.500,36.0,Perawatan Pribadi
PRD040816,Pembalut Charm Cooling Fresh,18000.00,53,Perawatan Pribadi
PRD040817,Indomie Kari Ayam,2800,75,Makanan
,Kecap ABC Pouch 220ml,Rp 9.500,43,Bumbu
PRD040819,Teh Sariwangi Celup,Rp 6.500,65,Minuman
PRD040820,Garam Refina 250g,3500,48,Bumbu
PRD040821,Aqua Botol 600ml,3500,7,Minuman
PRD040822,Minyak Sania 2L,34500,89,Sembako
PRD040823,Deterjen Daia 850g,18500,73,
PRD040824,Rokok Sampoerna Mild, 30000 ,9,Rokok
PRD040825,Korek Api Gas Tokai,Rp 3.000,45,Lainnya
PRD040826,Margarin Blue Band 200g,9500,69,Sembako
PRD040827,Beras Pandan Wangi 5kg,70000.00,95,Sembako
PRD040828,Tepung Tapioka Rose Brand 500g,8000,-55,Sembako
PRD040829,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,,Bumbu
PRD040830,Tepung Beras Rose Brand 500g,Rp 7.500,96,Sembako
PRD040831,Gula Curah 1kg,15000,36,
PRD040832,Indomie Kuah Soto,Rp 2800,40,Makanan
PRD040833,,18500,71,Pembersih
PRD040834,Beras Ramos 5kg,65000,24.0,Sembako
PRD040835,Margarin Blue Band 200g,Rp 9.500,-59,Sembako
PRD040836,Pembersih Lantai Super Pell 770ml,13500,32,Pembersih
PRD040837,Gula Curah 1kg,15000,45,Sembako
PRD040838,Tepung Beras Rose Brand 500g,Rp 7.500,32,Sembako
PRD040839,Shampo Lifebuoy Sachet,Rp 1000,44,Perawatan Pribadi
PRD040840,Le Minerale 600ml,Rp 3.500,77,Minuman
PRD040841,Shampo Pantene Sachet,Rp 1.500,99,Perawatan Pribadi
PRD040842,Fanta Merah 390ml,5000,24,Minuman
PRD040843,Indomie Goreng,Rp 3000,22,Makanan
PRD040844,Rokok Gudang Garam Filter,,95,Rokok
PRD040845,Saus Sambal Indofood 340ml,14500.00,21,Bumbu
PRD040846,Indomie Kuah Ayam Bawang,,-78,Makanan
PRD040847,Rokok Gudang Garam Filter,Rp 23.000,-65,Rokok
