kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD050423,Deterjen Daia 850g,18500.00,-97,Pembersih
PRD050424,Beras Ramos 5kg,Rp 65.000,71,Sembako
PRD050425,Baterai ABC Sedang (2 pcs),10000,-29,Lainnya
PRD050426,Tisu Tessa 250s,17000.00,80,Lainnya
PRD050427,Indomie Goreng,3000.00,45,Makanan
PRD050428,Saus Sambal Indofood 340ml,14500.00,31,Bumbu
PRD050429,Deterjen Daia 850g,Rp 18500,94,Pembersih
PRD050430,Mie Sedap Goreng, 2900 ,27,Makanan
PRD050431,Garam Refina 250g,,33,Bumbu
PRD050432,Kopi Torabika Susu,1500,87,
PRD050433,Shampo Sunsilk Sachet,1500,51,Perawatan Pribadi
PRD050434,Shampo Pantene Sachet,Rp 1500,61,Perawatan Pribadi
PRD050435,Teh Sariwangi Celup,6500,0,Minuman
PRD050436,Garam Kapal 250g,Rp 3.000,-16,Bumbu
PRD050437,Pembersih Lantai Super Pell 770ml,13500,50,Pembersih
PRD050438,Pasta Gigi Pepsodent 190g,Rp 12500,13,Perawatan Pribadi
PRD050439,Tepung Beras Rose Brand 500g,7500.00,54.0,Sembako
PRD050440,Rokok Gudang Garam Filter,23000,25,Rokok
PRD050441,Kecap Bango Pouch 220ml,11000.00,32,Bumbu
PRD050442,Tepung Terigu Segitiga Biru 1kg,13000,77,Sembako
,Minyak Curah 1L,16000.00,85,Sembako
PRD050444,Deterjen Attack Jaz1 800g,19000.00,4,Pembersih
PRD050445,Garam Refina 250g, 3500 ,,Bumbu
PRD050446,Baterai ABC Sedang (2 pcs),Rp 10.000,38,Lainnya
PRD050447,Garam Kapal 250g,Rp 3000,2.0,Bumbu
PRD050448,Kecap Bango Pouch 220ml,11000.00,12,Bumbu
PRD050449,Bumbu Racik Indofood Sayur Asem,Rp 2.500,41,Bumbu
PRD050450,Shampo Clear Sachet,Rp 1.500,25,Perawatan Pribadi
PRD050451,Sprite Botol 390ml,Rp 5000,,Minuman
PRD050452,Obat Nyamuk Hit Spray,Rp 35000,77,Lainnya
PRD050453,Popok Sweety Bronze Pants L,Rp 48000,36,Perawatan Bayi
PRD050454,Mie Sedap Goreng,2900.00,85,Makanan
PRD050455,Susu Dancow Sachet,3500,65,Minuman
PRD050456,Baterai ABC Sedang (2 pcs),Rp 10.000,89,Lainnya
PRD050457,Tepung Beras Rose Brand 500g,Rp 7.500,99,Sembako
PRD050458,Pembalut Charm Cooling Fresh,18000,46,Perawatan Pribadi
PRD050459,Tisu Tessa 250s,Rp 17.000,69,Lainnya
PRD050460,Beras Ramos 5kg,Rp 65000,90,Sembako
PRD050461,Garam Refina 250g,Rp 3500,6,Bumbu
PRD050462,Pasta Gigi Pepsodent 190g,12500,15,Perawatan Pribadi
,Deterjen Daia 850g, 18500 ,67,Pembersih
PRD050464,Saus Sambal Indofood 340ml,Rp 14500,52,Bumbu
PRD050465,Kecap Bango Pouch 220ml,Rp 11000,41.0,Bumbu
PRD050466,Sabun Lux Mawar,4500,68,Perawatan Pribadi
PRD050467,Rokok Marlboro Merah, 38000 ,16,Rokok
PRD050468,Baterai ABC Sedang (2 pcs),10000.00,1,Lainnya
PRD050469,Minyak Bimoli 2L,35000.00,82,Sembako
PRD050470,Deterjen Rinso Anti Noda 700g,Rp 22000,79,Pembersih
PRD050471,Kopi Kapal Api Sachet,1500.00,66,Minuman
PRD050472,Kecap ABC Pouch 220ml,,51,Bumbu
PRD050473,Garam Kapal 250g,,4,
PRD050474,Garam Kapal 250g,3000,-81,Bumbu
PRD050475,Le Minerale 600ml,,70,Minuman
PRD050476,Tepung Terigu Segitiga Biru 1kg, 13000 ,88,Sembako
,Margarin Forvita 200g,,71,Sembako
PRD050478,Pasta Gigi Ciptadent 190g,10000.00,1,Perawatan Pribadi
,Pasta Gigi Pepsodent 190g,12500,46.0,Perawatan Pribadi
PRD050480,Kapur Barus Bagus,15000.00,38,Lainnya
PRD050481,Pasta Gigi Ciptadent 190g,10000,-85,Perawatan Pribadi
PRD050482,Shampo Clear Sachet,Rp 1500,26,Perawatan Pribadi
PRD050483,Gula Pasir Gulaku 1kg,16000,75,Sembako
PRD050484,Shampo Sunsilk Sachet,1500.00,-96,Perawatan Pribadi
PRD050485,Rokok Sampoerna Mild,30000,73.0,Rokok
PRD050486,,6500,39,Minuman
PRD050487,Coca Cola Botol 390ml,5000,19,Minuman
PRD050488,Aqua Gelas 240ml,1000,16,Minuman
PRD050489,Gula Curah 1kg,Rp 15000,17,Sembako
PRD050490,Gula Curah 1kg,15000,32,Sembako
PRD050491,Indomie Kari Ayam,2800.00,64,Makanan
PRD050492,Kecap ABC Pouch 220ml,Rp 9.500,51,Bumbu
PRD050493,Minyak Bimoli 2L,Rp 35000,,Sembako
PRD050494,Margarin Blue Band 200g,9500,10,Sembako
PRD050495,Kopi Nescafe Classic, 5000 ,13,Minuman
PRD050496,Aqua Botol 600ml,Rp 3.500,16.0,
PRD050497,Kopi ABC Susu,Rp 1.500,89,Minuman
PRD050498,Fanta Merah 390ml,5000.00,21,Minuman
PRD050499,Minyak Sania 2L,34500,81,Sembako
PRD050500,Susu Indomilk Sachet,Rp 1500,62,Minuman
PRD050501,Pembalut Charm Cooling Fresh,Rp 18000,62,Perawatan Pribadi
PRD050502,Sikat Gigi Formula,Rp 6.000,70,Perawatan Pribadi
PRD050503,Tepung Beras Rose Brand 500g,7500.00,86,Sembako
PRD050504,Shampo Lifebuoy Sachet,1000,95,Perawatan Pribadi
PRD050505,Coca Cola Botol 390ml, 5000 ,8,Minuman
PRD050506,Indomie Kari Ayam, 2800 ,3,Makanan
PRD050507,Bumbu Racik Indofood Nasi Goreng, 2500 ,72,Bumbu
PRD050508,Teh Celup Sosro, 7000 ,-68,Minuman
PRD050509,Minyak Curah 1L,16000.00,16,
PRD050510,Tisu Tessa 250s,Rp 17000,98,
PRD050511,Obat Nyamuk Baygon Bakar,6000,-91,Lainnya
PRD050512,Deterjen Rinso Anti Noda 700g,22000.00,59,Pembersih
PRD050513,Susu Bear Brand,,67,Minuman
PRD050514,Baterai Alkalin AA (2 pcs),15000.00,92,Lainnya
PRD050515,Pasta Gigi Pepsodent 190g,12500,8,Perawatan Pribadi
PRD050516,Kopi Luwak White Koffie,2000.00,42,Minuman
PRD050517,Deterjen Attack Jaz1 800g,19000,31,Pembersih
PRD050518,Beras Pandan Wangi 5kg,70000,97,Sembako
,Kecap Bango Pouch 220ml,Rp 11000,31,Bumbu
PRD050520,Shampo Clear Sachet,1500,-9,Perawatan Pribadi
PRD050521,Rokok Gudang Garam Filter,23000.00,54,Rokok
PRD050522,Sabun Lifebuoy Merah,Rp 4.000,-39,Perawatan Pribadi
,Beras Ramos 5kg,Rp 65.000,17,Sembako
PRD050524,Minyak Filma 2L,Rp 34000,79,Sembako
PRD050525,Gula Pasir Gulaku 1kg,16000,49,Sembako
PRD050526,Minyak Sania 2L, 34500 ,,Sembako
PRD050527,Sabun Lux Mawar,4500.00,64,Perawatan Pribadi
PRD050528,Baterai Alkalin AA (2 pcs),Rp 15000,4.0,Lainnya
PRD050529,Tepung Terigu Segitiga Biru 1kg,13000.00,-50,Sembako
PRD050530,Obat Nyamuk Baygon Bakar,6000,26,Lainnya
PRD050531,Deterjen Rinso Anti Noda 700g,Rp 22000,17,Pembersih
PRD050532,Bumbu Racik Indofood Sayur Asem,,34,Bumbu
PRD050533,Rokok Surya 16,31000,39,Rokok
PRD050534,Popok Sweety Bronze Pants L,Rp 48000,94.0,Perawatan Bayi
PRD050535,Kecap Bango Pouch 220ml,11000,63,Bumbu
PRD050536,Kopi ABC Susu, 1500 ,51,
PRD050537,Tepung Tapioka Rose Brand 500g,8000,-9,Sembako
PRD050538,Deterjen Attack Jaz1 800g,Rp 19.000,7,Pembersih
PRD050539,Garam Kapal 250g,3000,94,Bumbu
PRD050540,Fanta Merah 390ml,Rp 5.000,23,Minuman
PRD050541,Shampo Sunsilk Sachet,1500,0.0,Perawatan Pribadi
PRD050542,Indomie Kari Ayam,Rp 2.800,70,Makanan
PRD050543,Indomie Kuah Soto,Rp 2.800,33,Makanan
PRD050544,Rokok Marlboro Merah,38000.00,59,Rokok
PRD050545,Kapur Barus Bagus,15000.00,12,Lainnya
PRD050546,Beras Pandan Wangi 5kg, 70000 ,16,Sembako
PRD050547,Deterjen Attack Jaz1 800g,19000.00,12,Pembersih
PRD050548,Minyak Sania 2L,34500.00,22,Sembako
PRD050549,,31000,-15,Rokok
PRD050550,Margarin Forvita 200g,7000.00,61,Sembako
,Pasta Gigi Pepsodent 190g,12500.00,10,Perawatan Pribadi
PRD050552,Minyak Sania 2L,Rp 34.500,46,Sembako
PRD050553,Mie Sedap Goreng,2900,34,Makanan
PRD050554,Shampo Sunsilk Sachet, 1500 ,52,Perawatan Pribadi
PRD050555,Pembersih Lantai Wipol 750ml, 18000 ,32.0,Pembersih
PRD050556,,18500,93,Pembersih
PRD050557,Susu Bear Brand, 10500 ,39,
PRD050558,Teh Sariwangi Celup,Rp 6.500,-75,Minuman
PRD050559,Susu Frisian Flag Sachet,Rp 1.500,51.0,Minuman
PRD050560,Minyak Sania 2L,Rp 34500,55,Sembako
PRD050561,Minyak Sania 2L,34500,5,Sembako
PRD050562,Aqua Galon,21000.00,28,Minuman
PRD050563,Susu Indomilk Sachet,1500,4.0,Minuman
PRD050564,Le Minerale 600ml,3500,,Minuman
PRD050565,Beras Pandan Wangi 5kg,Rp 70.000,7,Sembako
PRD050566,Margarin Forvita 200g,Rp 7.000,88,
PRD050567,Kopi ABC Susu,1500,,Minuman
PRD050568,Korek Api Gas Tokai, 3000 ,38,Lainnya
PRD050569,Indomie Goreng,Rp 3000,57.0,Makanan
PRD050570,Tisu Paseo 250s,18500,14.0,Lainnya
PRD050571,Sabun Lifebuoy Merah,4000,41,Perawatan Pribadi
PRD050572,,1000,82,
PRD050573,Susu Indomilk Sachet,1500,81,Minuman
PRD050574,Gula Curah 1kg,15000,95,Sembako
PRD050575,Deterjen Daia 850g,18500.00,48,Pembersih
PRD050576,Mie Sedap Goreng,Rp 2900,,Makanan
PRD050577,Tepung Beras Rose Brand 500g,7500.00,,Sembako
PRD050578,,Rp 34.500,17,Sembako
PRD050579,Susu Bear Brand, 10500 ,-68,Minuman
PRD050580,Minyak Curah 1L,Rp 16000,35,Sembako
PRD050581,Gula Pasir Gulaku 1kg,16000,98,Sembako
PRD050582,Sabun Lux Mawar,4500.00,85,Perawatan Pribadi
PRD050583,Kecap ABC Pouch 220ml,Rp 9.500,28,Bumbu
PRD050584,Sikat Gigi Formula,Rp 6000,67.0,Perawatan Pribadi
PRD050585,Tisu Tessa 250s,Rp 17.000,37,Lainnya
PRD050586,Shampo Pantene Sachet,1500,35,Perawatan Pribadi
PRD050587,Tisu Paseo 250s,Rp 18.500,63,Lainnya
PRD050588,Beras Pandan Wangi 5kg,70000,-69,Sembako
PRD050589,Teh Celup Sosro,7000.00,35,Minuman
PRD050590,Kapur Barus Bagus,,34,Lainnya
PRD050591,Baterai ABC Sedang (2 pcs),Rp 10.000,61,Lainnya
PRD050592,Tisu Paseo 250s,18500.00,52.0,Lainnya
PRD050593,Aqua Botol 600ml,3500,36,Minuman
PRD050594,Le Minerale 600ml,3500.00,94,Minuman
,Aqua Galon,21000,22,Minuman
PRD050596,Rokok Marlboro Merah,Rp 38000,65,
PRD050597,Kopi Luwak White Koffie, 2000 ,16,Minuman
PRD050598,Shampo Sunsilk Sachet,Rp 1.500,,Perawatan Pribadi
PRD050599,Kopi Nescafe Classic,5000.00,98,Minuman
PRD050600,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,,Bumbu
PRD050601,Teh Celup Sosro,Rp 7.000,79,Minuman
PRD050602,Gula Curah 1kg,Rp 15.000,66,Sembako
PRD050603,Fanta Merah 390ml,Rp 5000,81,
PRD050604,Popok MamyPoko Pants M,55000.00,80,Perawatan Bayi
PRD050605,Sabun Nuvo Biru,Rp 3500,59,Perawatan Pribadi
PRD050606,Rokok Sampoerna Mild,Rp 30000,98,Rokok
PRD050607,Indomie Goreng,Rp 3.000,82.0,Makanan
PRD050608,Beras Rojolele 5kg,67000,72,Sembako
PRD050609,Tisu Tessa 250s, 17000 ,54,Lainnya
PRD050610,Garam Kapal 250g,Rp 3.000,,Bumbu
PRD050611,,Rp 18.500,71,Pembersih
PRD050612,Kopi Torabika Susu,1500.00,10,Minuman
PRD050613,Sikat Gigi Formula,6000,53,Perawatan Pribadi
PRD050614,Shampo Lifebuoy Sachet,1000,84,Perawatan Pribadi
PRD050615,Sabun Lifebuoy Merah,4000.00,78,Perawatan Pribadi
PRD050616,Tepung Tapioka Rose Brand 500g,Rp 8000,6,Sembako
PRD050617,Tisu Tessa 250s,Rp 17.000,97,Lainnya
PRD050618,Rokok Gudang Garam Filter,,93,
PRD050619,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,65,Pembersih
PRD050620,,Rp 1.500,20,Minuman
PRD050621,Indomie Kuah Ayam Bawang,2800,65,Makanan
PRD050622,,Rp 2.500,40,
PRD050623,Gula Curah 1kg,Rp 15.000,59.0,Sembako
PRD050624,Aqua Botol 600ml,3500.00,-31,Minuman
PRD050625,Coca Cola Botol 390ml,5000,61,Minuman
PRD050626,Shampo Clear Sachet,1500,26,Perawatan Pribadi
PRD050627,Baterai ABC Sedang (2 pcs),Rp 10.000,17,Lainnya
PRD050628,Teh Sariwangi Celup,6500,91,Minuman
PRD050629,Teh Celup Sosro,7000,18,Minuman
PRD050630,Pembersih Lantai Super Pell 770ml,Rp 13.500,0,Pembersih
PRD050631,Pasta Gigi Ciptadent 190g,Rp 10.000,53.0,Perawatan Pribadi
PRD050632,Minyak Curah 1L,16000,29,Sembako
PRD050633,Rokok Marlboro Merah,38000,46,Rokok
PRD050634,Sprite Botol 390ml,5000,79,Minuman
PRD050635,Pembalut Laurier Relax Night,,40,Perawatan Pribadi
PRD050636,Minyak Sania 2L,Rp 34500,-4,Sembako
PRD050637,Beras Pandan Wangi 5kg,70000.00,89,Sembako
PRD050638,Pasta Gigi Pepsodent 190g,12500.00,97,Perawatan Pribadi
,Beras Pandan Wangi 5kg,Rp 70000,20,Sembako
PRD050640,Kopi ABC Susu,Rp 1.500,81,Minuman
PRD050641,Sabun Cuci Piring Sunlight 460ml,11000,91,Pembersih
PRD050642,Garam Kapal 250g, 3000 ,74,Bumbu
PRD050643,Indomie Kuah Ayam Bawang, 2800 ,53,Makanan
PRD050644,Rokok Marlboro Merah,Rp 38000,56,Rokok
PRD050645,Sabun Cuci Piring Mama Lemon 400ml,9500.00,96,Pembersih
PRD050646,Garam Refina 250g,Rp 3500,37,Bumbu
PRD050647,Popok Sweety Bronze Pants L,48000,,Perawatan Bayi
PRD050648,Minyak Bimoli 2L,Rp 35000,,Sembako
PRD050649,Rokok Surya 16, 31000 ,51,Rokok
PRD050650,Pembersih Lantai Wipol 750ml,Rp 18000,74,Pembersih
PRD050651,Susu Dancow Sachet,Rp 3.500,,Minuman
PRD050652,Saus Sambal ABC 340ml,15000.00,77,Bumbu
PRD050653,Kecap Bango Pouch 220ml,11000,-74,Bumbu
PRD050654,Kopi Luwak White Koffie, 2000 ,26,Minuman
PRD050655,Minyak Filma 2L,34000,79,Sembako
PRD050656,Minyak Curah 1L,16000.00,4,Sembako
PRD050657,Minyak Sania 2L,34500.00,0,Sembako
PRD050658,Kopi Torabika Susu,Rp 1.500,63,Minuman
PRD050659,Aqua Gelas 240ml,Rp 1.000,14,Minuman
PRD050660,Indomie Kuah Soto,Rp 2.800,43,Makanan
PRD050661,Teh Sariwangi Celup,Rp 6.500,8,Minuman
PRD050662,Tepung Terigu Segitiga Biru 1kg,13000.00,,Sembako
PRD050663,Minyak Filma 2L,34000,59,Sembako
PRD050664,Sabun Lifebuoy Merah,4000.00,84,Perawatan Pribadi
PRD050665,Aqua Galon,Rp 21000,15,Minuman
PRD050666,Kecap ABC Pouch 220ml,Rp 9500,1,Bumbu
PRD050667,Susu Frisian Flag Sachet,Rp 1500,65.0,Minuman
PRD050668,,22000,46,Pembersih
PRD050669,Shampo Sunsilk Sachet,Rp 1.500,6.0,Perawatan Pribadi
PRD050670,Susu Dancow Sachet,3500,6.0,Minuman
PRD050671,Shampo Pantene Sachet,1500.00,83,Perawatan Pribadi
PRD050672,Gula Pasir Gulaku 1kg,Rp 16.000,21,Sembako
PRD050673,Gula Curah 1kg,Rp 15.000,-86,Sembako
PRD050674,Deterjen Rinso Anti Noda 700g,22000,72,Pembersih
PRD050675,Shampo Lifebuoy Sachet,Rp 1.000,-33,Perawatan Pribadi
,Teh Celup Sosro, 7000 ,83,Minuman
PRD050677,Kecap ABC Pouch 220ml,Rp 9.500,81,Bumbu
PRD050678,Indomie Goreng,3000.00,6,Makanan
PRD050679,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,97,Pembersih
PRD050680,Tepung Terigu Segitiga Biru 1kg,,19,Sembako
PRD050681,Teh Sariwangi Celup, 6500 ,84,Minuman
PRD050682,Sabun Lifebuoy Merah,4000.00,69,Perawatan Pribadi
PRD050683,Sabun Lifebuoy Merah,4000,-95,Perawatan Pribadi
PRD050684,Le Minerale 600ml,Rp 3.500,57,Minuman
PRD050685,Aqua Galon,Rp 21.000,79,Minuman
PRD050686,Shampo Sunsilk Sachet,Rp 1.500,82,Perawatan Pribadi
PRD050687,Tepung Tapioka Rose Brand 500g,Rp 8.000,88,Sembako
PRD050688,Deterjen Daia 850g,Rp 18500,-20,Pembersih
,Minyak Curah 1L,16000.00,84,Sembako
PRD050690,Garam Refina 250g,Rp 3.500,86,Bumbu
PRD050691,Aqua Botol 600ml,Rp 3.500,49,Minuman
PRD050692,Shampo Lifebuoy Sachet,Rp 1.000,51,Perawatan Pribadi
PRD050693,Sabun Lifebuoy Merah,4000,72,Perawatan Pribadi
PRD050694,,Rp 18500,86,Pembersih
PRD050695,Garam Kapal 250g,,10,Bumbu
PRD050696,Kopi Kapal Api Sachet,Rp 1500,83.0,Minuman
PRD050697,Pembalut Charm Cooling Fresh,18000.00,73,
PRD050698,Aqua Botol 600ml,3500,74,Minuman
PRD050699,Pasta Gigi Ciptadent 190g,10000,60,
PRD050700,Shampo Sunsilk Sachet,1500,93,Perawatan Pribadi
PRD050701,Garam Kapal 250g,3000,-2,Bumbu
PRD050702,Shampo Lifebuoy Sachet,Rp 1.000,93,Perawatan Pribadi
PRD050703,Garam Kapal 250g,Rp 3.000,39,Bumbu
PRD050704,Rokok Surya 16, 31000 ,14,Rokok
PRD050705,Le Minerale 600ml,3500,57,Minuman
PRD050706,Beras Ramos 5kg,65000.00,83,Sembako
PRD050707,Pembalut Charm Cooling Fresh,18000,-9,Perawatan Pribadi
PRD050708,Mie Sedap Goreng,,73.0,
PRD050709,Susu Indomilk Sachet,1500.00,79,Minuman
PRD050710,Saus Sambal ABC 340ml,Rp 15.000,25,Bumbu
PRD050711,Pasta Gigi Pepsodent 190g,12500,92,Perawatan Pribadi
PRD050712,Popok MamyPoko Pants M,Rp 55.000,37,Perawatan Bayi
PRD050713,Kopi Nescafe Classic,5000,80,Minuman
PRD050714,Shampo Clear Sachet,Rp 1.500,11,Perawatan Pribadi
PRD050715,Saus Sambal Indofood 340ml,Rp 14500,-69,Bumbu
PRD050716,Saus Sambal ABC 340ml,15000,62,Bumbu
PRD050717,Garam Refina 250g,3500,48.0,Bumbu
PRD050718,Indomie Kuah Soto, 2800 ,39,Makanan
PRD050719,Kecap Bango Pouch 220ml,11000.00,2,Bumbu
PRD050720,Kapur Barus Bagus,15000.00,3,Lainnya
PRD050721,Sprite Botol 390ml, 5000 ,-66,Minuman
PRD050722,Kopi Kapal Api Sachet,1500,88,Minuman
PRD050723,Tisu Paseo 250s,Rp 18.500,96,Lainnya
,Garam Refina 250g,3500,7,Bumbu
PRD050725,Indomie Goreng,Rp 3.000,20,Makanan
PRD050726,Fanta Merah 390ml,Rp 5000,4,Minuman
PRD050727,Bumbu Racik Indofood Sayur Asem,Rp 2500,61,Bumbu
PRD050728,Kecap Bango Pouch 220ml,Rp 11.000,20,Bumbu
PRD050729,Popok MamyPoko Pants M,Rp 55.000,58,Perawatan Bayi
PRD050730,Sprite Botol 390ml,5000.00,89.0,Minuman
PRD050731,Le Minerale 600ml,Rp 3.500,86,
PRD050732,Tisu Paseo 250s,18500,0,Lainnya
,Kopi ABC Susu, 1500 ,1,Minuman
PRD050734,Shampo Lifebuoy Sachet,Rp 1.000,34,Perawatan Pribadi
PRD050735,Beras Ramos 5kg,Rp 65000,90,Sembako
PRD050736,Garam Refina 250g,Rp 3.500,71,Bumbu
PRD050737,Shampo Sunsilk Sachet,1500,15,Perawatan Pribadi
PRD050738,Margarin Forvita 200g, 7000 ,71,Sembako
PRD050739,Tepung Tapioka Rose Brand 500g, 8000 ,23,Sembako
PRD050740,Beras Rojolele 5kg,67000,23,Sembako
PRD050741,Fanta Merah 390ml,5000.00,13,Minuman
PRD050742,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,-31,Bumbu
,Sprite Botol 390ml, 5000 ,55,Minuman
PRD050744,Shampo Clear Sachet, 1500 ,15,Perawatan Pribadi
PRD050745,Kopi Luwak White Koffie,Rp 2000,43,Minuman
PRD050746,Kopi Nescafe Classic,5000,52,Minuman
PRD050747,Pembersih Lantai Super Pell 770ml,13500.00,0,Pembersih
PRD050748,Susu Frisian Flag Sachet,1500,80.0,Minuman
PRD050749,Sabun Lux Mawar,,87,Perawatan Pribadi
PRD050750,Minyak Bimoli 2L,35000.00,,Sembako
PRD050751,Margarin Forvita 200g,7000,24.0,Sembako
PRD050752,Deterjen Rinso Anti Noda 700g,22000,77.0,Pembersih
PRD050753,Susu Indomilk Sachet,1500,,Minuman
PRD050754,Aqua Gelas 240ml,1000.00,69,Minuman
PRD050755,,9500.00,78,Bumbu
PRD050756,Kecap ABC Pouch 220ml,9500.00,96,Bumbu
PRD050757,Tepung Terigu Segitiga Biru 1kg,,76,Sembako
PRD050758,Margarin Blue Band 200g,9500,0,Sembako
PRD050759,Indomie Goreng, 3000 ,41,Makanan
PRD050760,Pembalut Laurier Relax Night,Rp 20.000,100,Perawatan Pribadi
PRD050761,Baterai ABC Sedang (2 pcs),Rp 10000,39,Lainnya
PRD050762,Minyak Bimoli 2L, 35000 ,12,Sembako
PRD050763,Margarin Forvita 200g,7000,22,Sembako
PRD050764,Sabun Mandi Dettol,Rp 5.000,51,Perawatan Pribadi
PRD050765,Sikat Gigi Formula,6000.00,66,Perawatan Pribadi
PRD050766,Pasta Gigi Ciptadent 190g,Rp 10000,-31,Perawatan Pribadi
PRD050767,Indomie Goreng,3000.00,60,Makanan
PRD050768,Shampo Lifebuoy Sachet,Rp 1.000,95,Perawatan Pribadi
PRD050769,Gula Pasir Gulaku 1kg,Rp 16000,20.0,Sembako
,Pembersih Lantai Wipol 750ml,,9.0,Pembersih
PRD050771,Popok MamyPoko Pants M,55000,76,Perawatan Bayi
PRD050772,,3500,91,Minuman
PRD050773,Sabun Cuci Piring Mama Lemon 400ml,9500,37,Pembersih
PRD050774,Susu Bear Brand,Rp 10500,72,Minuman
PRD050775,Sabun Lux Mawar,4500.00,60,
PRD050776,Sabun Cuci Piring Mama Lemon 400ml,,65,Pembersih
PRD050777,Minyak Sania 2L,Rp 34.500,44,Sembako
PRD050778,Kecap ABC Pouch 220ml,Rp 9500,30,Bumbu
PRD050779,Kapur Barus Bagus,Rp 15000,-99,Lainnya
PRD050780,Obat Nyamuk Hit Spray,,88,Lainnya
PRD050781,Baterai Alkalin AA (2 pcs),15000,11,Lainnya
PRD050782,,5000,7,Minuman
PRD050783,Le Minerale 600ml,3500.00,83,Minuman
PRD050784,Mie Sedap Goreng,2900,61,Makanan
PRD050785,Aqua Botol 600ml,3500.00,97.0,Minuman
PRD050786,,11000,68,Pembersih
PRD050787,Baterai Alkalin AA (2 pcs),15000,52,Lainnya
PRD050788,Tisu Paseo 250s,Rp 18.500,17,Lainnya
PRD050789,Indomie Goreng,3000.00,78,Makanan
PRD050790,Minyak Bimoli 2L,35000,79,Sembako
PRD050791,Tisu Tessa 250s,17000,,Lainnya
PRD050792,Kopi Nescafe Classic,Rp 5000,32,Minuman
,Susu Indomilk Sachet,Rp 1500,89,Minuman
PRD050794,,Rp 1.500,-47,Perawatan Pribadi
PRD050795,Aqua Botol 600ml,Rp 3.500,81,Minuman
PRD050796,Pembersih Lantai Super Pell 770ml,Rp 13.500,0,Pembersih
PRD050797,Indomie Kuah Ayam Bawang,2800.00,21.0,Makanan
PRD050798,Minyak Filma 2L,Rp 34.000,26,Sembako
PRD050799,Rokok Gudang Garam Filter, 23000 ,4,Rokok
PRD050800,Aqua Galon,Rp 21000,90,Minuman
PRD050801,Indomie Kuah Ayam Bawang, 2800 ,71.0,Makanan
PRD050802,Indomie Kuah Soto,2800.00,57,Makanan
PRD050803,Kopi Torabika Susu,1500,6,
PRD050804,Deterjen Daia 850g,18500,44,Pembersih
PRD050805,Sabun Lifebuoy Merah,Rp 4.000,36,Perawatan Pribadi
PRD050806,Shampo Sunsilk Sachet,1500,81,Perawatan Pribadi
PRD050807,Minyak Curah 1L,16000.00,55,Sembako
PRD050808,Minyak Sania 2L,34500.00,76,Sembako
PRD050809,Margarin Forvita 200g,Rp 7.000,79,Sembako
PRD050810,Shampo Lifebuoy Sachet,Rp 1.000,68,Perawatan Pribadi
PRD050811,Aqua Botol 600ml,3500,26,Minuman
PRD050812,Obat Nyamuk Baygon Bakar,Rp 6000,9.0,Lainnya
PRD050813,Kopi Kapal Api Sachet,Rp 1500,63,Minuman
PRD050814,Garam Kapal 250g,Rp 3.000,62,Bumbu
PRD050815,Baterai ABC Sedang (2 pcs),10000.00,67,Lainnya
PRD050816,Saus Sambal ABC 340ml,Rp 15.000,23,Bumbu
PRD050817,Kecap Bango Pouch 220ml,11000.00,45,Bumbu
PRD050818,Susu Frisian Flag Sachet,1500,75,Minuman
PRD050819,Kopi ABC Susu,Rp 1.500,12,Minuman
PRD050820,Pasta Gigi Ciptadent 190g,,61,Perawatan Pribadi
PRD050821,Shampo Lifebuoy Sachet,Rp 1.000,,Perawatan Pribadi
PRD050822,Susu Bear Brand,Rp 10.500,68,Minuman
PRD050823,Minyak Sania 2L,Rp 34.500,92,Sembako
PRD050824,Pembersih Lantai Wipol 750ml, 18000 ,,Pembersih
PRD050825,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,33,Pembersih
PRD050826,Rokok Surya 16,31000.00,48,Rokok
PRD050827,Obat Nyamuk Hit Spray,35000,22,Lainnya
PRD050828,Aqua Galon,Rp 21.000,99,Minuman
PRD050829,Pembalut Laurier Relax Night,Rp 20000,59,Perawatan Pribadi
PRD050830,Korek Api Gas Tokai,3000,94,Lainnya
PRD050831,Pasta Gigi Pepsodent 190g,Rp 12500,28,Perawatan Pribadi
,Sabun Lux Mawar,Rp 4.500,50,Perawatan Pribadi
PRD050833,Coca Cola Botol 390ml,5000,,
PRD050834,Rokok Gudang Garam Filter,23000,26.0,Rokok
PRD050835,Sabun Cuci Piring Sunlight 460ml, 11000 ,25,
PRD050836,Kopi Torabika Susu, 1500 ,-27,Minuman
PRD050837,Korek Api Gas Tokai,Rp 3000,34,Lainnya
PRD050838,Aqua Botol 600ml,Rp 3500,92,Minuman
PRD050839,Minyak Curah 1L,,60,Sembako
,Susu Indomilk Sachet,1500.00,99,Minuman
PRD050841,Sabun Lux Mawar,4500.00,34,Perawatan Pribadi
PRD050842,Deterjen Attack Jaz1 800g, 19000 ,40,Pembersih
PRD050843,Baterai ABC Sedang (2 pcs),Rp 10000,91,Lainnya
PRD050844,Tepung Tapioka Rose Brand 500g,Rp 8.000,39.0,Sembako
PRD050845,Obat Nyamuk Hit Spray, 35000 ,83,Lainnya
