prodcut_id,pruduct_name,hargaa,stcok,katgori
PRD120428,Minyak Filma 2L,34000.00,61,Sembako
PRD120429,Teh Sariwangi Celup,,59,Minuman
PRD120430,Shampo Clear Sachet,1500,11.0,Perawatan Pribadi
PRD120431,Rokok Gudang Garam Filter,23000,57,Rokok
PRD120432,Margarin Forvita 200g,Rp 7.000,75,Sembako
PRD120433,,3500,1,Minuman
PRD120434,Minyak Bimoli 2L,35000.00,89.0,Sembako
PRD120435,Obat Nyamuk Baygon Bakar,6000.00,88,Lainnya
PRD120436,Bumbu Racik Indofood Sayur Asem,2500,48,Bumbu
PRD120437,,Rp 65000,100,Sembako
PRD120438,Shampo Pantene Sachet,Rp 1500,12,Perawatan Pribadi
PRD120439,Korek Api Gas Tokai,3000,56,Lainnya
PRD120440,Susu Indomilk Sachet,Rp 1.500,91,Minuman
PRD120441,Garam Kapal 250g,3000,97,Bumbu
PRD120442,Rokok Sampoerna Mild,30000,42,Rokok
,Baterai ABC Sedang (2 pcs),Rp 10.000,42,Lainnya
PRD120444,Pembersih Lantai Wipol 750ml,,-65,Pembersih
PRD120445,Deterjen Rinso Anti Noda 700g,22000,94,Pembersih
PRD120446,Pasta Gigi Ciptadent 190g,10000,-7,Perawatan Pribadi
PRD120447,Beras Rojolele 5kg,Rp 67.000,88,Sembako
PRD120448,Deterjen Daia 850g,18500,0,Pembersih
PRD120449,Popok MamyPoko Pants M,Rp 55000,85,Perawatan Bayi
PRD120450,Popok Sweety Bronze Pants L,48000.00,57,Perawatan Bayi
PRD120451,Minyak Filma 2L,,3,Sembako
PRD120452,Indomie Kuah Soto,Rp 2.800,47,Makanan
PRD120453,Tisu Paseo 250s,Rp 18.500,29,Lainnya
PRD120454,Fanta Merah 390ml, 5000 ,87,Minuman
PRD120455,Deterjen Attack Jaz1 800g,19000,,Pembersih
PRD120456,Obat Nyamuk Baygon Bakar,6000,94,Lainnya
PRD120457,Rokok Gudang Garam Filter,Rp 23000,-43,Rokok
PRD120458,Pembalut Charm Cooling Fresh,18000.00,29,Perawatan Pribadi
PRD120459,Indomie Kuah Ayam Bawang,2800,57,Makanan
PRD120460,Sprite Botol 390ml,5000,76,Minuman
PRD120461,Gula Pasir Gulaku 1kg,Rp 16000,,Sembako
PRD120462,Coca Cola Botol 390ml,5000.00,5,Minuman
PRD120463,Teh Sariwangi Celup,,81,Minuman
PRD120464,Obat Nyamuk Hit Spray,35000.00,82.0,Lainnya
PRD120465,Beras Rojolele 5kg, 67000 ,,Sembako
PRD120466,Saus Sambal Indofood 340ml,14500,16,Bumbu
PRD120467,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,89,Pembersih
PRD120468,,2000.00,17,Minuman
PRD120469,Sabun Lifebuoy Merah,4000,2,Perawatan Pribadi
PRD120470,Coca Cola Botol 390ml,5000.00,-23,Minuman
PRD120471,Baterai ABC Sedang (2 pcs),10000,,Lainnya
PRD120472,Susu Frisian Flag Sachet,Rp 1500,54,Minuman
PRD120473,Margarin Blue Band 200g,9500,11,Sembako
PRD120474,Teh Celup Sosro,Rp 7000,2.0,Minuman
PRD120475,Susu Bear Brand,Rp 10500,-82,Minuman
PRD120476,Margarin Forvita 200g,Rp 7.000,3.0,Sembako
PRD120477,Tisu Tessa 250s,,40.0,Lainnya
PRD120478,Margarin Forvita 200g,Rp 7.000,,Sembako
PRD120479,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,81,Sembako
PRD120480,Sabun Lifebuoy Merah,Rp 4000,52,Perawatan Pribadi
PRD120481,Shampo Pantene Sachet,Rp 1.500,0,Perawatan Pribadi
PRD120482,Fanta Merah 390ml,Rp 5.000,45,Minuman
PRD120483,Teh Celup Sosro,Rp 7000,52,Minuman
PRD120484,Bumbu Racik Indofood Nasi Goreng,2500.00,18,Bumbu
PRD120485,Susu Indomilk Sachet,Rp 1.500,54,Minuman
PRD120486,Indomie Kuah Ayam Bawang,2800.00,98,Makanan
,Tepung Tapioka Rose Brand 500g,Rp 8000,-37,Sembako
PRD120488,Kopi Luwak White Koffie,Rp 2.000,11,Minuman
PRD120489,Pembalut Charm Cooling Fresh,18000.00,80.0,Perawatan Pribadi
PRD120490,,Rp 14500,-46,Bumbu
PRD120491,Margarin Blue Band 200g, 9500 ,-51,Sembako
PRD120492,Baterai ABC Sedang (2 pcs),Rp 10000,75,Lainnya
PRD120493,Kopi Luwak White Koffie,Rp 2.000,38,Minuman
PRD120494,Tepung Tapioka Rose Brand 500g,Rp 8000,75,Sembako
,Aqua Gelas 240ml,,-1,Minuman
PRD120496,Saus Sambal Indofood 340ml,14500,53,Bumbu
PRD120497,Beras Rojolele 5kg,67000,45,Sembako
PRD120498,Le Minerale 600ml,3500.00,61,Minuman
PRD120499,Beras Pandan Wangi 5kg,Rp 70000,97,Sembako
PRD120500,Garam Kapal 250g,Rp 3000,64,Bumbu
PRD120501,Kopi Nescafe Classic,,41.0,Minuman
PRD120502,Gula Curah 1kg,15000.00,81,Sembako
PRD120503,Indomie Kuah Soto,,25,Makanan
PRD120504,Kecap Bango Pouch 220ml,11000.00,6.0,Bumbu
PRD120505,Gula Pasir Gulaku 1kg,16000,,Sembako
PRD120506,Minyak Sania 2L,34500,36,Sembako
PRD120507,,1500,,Minuman
PRD120508,Sabun Lux Mawar,Rp 4500,-1,Perawatan Pribadi
PRD120509,Pasta Gigi Pepsodent 190g,12500,91,Perawatan Pribadi
PRD120510,Fanta Merah 390ml,5000,27,Minuman
PRD120511,Pembalut Charm Cooling Fresh, 18000 ,4,Perawatan Pribadi
PRD120512,Pembalut Charm Cooling Fresh,,6,
PRD120513,Kopi Kapal Api Sachet, 1500 ,86,Minuman
PRD120514,Indomie Kuah Soto,2800.00,37,Makanan
PRD120515,Pembersih Lantai Wipol 750ml,18000,34,Pembersih
PRD120516,Gula Curah 1kg,15000.00,,
PRD120517,Rokok Marlboro Merah,Rp 38000,52,Rokok
PRD120518,Kecap Bango Pouch 220ml,11000,5,Bumbu
PRD120519,Rokok Marlboro Merah,Rp 38000,49,Rokok
,Popok MamyPoko Pants M,55000,77,Perawatan Bayi
PRD120521,Sikat Gigi Formula,,71,Perawatan Pribadi
PRD120522,Minyak Sania 2L,34500.00,96,Sembako
PRD120523,Kecap Bango Pouch 220ml,Rp 11.000,-31,Bumbu
PRD120524,Popok Sweety Bronze Pants L,48000,62,Perawatan Bayi
PRD120525,Sabun Lifebuoy Merah, 4000 ,77,Perawatan Pribadi
PRD120526,Pasta Gigi Pepsodent 190g,12500,81,Perawatan Pribadi
PRD120527,Deterjen Daia 850g,18500.00,21,Pembersih
PRD120528,Popok MamyPoko Pants M,55000,53,Perawatan Bayi
PRD120529,Pembersih Lantai Wipol 750ml,Rp 18000,68,Pembersih
PRD120530,Garam Refina 250g,3500,84,Bumbu
PRD120531,Kopi Nescafe Classic,Rp 5.000,68,Minuman
PRD120532,Le Minerale 600ml,Rp 3.500,38,Minuman
PRD120533,,Rp 3500,11,Bumbu
PRD120534,Minyak Curah 1L,16000,31.0,Sembako
PRD120535,Sabun Lifebuoy Merah,Rp 4000,91,Perawatan Pribadi
PRD120536,Coca Cola Botol 390ml, 5000 ,26,Minuman
PRD120537,Kopi Nescafe Classic,Rp 5000,13,Minuman
PRD120538,Kopi ABC Susu,1500,54,Minuman
PRD120539,Deterjen Daia 850g,Rp 18500,73.0,
,Shampo Lifebuoy Sachet,1000.00,72.0,Perawatan Pribadi
PRD120541,Shampo Clear Sachet,1500.00,-91,Perawatan Pribadi
PRD120542,Pembersih Lantai Super Pell 770ml,Rp 13.500,99,Pembersih
PRD120543,,8000,-18,Sembako
PRD120544,Coca Cola Botol 390ml,5000,50,
PRD120545,Bumbu Racik Indofood Sayur Asem, 2500 ,64,Bumbu
PRD120546,Tisu Paseo 250s,Rp 18.500,13,Lainnya
PRD120547,Teh Sariwangi Celup,Rp 6.500,33,Minuman
PRD120548,Minyak Curah 1L,Rp 16000,56,Sembako
PRD120549,Aqua Galon,Rp 21.000,-45,Minuman
PRD120550,Minyak Bimoli 2L,35000,62,Sembako
PRD120551,Popok MamyPoko Pants M, 55000 ,19,
PRD120552,Aqua Botol 600ml,Rp 3.500,50,Minuman
PRD120553,Popok MamyPoko Pants M,55000.00,75,Perawatan Bayi
PRD120554,Deterjen Daia 850g,Rp 18500,96,Pembersih
PRD120555,Kopi Luwak White Koffie,Rp 2000,43,Minuman
PRD120556,Tepung Beras Rose Brand 500g,Rp 7500,77,Sembako
PRD120557,Saus Sambal Indofood 340ml,Rp 14500,7,Bumbu
PRD120558,Teh Sariwangi Celup,6500,83,Minuman
PRD120559,Aqua Galon,,73,Minuman
PRD120560,Kecap Bango Pouch 220ml,11000.00,51.0,Bumbu
,Korek Api Gas Tokai,3000.00,28.0,Lainnya
PRD120562,Kopi Nescafe Classic,5000,,Minuman
PRD120563,Popok Sweety Bronze Pants L,Rp 48.000,11,Perawatan Bayi
PRD120564,Rokok Djarum Super,22000.00,28,Rokok
PRD120565,Obat Nyamuk Baygon Bakar,6000.00,50,Lainnya
PRD120566,Sabun Lux Mawar,4500,32,Perawatan Pribadi
PRD120567,Susu Bear Brand,Rp 10500,100,Minuman
PRD120568,Minyak Sania 2L,Rp 34.500,48,Sembako
PRD120569,Garam Kapal 250g,Rp 3.000,83,
PRD120570,Rokok Djarum Super,22000.00,47,Rokok
PRD120571,Kecap ABC Pouch 220ml, 9500 ,80,Bumbu
PRD120572,Mie Sedap Goreng,2900,14,Makanan
PRD120573,Rokok Djarum Super, 22000 ,35,Rokok
PRD120574,Gula Curah 1kg,Rp 15.000,74,Sembako
PRD120575,Shampo Clear Sachet, 1500 ,27,Perawatan Pribadi
PRD120576,Sabun Nuvo Biru,3500,10,Perawatan Pribadi
PRD120577,Rokok Sampoerna Mild,30000,29,
PRD120578,Sabun Lifebuoy Merah,4000.00,80,Perawatan Pribadi
PRD120579,Le Minerale 600ml,Rp 3500,96,Minuman
PRD120580,Beras Rojolele 5kg,,14,Sembako
,Deterjen Rinso Anti Noda 700g,Rp 22.000,9,Pembersih
PRD120582,Kopi Nescafe Classic, 5000 ,57,Minuman
,Tepung Tapioka Rose Brand 500g,,68,Sembako
PRD120584,Sabun Lux Mawar,4500,89,Perawatan Pribadi
PRD120585,Sabun Lifebuoy Merah,4000.00,23,Perawatan Pribadi
PRD120586,Gula Pasir Gulaku 1kg,Rp 16.000,1,Sembako
PRD120587,Sabun Lux Mawar,Rp 4500,,Perawatan Pribadi
PRD120588,Fanta Merah 390ml,Rp 5000,-87,Minuman
PRD120589,Pasta Gigi Ciptadent 190g, 10000 ,6,
PRD120590,Mie Sedap Goreng,2900.00,97,Makanan
PRD120591,Aqua Gelas 240ml,1000,38,Minuman
PRD120592,Sikat Gigi Formula,6000,28,Perawatan Pribadi
PRD120593,Fanta Merah 390ml,5000,3.0,Minuman
PRD120594,Pembalut Laurier Relax Night,20000,-86,Perawatan Pribadi
PRD120595,Pasta Gigi Ciptadent 190g,Rp 10.000,31,Perawatan Pribadi
PRD120596,Deterjen Rinso Anti Noda 700g, 22000 ,5,Pembersih
PRD120597,Gula Pasir Gulaku 1kg,16000,15,Sembako
PRD120598,Rokok Sampoerna Mild,Rp 30000,19,Rokok
PRD120599,Margarin Blue Band 200g, 9500 ,55.0,Sembako
PRD120600,Susu Indomilk Sachet,1500,55,Minuman
PRD120601,Susu Frisian Flag Sachet,Rp 1500,,Minuman
PRD120602,Kopi Kapal Api Sachet,1500,23,Minuman
PRD120603,Kopi Torabika Susu,1500.00,57.0,Minuman
PRD120604,,3000.00,-68,Bumbu
PRD120605,Beras Rojolele 5kg,67000,99,Sembako
PRD120606,Tisu Tessa 250s,Rp 17000,86,Lainnya
PRD120607,Aqua Galon,Rp 21000,6,Minuman
PRD120608,Bumbu Racik Indofood Sayur Asem,,100,Bumbu
PRD120609,Saus Sambal ABC 340ml,,60,Bumbu
PRD120610,Rokok Sampoerna Mild,30000,79,Rokok
PRD120611,Indomie Kari Ayam,Rp 2.800,42,Makanan
PRD120612,,38000,97,Rokok
PRD120613,Deterjen Daia 850g,Rp 18.500,6,Pembersih
PRD120614,Deterjen Daia 850g,Rp 18.500,90,Pembersih
PRD120615,Shampo Lifebuoy Sachet,1000.00,69,Perawatan Pribadi
PRD120616,Tisu Tessa 250s,Rp 17.000,67,Lainnya
PRD120617,,4000.00,19,Perawatan Pribadi
PRD120618,Kecap Bango Pouch 220ml,Rp 11000,87,
PRD120619,Rokok Sampoerna Mild,Rp 30000,75,Rokok
PRD120620,Rokok Surya 16,31000,58,Rokok
PRD120621,Aqua Gelas 240ml,1000,22,Minuman
PRD120622,Kopi Luwak White Koffie,2000,-48,Minuman
PRD120623,,1500,81,Minuman
PRD120624,Susu Bear Brand,,10.0,Minuman
PRD120625,Deterjen Rinso Anti Noda 700g,22000,33,Pembersih
PRD120626,,18500,55,Lainnya
,Beras Ramos 5kg, 65000 ,24,
PRD120628,Gula Pasir Gulaku 1kg, 16000 ,0.0,Sembako
PRD120629,Sabun Lux Mawar,,49,Perawatan Pribadi
PRD120630,,67000.00,49,Sembako
PRD120631,Pembalut Charm Cooling Fresh,18000,,Perawatan Pribadi
PRD120632,Mie Sedap Goreng,2900.00,70,Makanan
PRD120633,Garam Refina 250g,Rp 3500,73,Bumbu
PRD120634,Pembalut Charm Cooling Fresh,18000,53,Perawatan Pribadi
PRD120635,Sabun Mandi Dettol,5000,10,Perawatan Pribadi
PRD120636,Indomie Kuah Soto,2800,70,Makanan
PRD120637,Rokok Marlboro Merah,38000,74,Rokok
PRD120638,Minyak Curah 1L,16000.00,0,Sembako
PRD120639,Baterai Alkalin AA (2 pcs), 15000 ,65,Lainnya
PRD120640,Pembalut Charm Cooling Fresh,18000,44,Perawatan Pribadi
PRD120641,,7000,-9,Sembako
PRD120642,Pembersih Lantai Super Pell 770ml, 13500 ,63,Pembersih
PRD120643,Deterjen Rinso Anti Noda 700g,,38,Pembersih
PRD120644,Garam Kapal 250g,3000,60,
PRD120645,Pembersih Lantai Super Pell 770ml,13500.00,87,Pembersih
PRD120646,Minyak Sania 2L,34500.00,72,Sembako
PRD120647,Kecap Bango Pouch 220ml,11000,100,Bumbu
,Tisu Paseo 250s,,100,Lainnya
PRD120649,Shampo Lifebuoy Sachet,Rp 1000,58,Perawatan Pribadi
PRD120650,Tepung Beras Rose Brand 500g,7500,98,Sembako
PRD120651,Teh Sariwangi Celup,6500.00,49,Minuman
PRD120652,Bumbu Racik Indofood Sayur Asem,2500.00,81,Bumbu
PRD120653,Pembalut Charm Cooling Fresh,18000.00,25,Perawatan Pribadi
PRD120654,Aqua Galon,21000.00,40,Minuman
PRD120655,Coca Cola Botol 390ml, 5000 ,72,Minuman
PRD120656,Kopi Torabika Susu,1500.00,43,Minuman
PRD120657,Coca Cola Botol 390ml,5000,26,Minuman
PRD120658,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,91,Pembersih
PRD120659,Susu Dancow Sachet,Rp 3.500,-54,Minuman
PRD120660,Minyak Sania 2L,Rp 34500,77,Sembako
PRD120661,Tepung Beras Rose Brand 500g, 7500 ,59,Sembako
PRD120662,Bumbu Racik Indofood Sayur Asem,Rp 2500,,Bumbu
PRD120663,Pembersih Lantai Wipol 750ml, 18000 ,74,Pembersih
PRD120664,Baterai Alkalin AA (2 pcs),15000.00,66,Lainnya
PRD120665,Teh Celup Sosro,7000.00,87,Minuman
PRD120666,Saus Sambal Indofood 340ml,Rp 14.500,19,Bumbu
PRD120667,Bumbu Racik Indofood Nasi Goreng,2500,71.0,Bumbu
PRD120668,Sabun Nuvo Biru,3500.00,1,Perawatan Pribadi
PRD120669,Le Minerale 600ml,3500,43,Minuman
PRD120670,Saus Sambal Indofood 340ml,Rp 14.500,96,
PRD120671,Minyak Curah 1L,Rp 16.000,1,Sembako
PRD120672,Kapur Barus Bagus,15000.00,9,Lainnya
PRD120673,Pasta Gigi Pepsodent 190g,12500,45,Perawatan Pribadi
PRD120674,Sabun Cuci Piring Sunlight 460ml,11000,57,Pembersih
PRD120675,Kecap ABC Pouch 220ml,Rp 9.500,11,Bumbu
,Shampo Clear Sachet,Rp 1500,17,Perawatan Pribadi
PRD120677,Shampo Lifebuoy Sachet,Rp 1.000,69,Perawatan Pribadi
PRD120678,Kopi Luwak White Koffie,Rp 2000,79,Minuman
PRD120679,Pembalut Laurier Relax Night,20000.00,40,Perawatan Pribadi
PRD120680,Tisu Paseo 250s,Rp 18500,-27,Lainnya
PRD120681,Minyak Sania 2L,34500.00,94,Sembako
PRD120682,Kopi Luwak White Koffie,,90,Minuman
PRD120683,Bumbu Racik Indofood Sayur Asem,2500.00,73,Bumbu
PRD120684,Aqua Gelas 240ml,1000,62,
PRD120685,Beras Ramos 5kg,Rp 65.000,55,Sembako
PRD120686,Shampo Lifebuoy Sachet,1000,0,Perawatan Pribadi
PRD120687,Shampo Sunsilk Sachet,1500,91,Perawatan Pribadi
PRD120688,Margarin Blue Band 200g,9500.00,19,Sembako
PRD120689,Pasta Gigi Pepsodent 190g,12500,30,Perawatan Pribadi
PRD120690,Garam Refina 250g,Rp 3500,5,
PRD120691,Shampo Clear Sachet,1500,78,Perawatan Pribadi
PRD120692,Indomie Kuah Soto, 2800 ,81,Makanan
PRD120693,Popok Sweety Bronze Pants L,Rp 48.000,100,Perawatan Bayi
PRD120694,Shampo Sunsilk Sachet,Rp 1.500,65,Perawatan Pribadi
PRD120695,Beras Ramos 5kg, 65000 ,78,Sembako
PRD120696,Coca Cola Botol 390ml,Rp 5.000,53.0,Minuman
PRD120697,Teh Sariwangi Celup, 6500 ,14,Minuman
PRD120698,Rokok Surya 16,Rp 31000,68.0,Rokok
PRD120699,Popok Sweety Bronze Pants L,,100,Perawatan Bayi
PRD120700,Sikat Gigi Formula, 6000 ,99,Perawatan Pribadi
PRD120701,Mie Sedap Goreng,Rp 2.900,80,Makanan
PRD120702,Beras Pandan Wangi 5kg, 70000 ,87,Sembako
PRD120703,Indomie Goreng,Rp 3.000,77,Makanan
PRD120704,Kapur Barus Bagus,Rp 15.000,41,Lainnya
PRD120705,Kopi Nescafe Classic,5000,20,Minuman
PRD120706,Minyak Curah 1L,16000.00,66,Sembako
PRD120707,Indomie Kari Ayam,Rp 2.800,51,Makanan
PRD120708,Beras Ramos 5kg,65000,-15,Sembako
PRD120709,Shampo Sunsilk Sachet,1500.00,94.0,Perawatan Pribadi
PRD120710,Rokok Surya 16,,6,Rokok
PRD120711,Teh Celup Sosro,Rp 7000,34,Minuman
,Kopi Torabika Susu,Rp 1.500,26,Minuman
PRD120713,Indomie Goreng,Rp 3000,100,Makanan
PRD120714,Susu Dancow Sachet,Rp 3500,6,Minuman
PRD120715,Pembersih Lantai Wipol 750ml,18000,48,
,Sabun Mandi Dettol,5000,13,Perawatan Pribadi
PRD120717,Pembalut Charm Cooling Fresh,Rp 18.000,-53,Perawatan Pribadi
PRD120718,Shampo Pantene Sachet,Rp 1.500,55,Perawatan Pribadi
PRD120719,Minyak Bimoli 2L,35000,-2,Sembako
,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,93,Pembersih
PRD120721,Rokok Surya 16,31000,15,Rokok
PRD120722,Obat Nyamuk Baygon Bakar,Rp 6.000,23,Lainnya
PRD120723,Kecap ABC Pouch 220ml,9500.00,26,Bumbu
PRD120724,Gula Pasir Gulaku 1kg, 16000 ,-18,Sembako
PRD120725,Shampo Pantene Sachet,1500,49,Perawatan Pribadi
PRD120726,Popok MamyPoko Pants M,55000,-47,Perawatan Bayi
PRD120727,, 3500 ,,Bumbu
PRD120728,Kopi Luwak White Koffie,2000.00,24.0,Minuman
,Pembalut Charm Cooling Fresh, 18000 ,67,Perawatan Pribadi
PRD120730,Sabun Nuvo Biru, 3500 ,73,Perawatan Pribadi
PRD120731,Kopi ABC Susu,Rp 1.500,89.0,Minuman
PRD120732,Rokok Surya 16,31000.00,79,Rokok
PRD120733,Gula Pasir Gulaku 1kg,16000,79,Sembako
PRD120734,Kopi Luwak White Koffie,Rp 2.000,23,Minuman
PRD120735,Beras Ramos 5kg,Rp 65000,29.0,Sembako
PRD120736,Indomie Kuah Soto,Rp 2800,44.0,Makanan
PRD120737,Rokok Djarum Super,22000,57,Rokok
PRD120738,Indomie Goreng,Rp 3000,-46,Makanan
PRD120739,Popok MamyPoko Pants M,Rp 55000,-64,Perawatan Bayi
PRD120740,Shampo Sunsilk Sachet,1500,,Perawatan Pribadi
PRD120741,Tisu Tessa 250s,17000,99,Lainnya
,Beras Rojolele 5kg,,86,Sembako
PRD120743,Sabun Cuci Piring Mama Lemon 400ml,Rp 9.500,78,
PRD120744,Kecap Bango Pouch 220ml,11000.00,18,Bumbu
PRD120745,Deterjen Daia 850g,18500.00,1,Pembersih
PRD120746,Pasta Gigi Pepsodent 190g,Rp 12.500,26,Perawatan Pribadi
PRD120747,Popok MamyPoko Pants M, 55000 ,5,Perawatan Bayi
PRD120748,Kopi Luwak White Koffie,2000,22,Minuman
PRD120749,Tepung Terigu Segitiga Biru 1kg,Rp 13000,-66,Sembako
PRD120750,Pasta Gigi Ciptadent 190g,,90,
PRD120751,Rokok Surya 16,31000.00,14,Rokok
PRD120752,Le Minerale 600ml,,-18,Minuman
PRD120753,Aqua Botol 600ml, 3500 ,89,Minuman
PRD120754,Fanta Merah 390ml,5000,56,
PRD120755,Pembersih Lantai Super Pell 770ml, 13500 ,93,Pembersih
PRD120756,Pembalut Laurier Relax Night,Rp 20.000,,Perawatan Pribadi
PRD120757,Susu Indomilk Sachet,1500,35,Minuman
PRD120758,Teh Celup Sosro,Rp 7000,,Minuman
PRD120759,Obat Nyamuk Baygon Bakar,6000,-66,Lainnya
PRD120760,Indomie Kari Ayam,2800,97,
PRD120761,Deterjen Rinso Anti Noda 700g,22000.00,23,Pembersih
PRD120762,Indomie Kari Ayam,2800,94,Makanan
PRD120763,Susu Dancow Sachet,Rp 3500,83,Minuman
PRD120764,,2500.00,-21,Bumbu
PRD120765,Obat Nyamuk Hit Spray,Rp 35.000,-67,Lainnya
PRD120766,Susu Bear Brand,10500.00,30,Minuman
PRD120767,Tisu Paseo 250s,18500,69,Lainnya
PRD120768,Susu Dancow Sachet,3500,21,Minuman
PRD120769,Kecap ABC Pouch 220ml,9500.00,89,Bumbu
PRD120770,Shampo Pantene Sachet,Rp 1500,28,Perawatan Pribadi
PRD120771,Pembalut Charm Cooling Fresh,18000.00,78,Perawatan Pribadi
PRD120772,Kapur Barus Bagus, 15000 ,87,Lainnya
PRD120773,Indomie Kari Ayam, 2800 ,85,Makanan
PRD120774,Tisu Tessa 250s,17000.00,66,Lainnya
PRD120775,Minyak Sania 2L,34500.00,43,Sembako
PRD120776,Rokok Gudang Garam Filter,Rp 23000,,Rokok
PRD120777,Deterjen Daia 850g,18500.00,92,Pembersih
PRD120778,Aqua Gelas 240ml,Rp 1000,45,Minuman
PRD120779,Rokok Gudang Garam Filter,,54,Rokok
PRD120780,Kopi ABC Susu,Rp 1.500,83,Minuman
PRD120781,Kecap ABC Pouch 220ml,9500,,Bumbu
PRD120782,Kopi Kapal Api Sachet,Rp 1.500,17,Minuman
PRD120783,Teh Sariwangi Celup,6500,21,Minuman
PRD120784,Tepung Tapioka Rose Brand 500g,8000,1,Sembako
PRD120785,Susu Dancow Sachet,Rp 3.500,96,Minuman
PRD120786,Garam Refina 250g,3500.00,2,Bumbu
PRD120787,Margarin Blue Band 200g,9500,52.0,Sembako
PRD120788,Sikat Gigi Formula,Rp 6000,82,Perawatan Pribadi
PRD120789,Garam Refina 250g,,73,Bumbu
PRD120790,Sprite Botol 390ml,5000,24,Minuman
PRD120791,Aqua Gelas 240ml, 1000 ,49.0,Minuman
,Kapur Barus Bagus,Rp 15.000,1.0,Lainnya
PRD120793,Susu Bear Brand,10500,47,Minuman
PRD120794,Saus Sambal Indofood 340ml,14500.00,50,Bumbu
PRD120795,Rokok Sampoerna Mild,30000,-70,Rokok
PRD120796,Sabun Cuci Piring Sunlight 460ml,11000,12,Pembersih
PRD120797,Teh Pucuk Harum 350ml,4000,27,Minuman
PRD120798,Indomie Kuah Ayam Bawang,2800,68,Makanan
PRD120799,Tepung Tapioka Rose Brand 500g,Rp 8000,56,Sembako
PRD120800,Kecap ABC Pouch 220ml,Rp 9.500,,
PRD120801,Korek Api Gas Tokai,,3,Lainnya
PRD120802,Rokok Djarum Super, 22000 ,99,Rokok
PRD120803,Coca Cola Botol 390ml,5000,12.0,Minuman
PRD120804,Minyak Sania 2L, 34500 ,32,Sembako
PRD120805,Sabun Nuvo Biru,Rp 3500,8,Perawatan Pribadi
PRD120806,Margarin Blue Band 200g,9500,-65,Sembako
PRD120807,Pembalut Charm Cooling Fresh,Rp 18000,18,Perawatan Pribadi
PRD120808,Indomie Kuah Ayam Bawang,Rp 2.800,48.0,Makanan
PRD120809,Coca Cola Botol 390ml,5000.00,-42,Minuman
PRD120810,Pembalut Charm Cooling Fresh, 18000 ,11,Perawatan Pribadi
PRD120811,Aqua Galon,Rp 21000,82,Minuman
PRD120812,Kapur Barus Bagus,,77,Lainnya
,Minyak Bimoli 2L,35000.00,72.0,Sembako
PRD120814,,18000.00,0,Pembersih
PRD120815,Pembalut Charm Cooling Fresh,Rp 18.000,20.0,Perawatan Pribadi
PRD120816,Pembalut Laurier Relax Night,Rp 20.000,23,Perawatan Pribadi
,Coca Cola Botol 390ml,Rp 5.000,81,
PRD120818,,Rp 1000,72,Perawatan Pribadi
PRD120819,Indomie Goreng,3000,10,Makanan
PRD120820,,9500.00,72,Pembersih
PRD120821,Popok Sweety Bronze Pants L,48000,39,Perawatan Bayi
PRD120822,Gula Curah 1kg,Rp 15000,61,Sembako
PRD120823,Kopi Luwak White Koffie,2000,82,Minuman
PRD120824,Le Minerale 600ml,3500.00,23,Minuman
PRD120825,Sabun Nuvo Biru,3500.00,1.0,Perawatan Pribadi
PRD120826,Pembersih Lantai Super Pell 770ml, 13500 ,67,Pembersih
PRD120827,Sabun Lux Mawar,Rp 4500,67,Perawatan Pribadi
PRD120828,Rokok Marlboro Merah, 38000 ,-24,Rokok
PRD120829,Sabun Cuci Piring Sunlight 460ml,Rp 11000,-15,Pembersih
PRD120830,Sabun Lifebuoy Merah,4000,,Perawatan Pribadi
PRD120831,Sabun Lifebuoy Merah,4000,3,
PRD120832,Kopi Luwak White Koffie,Rp 2.000,61.0,Minuman
PRD120833,Kopi ABC Susu,1500,59.0,Minuman
PRD120834,Baterai ABC Sedang (2 pcs),10000,45,Lainnya
PRD120835,, 7000 ,64,Minuman
PRD120836,Susu Frisian Flag Sachet,1500.00,46.0,Minuman
PRD120837,Coca Cola Botol 390ml,5000,68,Minuman
PRD120838,Minyak Filma 2L,Rp 34.000,63,Sembako
PRD120839,Tepung Tapioka Rose Brand 500g,8000,3,Sembako
PRD120840,Sabun Nuvo Biru,Rp 3.500,-32,Perawatan Pribadi
PRD120841,Sprite Botol 390ml,5000.00,32,Minuman
PRD120842,Saus Sambal ABC 340ml,15000,9,Bumbu
PRD120843,Fanta Merah 390ml,5000,63,Minuman
PRD120844,Rokok Marlboro Merah,38000.00,69.0,Rokok
PRD120845,Obat Nyamuk Hit Spray,,26.0,Lainnya
PRD120846,,19000.00,,Pembersih
PRD120847,Pembalut Charm Cooling Fresh,Rp 18000,48,Perawatan Pribadi
PRD120848,Sabun Cuci Piring Mama Lemon 400ml,9500.00,60.0,Pembersih
PRD120849,Gula Pasir Gulaku 1kg,Rp 16.000,33,Sembako
PRD120850,Indomie Goreng,3000,19,Makanan
PRD120851,Beras Ramos 5kg,65000.00,69,Sembako
PRD120852,,Rp 18.500,43,Lainnya
PRD120853,Teh Celup Sosro,Rp 7000,72,
PRD120854,Beras Pandan Wangi 5kg,70000,25,Sembako
